"","folio","...1","X","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","a_15plus","POBTOT","P60","hoteles","ingpc2015","est_trs"
"2991",30030,1551,1551,2018,25,5,18,"pub",12,3,2,0,0,1,0.2,0,0.8,41826,0.150576196624109,6,21256.1196627686,0
"2992",30031,1552,1552,2018,10,1,1,"pub",0,0,1,0,0,1,0,1,0,18377,0.109647929477064,0,11794.9716064942,0
"2993",30031,3358,1504,2020,5,1,2.5,"pub",0,0,0,1,0,1,0,0,1,18888,0.11277001270648,0,11794.9716064942,0
"2994",30032,3359,1505,2020,46,6,60,"pub",10,3,3,0,0,1,0.333333333333333,0.166666666666667,0.5,49451,0.137085195445997,28,15764.4484290701,0
"2995",30032,1553,1553,2018,76,8,68,"pub",29,3,0,5,0,1,0,1,0.625,49281,0.128913780158682,28,15764.4484290701,0
"2996",30033,3360,1506,2020,9,2,16,"pub",3,2,0,0,0,1,0.5,0,0.5,24421,0.150853773391753,0,16023.4940050599,0
"2997",30033,1554,1554,2018,12,2,16,"pub",2,1,0,1,0,1,0.5,0.5,0,24235,0.144460491025377,0,16023.4940050599,0
"2998",30034,3361,1507,2020,28,3,15,"pub",15,3,0,0,0,1,0,0,1,25011,0.197752988684979,10,25281.6269915651,0
"2999",30034,1555,1555,2018,35,3,30,"pub",19,3,0,0,0,1,0,0,1,25169,0.188287178672176,10,25281.6269915651,0
"3000",30035,1556,1556,2018,17,1,5,"pub",0,1,0,0,0,1,1,0,0,11145,0.185643786451323,0,10699.7255282973,0
"3001",30035,3362,1508,2020,18,1,5,"pub",0,0,1,0,0,1,0,0,1,11165,0.195790416480072,0,10699.7255282973,0
"3002",30036,1557,1557,2018,8,1,8,"pub",3,0,1,0,0,1,0,0,1,10696,0.0918100224382947,0,15550.8168249661,0
"3003",30037,1558,1558,2018,4,2,2,"pub",0,1,0,1,0,1,0.5,0.5,0.5,8106,0.113496175672341,0,7464.78332034295,0
"3004",30038,3363,1509,2020,47,6,70,"pub",45,6,0,0,0,1,1,0,0,93911,0.144775372427085,23,28504.5194087944,0
"3005",30038,1559,1559,2018,47,6,70,"pub",45,6,0,0,0,1,1,0,0,92472,0.13777143351501,23,28504.5194087944,0
"3006",30039,3364,1510,2020,444,35,380.443,"pub",294,30,1,4,0,1,0.885714285714286,0.114285714285714,0,310698,0.136505545578021,103,34949.3400530627,0
"3007",30039,1560,1560,2018,454,23,405,"pub",181,21,0,2,0,1,0.956521739130435,0.0434782608695652,0,309612,0.125382737103213,103,34949.3400530627,0
"3008",30040,1561,1561,2018,12,7,40,"pub",5,0,7,0,0,1,0.714285714285714,0.285714285714286,0,53679,0.12893310233052,0,27755.4529147982,0
"3009",30040,3365,1511,2020,22,5,7,"pub",8,5,0,0,0,1,0.2,0,0.8,55016,0.136196742765741,0,27755.4529147982,0
"3010",30042,1562,1562,2018,2,1,2,"pub",0,1,0,0,0,1,1,0,0,5744,0.176880222841226,0,13887.2241283896,0
"3011",30042,3366,1512,2020,5,1,1,"pub",0,1,0,0,0,1,1,0,0,5743,0.185269023158628,0,13887.2241283896,0
"3012",30043,3367,1513,2020,3,1,3,"pub",0,0,0,1,0,1,0,0,1,19876,0.122157375729523,0,11533.3159224937,0
"3013",30043,1563,1563,2018,6,1,4,"pub",0,0,1,0,0,1,0,0,1,19641,0.116847411027952,0,11533.3159224937,0
"3014",30044,3368,1514,2020,135,31,220,"pub",42,22,4,2,3,1,0.709677419354839,0.290322580645161,0.258064516129032,204721,0.140864884403652,73,26346.4074913751,1
"3015",30044,1564,1564,2018,155,39,250,"pub",50,3,32,4,0,1,0.692307692307692,0.307692307692308,0.230769230769231,203085,0.133476130684196,73,26346.4074913751,1
"3016",30045,3369,1515,2020,39,3,56,"pub",5,3,0,0,0,1,0.666666666666667,0.333333333333333,0,54737,0.179695635493359,16,22724.3794340375,0
"3017",30045,1565,1565,2018,40,4,50,"pub",2,4,0,0,0,1,1,0,0,55262,0.168759726394267,16,22724.3794340375,0
"3018",30046,1566,1566,2018,8,2,7,"pub",3,1,0,1,0,1,0.5,0.5,0,16068,0.12714712471994,0,11410.2741433022,0
"3019",30046,3370,1516,2020,6,2,13,"pub",3,1,1,0,0,1,0.5,0.5,0.5,16167,0.133852910249273,0,11410.2741433022,0
"3020",30047,3371,1517,2020,24,3,14.93,"pub",1,2,0,1,0,1,0.666666666666667,0.333333333333333,0.333333333333333,59471,0.0849489667232769,6,14355.928333072,0
"3021",30047,1567,1567,2018,20,3,30,"pub",0,0,3,0,0,1,0.666666666666667,0.333333333333333,0,58078,0.082561382967733,6,14355.928333072,0
"3022",30048,1568,1568,2018,75,5,70,"pub",46,5,0,0,0,1,1,0,0,128269,0.112201701112506,11,27323.8038880701,0
"3023",30048,3372,1518,2020,71,10,120,"pub",57,10,0,0,0,1,1,0,0,130903,0.120814649014919,11,27323.8038880701,0
"3024",30049,3373,1519,2020,35,3,22,"pub",16,2,0,1,0,1,1,0,0,22050,0.140680272108844,0,19467.9095238095,0
"3025",30049,1569,1569,2018,47,3,22,"pub",22,1,0,2,0,1,0.333333333333333,0.666666666666667,0.666666666666667,21582,0.135668612732833,0,19467.9095238095,0
"3026",30050,3374,1520,2020,5,1,16,"pub",0,1,0,0,0,1,1,0,0,16333,0.155574603563338,0,11969.1915083799,0
"3027",30050,1570,1570,2018,9,1,3,"pub",0,1,0,0,0,1,1,0,0,16164,0.14674585498639,0,11969.1915083799,0
"3028",30051,1571,1571,2018,18,1,4,"pub",0,1,0,0,0,1,1,0,0,22838,0.133593134249934,4,11144.0132386569,0
"3029",30051,3375,1521,2020,13,1,3.5,"pub",0,1,0,0,0,1,1,0,0,23096,0.140933494977485,4,11144.0132386569,0
"3030",30052,1572,1572,2018,22,2,14,"pub",1,2,0,0,0,1,0.5,0,0.5,11821,0.13036122155486,0,17390.1779194436,0
"3031",30052,3376,1522,2020,27,2,6,"pub",0,1,0,1,0,1,0.5,0,0.5,11869,0.136742775296992,0,17390.1779194436,0
"3032",30053,3377,1523,2020,9,2,15,"pub",4,2,0,0,0,1,1,0,0,28075,0.13453250222618,4,20158.2803557277,0
"3033",30053,1573,1573,2018,19,3,18,"pub",0,1,0,2,0,1,0.333333333333333,0,0.666666666666667,27713,0.12871215674954,4,20158.2803557277,0
"3034",30055,3378,1524,2020,7,2,15,"pub",0,0,1,1,0,1,1,0,0,13527,0.196052339764915,0,15628.2527472527,0
"3035",30055,1574,1574,2018,23,3,1,"pub",0,0,0,3,0,1,0.333333333333333,0,0.666666666666667,13346,0.186273040611419,0,15628.2527472527,0
"3036",30056,3379,1525,2020,5,1,1,"pub",0,0,0,1,0,1,0,1,1,6610,0.186081694402421,0,10003.4822635135,0
"3037",30056,1575,1575,2018,5,1,1,"pub",0,0,0,1,0,1,0,1,0,6640,0.174397590361446,0,10003.4822635135,0
"3038",30058,3380,1526,2020,16,4,12,"pub",1,2,0,2,0,1,1,0,0,53858,0.220264398975083,8,12547.1683848797,0
"3039",30058,1576,1576,2018,16,3,8,"pub",1,2,0,1,0,1,1,0,0,54086,0.208353363162371,8,12547.1683848797,0
"3040",30059,3381,1527,2020,11,2,6,"pub",5,1,0,1,0,1,0.5,0,0.5,22638,0.129781782843007,0,21407.3023360625,0
"3041",30059,1577,1577,2018,8,2,12,"pub",4,0,1,1,0,1,0,1,0.5,21150,0.124775413711584,0,21407.3023360625,0
"3042",30060,3382,1528,2020,6,3,1.5,"pub",5,1,2,0,0,1,0,0,1,16283,0.149603881348646,3,14770.4760595647,0
"3043",30060,1578,1578,2018,8,3,8,"pub",8,1,0,2,0,1,0,0.333333333333333,1,16086,0.1437896307348,3,14770.4760595647,0
"3044",30061,3383,1529,2020,54,7,49,"pub",31,0,5,2,0,1,0.285714285714286,0.571428571428571,0.714285714285714,81080,0.118426245683276,23,21054.8238542828,0
"3045",30061,1579,1579,2018,59,7,23,"pub",32,0,2,5,0,1,0.428571428571429,0.428571428571429,0.428571428571429,80346,0.112003086650238,23,21054.8238542828,0
"3046",30062,1580,1580,2018,7,2,4,"pub",0,2,0,0,0,1,0.5,0.5,0,20393,0.0998872162016378,0,15558.3586048796,0
"3047",30062,3384,1530,2020,8,2,11,"pub",0,2,0,0,0,1,1,0,0,20839,0.103315898075723,0,15558.3586048796,0
"3048",30063,3385,1531,2020,13,1,1.8,"pub",2,0,0,1,0,1,0,1,1,13359,0.217381540534471,0,12766.5527863344,0
"3049",30063,1581,1581,2018,5,1,6,"pub",0,0,0,1,0,1,0,1,1,13624,0.20295067527892,0,12766.5527863344,0
"3050",30065,1582,1582,2018,53,12,46,"pub",5,7,0,3,2,1,0.777777777777778,0,0.222222222222222,80734,0.116828102162658,9,29786.9496543192,0
"3051",30065,3386,1532,2020,48,11,60,"pub",2,7,3,1,0,1,0.272727272727273,0.545454545454545,0.181818181818182,85489,0.120693890442045,9,29786.9496543192,0
"3052",30066,1583,1583,2018,3,1,3,"pub",0,1,0,0,0,1,1,0,0,26572,0.140185157308445,7,13231.9494764833,0
"3053",30066,3387,1533,2020,3,1,15,"pub",0,1,0,0,0,1,1,0,0,26830,0.14670145359672,7,13231.9494764833,0
"3054",30067,1584,1584,2018,25,2,6,"pub",0,0,0,2,0,1,1,0,0,18626,0.0721035112208741,0,6787.78597122302,0
"3055",30067,3388,1534,2020,14,2,4,"pub",0,0,2,0,0,1,1,0,0,19179,0.0753428228791908,0,6787.78597122302,0
"3056",30068,1585,1585,2018,38,13,55,"pub",11,11,2,0,0,1,0.769230769230769,0.230769230769231,0.230769230769231,65049,0.129302525788252,9,29152.50429101,0
"3057",30068,3389,1535,2020,40,12,50.8,"pub",10,11,0,1,0,1,0.0833333333333333,0.916666666666667,0,66372,0.136217079491352,9,29152.50429101,0
"3058",30069,3390,1536,2020,25,6,36,"pub",3,1,2,3,0,1,0.166666666666667,0.166666666666667,0.666666666666667,24085,0.194643969275483,7,19049.5824734408,0
"3059",30069,1586,1586,2018,35,3,25,"pub",4,2,1,0,0,1,0.666666666666667,0.333333333333333,0,24137,0.186394332352819,7,19049.5824734408,0
"3060",30070,1587,1587,2018,6,1,7,"pub",1,0,0,1,0,1,1,0,0,18277,0.12813919133337,0,12802.6253263708,0
"3061",30070,3391,1537,2020,9,1,5,"pub",0,0,1,0,0,1,1,0,0,18275,0.135540355677155,0,12802.6253263708,0
"3062",30071,1588,1588,2018,8,5,5,"pub",0,4,0,1,0,1,0.2,0.8,0,58849,0.105949124029295,14,18927.2698568941,0
"3063",30071,3392,1538,2020,29,4,48,"pub",0,3,1,0,0,1,0,1,1,59920,0.11076435246996,14,18927.2698568941,0
"3064",30072,1589,1589,2018,18,1,10,"pub",0,1,0,0,0,1,0,1,0,21589,0.125480568808189,8,15550.2113997674,0
"3065",30072,3393,1539,2020,18,1,2,"pub",0,1,0,0,0,1,0,0,1,21796,0.129060378051019,8,15550.2113997674,0
"3066",30073,1590,1590,2018,12,2,7,"pub",9,2,0,0,0,1,0,1,0,41665,0.14594983799352,0,13417.5267115156,0
"3067",30073,3394,1540,2020,8,1,7,"pub",4,1,0,0,0,1,1,0,0,41670,0.155555555555556,0,13417.5267115156,0
"3068",30074,3395,1541,2020,4,2,4,"pub",3,2,0,0,0,1,1,0,0,7293,0.129027834910188,0,18202.4768085513,0
"3069",30074,1591,1591,2018,6,2,1,"pub",2,2,0,0,0,1,1,0,0,7182,0.122667780562517,0,18202.4768085513,0
"3070",30075,1592,1592,2018,3,1,7,"pub",1,1,0,0,0,1,1,0,0,16641,0.190613544859083,6,14950.1458696686,0
"3071",30075,3396,1542,2020,5,1,8,"pub",2,1,0,0,0,1,0,1,0,16525,0.20018154311649,6,14950.1458696686,0
"3072",30077,1593,1593,2018,14,5,30,"pub",8,5,0,0,0,1,0,0,1,42685,0.125735035726836,11,19429.501958922,0
"3073",30077,3397,1543,2020,16,5,25,"pub",7,5,0,0,0,1,0,1,0,42807,0.133856612236316,11,19429.501958922,0
"3074",30078,1594,1594,2018,18,1,12,"pub",0,0,0,1,0,1,0,0,1,12449,0.199855410073098,0,11632.6634441088,0
"3075",30078,3398,1544,2020,16,1,7,"pub",0,0,1,0,0,1,0,0,1,12379,0.213829873172308,0,11632.6634441088,0
"3076",30079,1595,1595,2018,7,1,4,"pub",0,0,0,1,0,1,0,0,1,11252,0.109936011375755,0,11037.9989398919,0
"3077",30079,3399,1545,2020,6,1,4,"pub",0,0,1,0,0,1,0,0,1,11387,0.114253095635374,0,11037.9989398919,0
"3078",30080,3400,1546,2020,10,1,1.6,"pub",0,1,0,0,0,1,0,1,0,23132,0.109934290160816,0,12380.843151465,0
"3079",30080,1596,1596,2018,9,1,4,"pub",0,1,0,0,0,1,1,0,0,22783,0.106351226791906,0,12380.843151465,0
"3080",30081,1597,1597,2018,7,2,11,"pub",0,2,0,0,0,1,0,1,1,26062,0.0943519300130458,0,20817.5189873418,0
"3081",30081,3401,1547,2020,7,2,14,"pub",0,2,0,0,0,1,1,0,0,27295,0.0992489466935336,0,20817.5189873418,0
"3082",30082,1598,1598,2018,26,2,5,"pub",17,1,0,1,0,1,1,0,0,15647,0.11286508595897,0,32768.8789363191,0
"3083",30082,3402,1548,2020,14,3,5,"pub",10,1,1,0,1,1,1,0,0,15831,0.121217863685175,0,32768.8789363191,0
"3084",30083,3403,1549,2020,10,2,12,"pub",5,2,0,0,0,1,1,0,0,50836,0.185950900936344,0,11238.3252851429,0
"3085",30083,1599,1599,2018,6,2,15,"pub",6,1,0,1,0,1,0,1,0.5,50636,0.175823524764989,0,11238.3252851429,0
"3086",30085,1600,1600,2018,27,12,24,"pub",25,11,0,1,0,1,0,0.75,0.333333333333333,72281,0.113902685352997,7,20222.369505425,0
"3087",30085,3404,1550,2020,61,14,27,"pub",15,12,1,1,0,1,0.0714285714285714,0.714285714285714,0.285714285714286,74004,0.119750283768445,7,20222.369505425,0
"3088",30086,3405,1551,2020,17,3,15,"pub",0,3,0,0,0,1,0.666666666666667,0.333333333333333,0.333333333333333,46794,0.0865281873744497,5,11116.4383424027,0
"3089",30086,1601,1601,2018,20,3,15,"pub",0,2,0,1,0,1,0,0.666666666666667,0.666666666666667,45587,0.084146796235769,5,11116.4383424027,0
"3090",30087,3406,1552,2020,195,80,440,"pub",191,70,2,3,5,1,0.552631578947368,0.394736842105263,0.276315789473684,488531,0.145732819411665,116,34434.2397742617,0
"3091",30087,1602,1602,2018,661,54,450,"pub",292,44,6,4,0,2,0.648148148148148,0.296296296296296,0.185185185185185,482408,0.13594923798942,116,34434.2397742617,0
"3092",30088,1603,1603,2018,7,1,7,"pub",0,0,0,1,0,1,0,0,1,5028,0.172434367541766,12,13602.2366782007,0
"3093",30088,3407,1553,2020,6,2,7,"pub",0,0,2,0,0,1,0,0.5,0.5,5054,0.180451127819549,12,13602.2366782007,0
"3094",30089,3408,1554,2020,20,3,50,"pub",12,3,0,0,0,1,1,0,0,38669,0.165377951330523,15,24127.3400230885,0
"3095",30089,1604,1604,2018,20,2,52,"pub",12,2,0,0,0,1,1,0,0,38873,0.154323051989813,15,24127.3400230885,0
"3096",30090,1605,1605,2018,9,2,5,"pub",0,2,0,0,0,1,1,0,0,10984,0.148761835396941,0,23146.162636422,0
"3097",30090,3409,1555,2020,4,1,7,"pub",0,1,0,0,0,1,0,1,1,11132,0.155138339920949,0,23146.162636422,0
"3098",30091,1606,1606,2018,8,2,9,"pub",4,1,0,0,1,1,0,1,1,28232,0.132757155001417,4,16353.8808523561,0
"3099",30091,3410,1556,2020,14,1,7,"pub",6,1,0,0,0,1,0,1,0,28524,0.139075865937456,4,16353.8808523561,0
"3100",30092,3411,1557,2020,30,5,25,"pub",0,3,0,2,0,1,0.2,0.6,0.4,39623,0.118996542412235,14,18238.5374135015,0
"3101",30092,1607,1607,2018,35,5,21,"pub",0,3,0,2,0,1,0.2,0.6,0.4,38740,0.114352090862158,14,18238.5374135015,0
"3102",30093,1608,1608,2018,11,3,13,"pub",0,2,0,1,0,1,1,0,0,16329,0.126768326290649,0,18993.8906281223,0
"3103",30093,3412,1558,2020,7,2,20,"pub",0,2,0,0,0,1,1,0,0,16585,0.132951462164607,0,18993.8906281223,0
"3104",30094,3413,1559,2020,12,3,18,"pub",0,3,0,0,0,1,0,0,1,38367,0.151588604790575,4,16642.3316510454,0
"3105",30094,1609,1609,2018,34,3,44,"pub",1,3,0,0,0,1,0,1,0.666666666666667,38129,0.143355451231346,4,16642.3316510454,0
"3106",30095,3414,1560,2020,4,1,8,"pub",3,1,0,0,0,1,1,0,0,15059,0.188657945414702,3,11877.7043300026,0
"3107",30095,1610,1610,2018,14,1,12,"pub",6,1,0,0,0,1,1,0,0,15323,0.177967760882334,3,11877.7043300026,0
"3108",30096,1611,1611,2018,5,1,1,"pub",0,0,0,1,0,1,0,0,1,1546,0.211513583441138,0,9544.73836276083,0
"3109",30098,1613,1613,2018,4,1,3,"pub",0,0,0,1,0,1,1,0,0,3224,0.0865384615384615,0,9827.40760869565,0
"3110",30099,3415,1561,2020,4,1,5,"pub",2,1,0,0,0,1,0,1,0,18327,0.104490642221858,0,12616.2802072539,0
"3111",30099,1614,1614,2018,6,1,2,"pub",1,1,0,0,0,1,0,1,0,18042,0.102095111406718,0,12616.2802072539,0
"3112",30100,3416,1562,2020,5,2,25,"pub",0,1,1,0,0,1,0,1,0,23918,0.161175683585584,4,20738.6369245373,0
"3113",30100,1615,1615,2018,6,1,14,"pub",0,1,0,0,0,1,1,0,0,23649,0.154382849169098,4,20738.6369245373,0
"3114",30101,1616,1616,2018,18,4,20,"pub",0,3,1,0,0,1,0.5,0.5,0,37725,0.0933333333333333,0,16907.8915662651,0
"3115",30101,3417,1563,2020,10,4,15,"pub",0,3,0,1,0,1,0.25,0.5,0.5,38670,0.0993276441686061,0,16907.8915662651,0
"3116",30102,1617,1617,2018,75,15,130,"pub",32,13,1,1,0,1,0.666666666666667,0.266666666666667,0.0666666666666667,107342,0.121164129604442,36,24846.4924437657,0
"3117",30102,3418,1564,2020,52,19,130,"pub",28,16,0,3,0,1,0.684210526315789,0.263157894736842,0.210526315789474,108842,0.12666066408188,36,24846.4924437657,0
"3118",30103,1618,1618,2018,10,2,2,"pub",0,0,0,2,0,1,1,0,0,12600,0.102857142857143,0,8551.77229601518,0
"3119",30103,3419,1565,2020,10,2,3,"pub",0,0,0,2,0,1,0,0,1,12799,0.108211579029612,0,8551.77229601518,0
"3120",30104,1619,1619,2018,12,1,1,"pub",0,1,0,0,0,1,1,0,0,17173,0.0977115239038025,0,12093.9819767442,0
"3121",30104,3420,1566,2020,13,1,11,"pub",0,1,0,0,0,1,1,0,0,17134,0.10458737014124,0,12093.9819767442,0
"3122",30105,1620,1620,2018,30,10,79,"pub",25,10,0,0,0,1,1,0,0,87990,0.0975110808046369,0,32854.4785062961,0
"3123",30105,3421,1567,2020,47,10,83,"pub",28,10,0,0,0,1,0.4,0.6,0,95202,0.0999243713367366,0,32854.4785062961,0
"3124",30106,1621,1621,2018,8,1,2,"pub",0,0,0,1,0,1,1,0,0,4757,0.107000210216523,0,9612.54174022698,0
"3125",30106,3422,1568,2020,9,1,1.285,"pub",0,0,1,0,0,1,1,0,0,4841,0.110101218756455,0,9612.54174022698,0
"3126",30108,3423,1569,2020,102,15,300,"pub",95,15,0,0,0,1,1,0,0,144776,0.16091064817373,41,31891.4920190574,0
"3127",30108,1622,1622,2018,94,11,300,"pub",91,11,0,0,0,1,1,0,0,147392,0.149309324793747,41,31891.4920190574,0
"3128",30109,3424,1570,2020,20,3,42,"pub",5,3,0,0,0,1,0.666666666666667,0,0.333333333333333,65761,0.156475722692781,16,16575.14616876,0
"3129",30109,1623,1623,2018,21,2,50,"pub",6,2,0,0,0,1,0.5,0,0.5,65191,0.14986731297265,16,16575.14616876,0
"3130",30111,1624,1624,2018,26,1,12,"pub",17,1,0,0,0,1,1,0,0,16416,0.131396198830409,0,26641.8744463972,0
"3131",30111,3425,1571,2020,33,2,12.164,"pub",19,2,0,0,0,1,0.5,0.5,0.5,16493,0.139210574182987,0,26641.8744463972,0
"3132",30112,1625,1625,2018,14,4,3,"pub",9,0,4,0,0,1,0,0.75,0.25,22319,0.13020296608271,4,16763.2649903288,0
"3133",30112,3426,1572,2020,18,4,4,"pub",10,0,1,3,0,1,0.75,0,0.25,22835,0.135012042916575,4,16763.2649903288,0
"3134",30113,3427,1573,2020,6,1,1.142,"pub",0,0,1,0,0,1,0,0,1,4614,0.124187256176853,0,12925.6982942431,0
"3135",30113,1626,1626,2018,4,2,1,"pub",0,0,1,1,0,1,0,0,1,4595,0.120130576713819,0,12925.6982942431,0
"3136",30114,1627,1627,2018,22,1,10,"pub",0,1,0,0,0,1,0,1,1,10102,0.194911898633934,7,19934.3924050633,0
"3137",30114,3428,1574,2020,4,2,10,"pub",0,1,1,0,0,1,0.5,0,0.5,10130,0.202862783810464,7,19934.3924050633,0
"3138",30115,3429,1575,2020,23,3,15,"pub",5,3,0,0,0,1,0.333333333333333,0.666666666666667,0.333333333333333,37314,0.145494988476175,5,19613.362222891,0
"3139",30115,1628,1628,2018,21,3,18,"pub",6,3,0,0,0,1,0,1,0,36792,0.140139160687106,5,19613.362222891,0
"3140",30116,3430,1576,2020,19,1,8,"pub",7,1,0,0,0,1,0,1,0,17027,0.12967639631174,0,21643.5256842389,0
"3141",30116,1629,1629,2018,10,1,1,"pub",8,1,0,0,0,1,1,0,0,16576,0.123371138996139,0,21643.5256842389,0
"3142",30117,1630,1630,2018,25,1,8,"pub",0,0,0,1,0,1,0,1,0,23529,0.133834842109737,0,14163.2347398607,0
"3143",30117,3431,1577,2020,21,1,3.714,"pub",0,1,0,0,0,1,1,0,0,23773,0.139149455264376,0,14163.2347398607,0
"3144",30118,3432,1578,2020,213,37,106.334,"pub",83,20,5,5,7,1,0.277777777777778,0.444444444444444,0.333333333333333,123182,0.189581269990745,58,27193.7123712458,1
"3145",30118,1631,1631,2018,204,20,110,"pub",91,20,0,0,0,1,0.2,0.45,0.65,122747,0.179499295298459,58,27193.7123712458,1
"3146",30119,1632,1632,2018,6,1,4,"pub",0,0,0,1,0,1,0,0,1,5570,0.168940754039497,0,17149.878238342,0
"3147",30119,3433,1579,2020,6,3,4.949,"pub",0,0,1,2,0,1,0,0,1,5651,0.175544151477615,0,17149.878238342,0
"3148",30120,3434,1580,2020,10,1,12,"pub",0,1,0,0,0,1,1,0,0,10343,0.107415643430339,4,20477.1303926321,0
"3149",30120,1633,1633,2018,7,2,12,"pub",0,2,0,0,0,1,1,0,0,11269,0.0997426568462153,4,20477.1303926321,0
"3150",30121,1634,1634,2018,27,2,12,"pub",4,1,0,1,0,1,0,0.5,1,22860,0.177821522309711,5,18739.8288297761,0
"3151",30121,3435,1581,2020,17,1,24,"pub",5,1,0,0,0,1,1,0,0,22756,0.187291263842503,5,18739.8288297761,0
"3152",30122,1635,1635,2018,10,2,6,"pub",0,0,0,2,0,1,0,1,0,17621,0.107655638159015,0,12627.5867426204,0
"3153",30122,3436,1582,2020,12,2,10,"pub",0,0,1,1,0,1,0,0.5,0.5,18051,0.11251454213063,0,12627.5867426204,0
"3154",30123,1636,1636,2018,45,5,70,"pub",0,5,0,0,0,1,0,0,1,96410,0.142122186495177,16,22045.4728408673,0
"3155",30123,3437,1583,2020,40,6,70,"pub",18,5,0,1,0,1,0,0,1,96185,0.150491240837968,16,22045.4728408673,0
"3156",30124,3438,1584,2020,52,10,50,"pub",25,2,0,8,0,1,0.8,0.2,0.2,159910,0.156800700393972,25,19791.5030812325,1
"3157",30124,1637,1637,2018,55,12,70,"pub",25,9,1,2,0,1,0.666666666666667,0.333333333333333,0,159647,0.148840880191923,25,19791.5030812325,1
"3158",30125,3439,1585,2020,29,2,31.8,"pub",14,2,0,0,0,1,0.666666666666667,0.333333333333333,0,31894,0.122405468113125,6,16076.9310433599,0
"3159",30125,1638,1638,2018,9,3,12,"pub",8,2,0,1,0,1,0.666666666666667,0,0.333333333333333,31349,0.117579508118281,6,16076.9310433599,0
"3160",30126,1639,1639,2018,14,3,15,"pub",5,0,3,0,0,1,0,1,1,33272,0.16028492426064,0,22329.0095907171,0
"3161",30126,3440,1586,2020,13,3,24,"pub",9,3,0,0,0,1,0.666666666666667,0.333333333333333,0,33442,0.168381077686741,0,22329.0095907171,0
"3162",30127,3441,1587,2020,12,3,2.56,"pub",0,3,0,0,0,1,0.666666666666667,0.333333333333333,0.333333333333333,28258,0.0588859791917333,0,7599.45431407483,0
"3163",30127,1640,1640,2018,7,2,2,"pub",0,2,0,0,0,1,0.5,0.5,0.5,27336,0.0580187298800117,0,7599.45431407483,0
"3164",30128,1641,1641,2018,77,6,80,"pub",50,5,0,1,0,1,0.666666666666667,0.333333333333333,0,75742,0.087520794275303,16,17390.7109403778,0
"3165",30128,3442,1588,2020,61,5,73.714,"pub",35,4,1,0,0,1,0,0,1,77432,0.0909830561008369,16,17390.7109403778,0
"3166",30129,1642,1642,2018,32,5,14,"pub",0,1,1,3,0,1,0.4,0.4,0.6,18016,0.185446269982238,6,17169.5372907154,0
"3167",30129,3443,1589,2020,32,3,14,"pub",0,2,0,1,0,1,1,0,0,18053,0.196587824738271,6,17169.5372907154,0
"3168",30130,1643,1643,2018,6,4,16,"pub",3,2,2,0,0,1,0,1,0,39656,0.149889045793827,6,16996.7000911577,0
"3169",30130,3444,1590,2020,24,2,28,"pub",3,2,0,0,0,1,0,0.5,0.5,39327,0.158135632008544,6,16996.7000911577,0
"3170",30131,3445,1591,2020,116,21,193.492,"mixed",114,10,1,10,0,2,0.666666666666667,0.333333333333333,0.0476190476190476,189457,0.170819763851428,74,32817.7112374818,0
"3171",30131,1644,1644,2018,167,21,181,"mixed",144,10,5,5,1,2,0.666666666666667,0.333333333333333,0.0476190476190476,190231,0.159921358769075,74,32817.7112374818,0
"3172",30132,1645,1645,2018,11,2,20,"pub",6,0,2,0,0,1,0.5,0.5,0.5,19830,0.0874936964195663,0,14044.4422647132,0
"3173",30133,3446,1592,2020,17,6,80,"pub",5,2,4,0,0,1,0,1,0.5,57909,0.127942116078675,0,23835.8705527801,0
"3174",30133,1646,1646,2018,20,6,70,"pub",9,3,2,1,0,1,0.833333333333333,0.166666666666667,0,57398,0.120753336353183,0,23835.8705527801,0
"3175",30134,1647,1647,2018,12,2,32,"pub",0,2,0,0,0,1,1,0,0,23155,0.149470956596847,6,22613.5424164524,0
"3176",30134,3447,1593,2020,15,2,16,"pub",0,2,0,0,0,1,1,0,0,23544,0.158256880733945,6,22613.5424164524,0
"3177",30136,1648,1648,2018,4,1,1,"pub",0,1,0,0,0,1,0,0,1,8079,0.0902339398440401,0,20439.7302876015,0
"3178",30136,3448,1594,2020,4,1,7,"pub",0,1,0,0,0,1,0,0,1,8343,0.0931319669183747,0,20439.7302876015,0
"3179",30138,3449,1595,2020,13,6,30,"pub",6,6,0,0,0,1,0.833333333333333,0.166666666666667,0,41795,0.173274315109463,7,25047.5246436545,0
"3180",30138,1649,1649,2018,35,4,20,"pub",9,0,4,0,0,1,1,0,0,41562,0.164669650161205,7,25047.5246436545,0
"3181",30139,3450,1596,2020,5,1,8,"pub",0,0,1,0,0,1,0,1,1,6126,0.202579170747633,0,19711.6272278291,0
"3182",30139,1650,1650,2018,5,1,6,"pub",0,0,0,1,0,1,0,1,1,6084,0.191321499013807,0,19711.6272278291,0
"3183",30140,3451,1597,2020,3,1,1,"pub",0,0,0,1,0,1,0,0,1,3134,0.0775366943203574,0,12049.3333333333,0
"3184",30141,3452,1598,2020,85,11,80,"pub",28,10,1,0,0,1,0.636363636363636,0.363636363636364,0.0909090909090909,162428,0.13579555249095,30,16428.2934204296,0
