"","folio","staff_t","staff_p","base","n_orgs","p_priv","p_base","compact","truck","pickup","o_veh","a_10","a_20","large_v","p_comp","tot_veh","can_ton","bas_sep","sistema","pobtot2018","P60","hoteles","ingpc2015"
"1444","26030",422,0,364,1,0,0.862559241706161,70,0,0,0,0.414285714285714,0.585714285714286,1,1,70,650,"No","Otra",905878,0.105379532343207,102,49538.0727927674
"1445","26031",4,0,0,1,0,0,0,1,0,0,0,1,1,0,1,3,"No","Casa",1222,0.182487725040917,3,22556.1836065574
"1446","26032",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0.75,"No","Casa",906,0.222958057395143,0,27952.2093352192
"1447","26033",62,0,56,1,0,0.903225806451613,0,2,1,0,0,0,0.666666666666667,0,3,36,"No","Casa",78009,0.156533220525837,11,20337.8672028515
"1448","26034",5,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.996,"No","Casa",986,0.245436105476673,3,31316.6041666667
"1449","26035",11,0,9,1,0,0.818181818181818,1,0,1,0,0.5,0,0.5,0.5,2,3,"No","Casa",12492,0.122558437399936,0,28562.6197944835
"1450","26036",27,0,26,1,0,0.962962962962963,4,1,2,0,0.142857142857143,0.714285714285714,0.714285714285714,0.571428571428571,7,35,"No","Casa",32379,0.113530374625529,11,37067.6421207658
"1451","26037",3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"No","Casa",1150,0.248695652173913,0,40861.9776536313
"1452","26038",6,0,4,1,0,0.666666666666667,1,0,0,0,0,0,1,1,1,8,"No","Casa",5072,0.147870662460568,6,35839.6916030534
"1453","26039",13,0,11,1,0,0.846153846153846,0,1,1,1,0,0.333333333333333,0.333333333333333,0,3,7,"No","Casa",5897,0.101916228590809,7,30351.0961576747
"1454","26040",6,0,0,1,0,0,0,1,1,0,0,0.5,0.5,0,2,3,"No","Casa",1635,0.211009174311927,3,21575.1057957682
"1455","26041",31,0,29,1,0,0.935483870967742,5,0,1,0,0.666666666666667,0.166666666666667,0.833333333333333,0.833333333333333,6,27,"No","Casa",14047,0.0966042571367552,7,33715.9184867038
"1456","26042",296,296,265,1,1,0.89527027027027,9,0,1,0,0.5,0.4,0.9,0.9,10,135,"No","Casa",163057,0.134787221646418,24,28834.5691831188
"1457","26043",172,0,86,1,0,0.5,26,1,14,0,0.195121951219512,0.487804878048781,0.658536585365854,0.634146341463415,41,380,"No","Otra",255884,0.0742992918666271,49,38491.9527710751
"1458","26044",4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.6,"No","Casa",375,0.250666666666667,0,33703.2063492063
"1459","26045",9,0,0,1,0,0,0,0,2,0,0,1,0,0,2,4,"No","Casa",2526,0.206254948535234,0,25982.354295837
"1460","26046",4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.5,"No","Casa",483,0.211180124223602,0,23589.792
"1461","26047",45,0,28,1,0,0.622222222222222,3,0,2,0,0,0.6,0.6,0.6,5,6,"No","Casa",9188,0.128754897692643,9,35529.9417090413
"1462","26048",45,0,0,1,0,0,11,2,0,2,0.571428571428571,0.357142857142857,0.866666666666667,0.733333333333333,15,80,"No","Otra",61622,0.0878420044789199,65,32713.7548439731
"1463","26049",3,0,3,1,0,1,0,0,1,0,0,1,0,0,1,1,"No","Casa",3140,0.184076433121019,0,17166.1768060837
"1464","26050",4,0,0,1,0,0,1,0,1,0,NA,NA,0.5,0.5,2,1,"No","Casa",1519,0.260039499670836,0,27452.1026548673
"1465","26051",4,0,3,1,0,0.75,1,0,0,0,0,1,1,1,1,12,"No","Casa",4906,0.197717081125153,0,24395.4728940784
"1466","26052",7,0,0,1,0,0,1,1,0,0,0.5,0,1,0.5,2,4,"No","Casa",5412,0.204175905395418,4,29322.6312713103
"1467","26053",9,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.5,"No","Casa",372,0.206989247311828,0,29896.924137931
"1468","26054",2,0,2,1,0,1,0,1,0,0,0,0,1,0,1,1,"No","Casa",524,0.129770992366412,0,48750.5389221557
"1469","26055",114,0,86,1,0,0.754385964912281,13,0,0,0,1,0,1,1,13,240,"No","Casa",194892,0.108064979578433,60,38478.7727955428
"1470","26056",4,0,3,1,0,0.75,0,1,0,0,0,1,1,0,1,5,"No","Casa",10262,0.0698694211654648,0,23862.3870725291
"1471","26057",5,0,0,1,0,0,0,0,4,0,0.5,0.25,0,0,4,1,"No","Casa",1484,0.277628032345013,0,29754.32
"1472","26058",17,0,12,1,0,0.705882352941177,3,0,0,0,0.333333333333333,0,1,1,3,29,"No","Casa",16166,0.137263392304837,10,33749.8660752611
"1473","26059",3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0.5,"No","Casa",1870,0.115508021390374,0,28115.6571428571
"1474","26060",10,0,0,1,0,0,0,3,0,0,0,0,1,0,3,1,"No","Casa",2191,0.140118667275217,0,24442.7456140351
"1475","26061",6,0,0,1,0,0,0,0,6,0,0,0,0,0,6,0.95,"No","Casa",1348,0.225519287833828,0,36033.4786399303
"1476","26062",5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,"No","Casa",1113,0.230008984725966,0,26453.4351464435
"1477","26063",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Casa",1213,0.255564715581204,0,24995.9073869901
"1478","26064",12,0,0,1,0,0,0,1,1,0,0,0,0.5,0,2,1,"No","Casa",1451,0.190213645761544,0,26542.6182380216
"1479","26065",16,0,0,1,0,0,0,2,0,0,0,0,1,0,2,2,"No","Casa",1527,0.203012442698101,0,19808.592760181
"1480","26066",11,0,0,1,0,0,0,3,0,0,0.333333333333333,0.666666666666667,1,0,3,14,"No","Casa",8673,0.219301279833967,6,35454.4778904665
"1481","26067",4,0,1,1,0,0.25,1,1,0,0,0.5,0,1,0.5,2,1,"No","Casa",1490,0.205369127516779,0,33884.1020881671
"1482","26068",3,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0.5,"No","Casa",1086,0.263351749539595,0,28221.3733905579
"1483","26069",2,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,"No","Casa",5046,0.160919540229885,7,22718.0492214967
"1484","26071",64,0,50,1,0,0.78125,3,1,0,0,0.75,0,1,0.75,4,19,"No","Casa",21753,0.138969337562635,4,21103.3408007098
"1485","26072",8,0,5,1,0,0.625,1,0,0,0,0,1,1,1,1,12,"No","Casa",14248,0.131316676024705,0,19278.3041156658
"1486","27001",97,0,32,1,0,0.329896907216495,5,0,0,0,1,0,1,1,5,35,"No","Otra",58163,0.121744064095731,11,17381.8930703128
"1487","27002",309,0,202,1,0,0.653721682847896,4,8,19,0,0.129032258064516,0.548387096774194,0.387096774193548,0.129032258064516,31,313,"No","Casa",244281,0.0952141181671927,47,24390.4950387544
"1488","27003",115,0,44,1,0,0.382608695652174,6,0,2,0,0.875,0,0.75,0.75,8,116,"No","Casa",106606,0.0948633285180947,28,17806.8841905485
"1489","27004",1211,0,681,1,0,0.562345169281586,142,7,17,0,0.686746987951807,0.253012048192771,0.897590361445783,0.855421686746988,166,396,"No","Otra",674959,0.107332445378164,158,38733.0232445104
"1490","27005",265,0,59,1,0,0.222641509433962,15,1,0,0,0.9375,0.0625,1,0.9375,16,70,"No","Cont/Casa",210466,0.0987570438930754,38,28623.0452701475
"1491","27006",67,0,61,1,0,0.91044776119403,0,6,1,0,1,0,0.857142857142857,0,7,120,"No","Casa",135088,0.0964038256543883,14,22413.0979867154
"1492","27007",240,0,128,1,0,0.533333333333333,9,0,0,0,1,0,1,1,9,30,"No","Casa",31646,0.121121152752323,9,24605.3898220935
"1493","27008",103,0,31,1,0,0.300970873786408,10,0,2,0,0.833333333333333,0.166666666666667,0.833333333333333,0.833333333333333,12,129,"No","Otra",188565,0.0929971097499536,21,21088.3180241614
"1494","27009",85,0,53,1,0,0.623529411764706,3,0,0,0,1,0,1,1,3,15,"No","Otra",37479,0.121774860588596,0,20706.489803896
"1495","27010",138,0,60,1,0,0.434782608695652,4,0,2,0,0.833333333333333,0.166666666666667,0.666666666666667,0.666666666666667,6,63,"No","Otra",89620,0.0981812095514394,5,22641.1805693479
"1496","27011",70,0,33,1,0,0.471428571428571,2,0,2,0,1,0,0.5,0.5,4,24,"No","Otra",30543,0.113806764234031,7,14384.9992460417
"1497","27012",168,0,45,1,0,0.267857142857143,6,0,1,0,0.857142857142857,0.142857142857143,0.857142857142857,0.857142857142857,7,135,"No","Casa",157508,0.0998235010285192,19,24171.985885674
"1498","27013",121,0,48,1,0,0.396694214876033,10,0,0,0,1,0,1,1,10,140,"No","Casa",143250,0.0794485165794066,6,37667.282058167
"1499","27014",124,124,48,1,1,0.387096774193548,4,0,3,1,0.625,0.25,0.5,0.5,8,158,"No","Casa",94716,0.101218379154525,49,37494.9034280514
"1500","27015",92,0,89,1,0,0.967391304347826,5,0,1,0,0.666666666666667,0.166666666666667,0.833333333333333,0.833333333333333,6,44,"No","Otra",47582,0.106006473036022,6,14916.1777804275
"1501","27016",118,0,41,1,0,0.347457627118644,3,0,2,0,0.4,0.2,0.6,0.6,5,45,"No","Casa",57683,0.101347017318794,15,22409.8026096453
"1502","27017",165,0,86,1,0,0.521212121212121,8,0,0,0,0.875,0.125,1,1,8,19,"No","Casa",61640,0.115379623621025,17,22515.8198159364
"1503","28001",6,0,0,1,0,0,2,0,0,0,1,0,1,1,2,10,"No","Casa",10270,0.166601752677702,3,18842.964650432
"1504","28002",16,0,12,1,0,0.75,3,0,1,0,0,0.25,0.75,0.75,4,17,"No","Casa",28878,0.150668328831637,5,20649.1269315673
"1505","28003",138,0,50,1,0,0.36231884057971,44,1,0,0,0.755555555555556,0.244444444444444,1,0.977777777777778,45,180,"No","Otra",258233,0.0858410815039131,25,28959.510019675
"1506","28004",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,5,"No","Casa",8883,0.16919959473151,0,15806.0694535448
"1507","28006",3,0,3,1,0,1,0,1,0,0,0,0,1,0,1,4,"No","Casa",7564,0.16485986250661,0,10045.4898113208
"1508","28007",17,0,15,1,0,0.882352941176471,5,0,0,0,0,0.2,1,1,5,10,"No","Casa",16221,0.148449540718821,7,28176.636550308
"1509","28008",4,0,0,1,0,0,1,0,0,0,0,1,1,1,1,3,"No","Casa",4199,0.150750178613956,0,15480.3855612852
"1510","28009",120,0,111,1,0,0.925,15,0,0,0,1,0,1,1,15,230,"No","Cont/Casa",204192,0.161852570130074,46,39363.3806214421
"1511","28010",6,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,"No","Casa",1739,0.200690051753882,0,16265.8926441352
"1512","28011",6,0,0,1,0,0,0,1,0,0,1,0,1,0,1,3,"No","Casa",8386,0.167660386358216,4,14734.4318084652
"1513","28012",11,0,0,1,0,0,7,0,0,0,0.571428571428571,0.428571428571429,1,1,7,49,"No","Casa",41867,0.138438388229393,7,17771.1603410801
"1514","28013",4,0,3,1,0,0.75,1,0,1,0,NA,NA,0.5,0.5,2,5,"No","Casa",15155,0.157373804025074,0,16421.5093956323
"1515","28014",7,0,6,1,0,0.857142857142857,2,0,0,0,0,0.5,1,1,2,3,"No","Casa",3941,0.149454453184471,0,36966.5464159812
"1516","28015",24,0,0,1,0,0,0,6,0,0,0.166666666666667,0.333333333333333,1,0,6,11,"No","Casa",15695,0.145906339598598,4,28072.0948959987
"1517","28016",10,0,0,1,0,0,3,0,0,0,0,1,1,1,3,3,"No","Casa",18369,0.207033589199194,0,14902.6107393871
"1518","28017",9,0,0,1,0,0,2,0,0,0,0,1,1,1,2,9,"No","Casa",15817,0.154327622178669,5,17181.8231690592
"1519","28018",7,0,0,1,0,0,2,0,0,0,0,1,1,1,2,8,"No","Casa",6770,0.159675036927622,0,18540.281622088
"1520","28019",10,0,0,1,0,0,0,2,0,0,0,1,1,0,2,12,"No","Casa",15181,0.215203214544496,0,14938.21145686
"1521","28020",4,0,0,1,0,0,1,0,0,0,NA,NA,1,1,1,1,"No","Otra",2155,0.25800464037123,0,15788.7646610815
"1522","28021",137,0,62,1,0,0.452554744525547,16,0,0,0,0.125,0.875,1,1,16,69,"No","Casa",108072,0.167184839736472,24,21302.3395206931
"1523","28022",308,0,171,1,0,0.555194805194805,0,31,4,0,1,0,0.885714285714286,0,35,700,"No","Otra",531425,0.0952307475184645,76,28391.4919251381
"1524","28023",3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,"No","Casa",4330,0.186143187066975,0,19279.2928176796
"1525","28024",12,0,0,1,0,0,3,0,0,0,0.666666666666667,0.333333333333333,1,1,3,11,"No","Casa",6058,0.194288544073952,4,24683.3215700396
"1526","28025",110,0,0,1,0,0,7,0,0,0,0,0.857142857142857,1,1,7,35,"No","Otra",26391,0.145769391080293,10,36271.4182619474
"1527","28026",2,0,2,1,0,1,0,0,1,0,NA,NA,0,0,1,2,"No","Casa",3666,0.170485542825968,0,8233.31276297335
"1528","28028",3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,2,"No","Casa",3725,0.145234899328859,0,16828.3338391502
"1529","28029",7,0,0,1,0,0,0,2,0,0,1,0,1,0,2,3,"No","Casa",13146,0.19062832800852,0,15525.1041973074
"1530","28031",3,0,0,1,0,0,0,0,1,0,NA,NA,0,0,1,0.7,"No","Cont/Casa",1891,0.193019566367002,0,13218.738330976
"1531","28032",108,0,39,1,0,0.361111111111111,46,0,0,0,1,0,1,1,46,400,"No","Casa",685595,0.0774757692223543,104,30813.6870984585
"1532","28033",136,0,136,1,0,1,10,0,0,0,0,0.9,1,1,10,100,"No","Otra",129635,0.10798009796737,16,25358.739398403
"1533","28034",10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"No","Casa",7795,0.226042334830019,0,12331.2195670509
"1534","28035",62,0,38,1,0,0.612903225806452,5,0,1,0,0.666666666666667,0,0.833333333333333,0.833333333333333,6,22,"No","Casa",52564,0.135948557948406,9,19588.9982534255
"1535","28037",53,0,0,1,0,0,3,1,0,0,0,1,1,0.75,4,68,"No","Otra",23892,0.134396450694793,22,21725.7511722413
"1536","28038",229,0,186,1,0,0.812227074235808,34,1,0,0,0.542857142857143,0.457142857142857,1,0.971428571428571,35,400,"No","Otra",297562,0.16055141449513,81,39405.2784703123
"1537","28039",12,0,6,1,0,0.5,2,1,1,0,0.25,0.5,0.75,0.5,4,13,"No","Otra",28100,0.1544128113879,6,14469.2341612793
"1538","28040",78,0,75,1,0,0.961538461538462,11,0,0,0,0.181818181818182,0.818181818181818,1,1,11,34,"No","Casa",60674,0.132841085143554,12,24520.5580264072
"1539","28041",278,0,212,1,0,0.762589928057554,26,8,1,11,0.804347826086957,0.195652173913043,0.739130434782609,0.565217391304348,46,323,"No","Otra",344145,0.120821165497102,52,33961.767849296
"1540","28042",7,0,0,1,0,0,2,0,0,0,0,0,1,1,2,3,"No","Otra",5548,0.217916366258111,0,15407.7844080847
"1541","28043",10,0,0,1,0,0,3,0,0,0,0.333333333333333,0.666666666666667,1,1,3,11,"No","Casa",22352,0.164638511095204,0,19497.364946323
"1542","29001",10,0,6,1,0,0.6,0,2,0,0,0,1,1,0,2,7,"No","Casa",11099,0.115776196053699,0,22361.864940239
"1543","29002",20,0,7,1,0,0.35,2,0,0,0,0.5,0.5,1,1,2,10,"No","Casa",15473,0.114392813287662,11,28024.0639229422
"1544","29003",6,0,0,1,0,0,1,0,1,0,1,0,0.5,0.5,2,2,"No","Casa",6874,0.109397730578993,0,17190.5986646884
"1545","29004",4,0,0,1,0,0,0,1,0,0,0,1,1,0,1,10,"No","Casa",17679,0.114768934894508,0,13042.9998317914
"1546","29005",59,0,30,1,0,0.508474576271186,9,1,0,0,0.444444444444444,0.555555555555556,1,0.9,10,109,"No","Otra",79876,0.12453052230958,43,26298.2522838863
"1547","29006",28,0,5,1,0,0.178571428571429,5,0,1,0,0.333333333333333,0.666666666666667,0.833333333333333,0.833333333333333,6,45,"No","Casa",49895,0.0979256438520894,12,20288.5492846358
"1548","29007",5,0,0,1,0,0,2,0,0,0,0,1,1,1,2,20,"No","Casa",16936,0.0870925838450638,3,15587.157620495
"1549","29008",8,0,2,1,0,0.25,1,0,1,0,0.5,0.5,0.5,0.5,2,8,"No","Casa",15711,0.090000636496722,0,17840.9763553857
"1550","29009",6,0,0,1,0,0,1,0,0,0,0,1,1,1,1,5,"No","Casa",5754,0.114702815432742,0,17495.1070531842
"1551","29010",27,0,9,1,0,0.333333333333333,9,0,0,0,0.444444444444444,0.555555555555556,1,1,9,60,"No","Otra",71805,0.112081331383608,14,22073.0336431138
"1552","29011",4,0,0,1,0,0,1,0,0,0,0,1,1,1,1,6,"No","Casa",4661,0.116284059214761,0,16093.8073270014
"1553","29012",8,0,1,1,0,0.125,2,0,0,0,1,0,1,1,2,9,"No","Casa",9215,0.125122083559414,0,13395.1930246542
"1554","29013",69,0,15,1,0,0.217391304347826,8,0,2,0,0.5,0,0.8,0.8,10,117,"Si","Cont/Casa",96003,0.0896951136943637,17,17747.97185102
"1555","29014",5,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,12,"No","Otra",14927,0.121658739197427,0,22541.9317979638
"1556","29015",5,0,2,1,0,0.4,3,0,0,0,1,0,1,1,3,45,"No","Casa",38210,0.120387333158859,5,20390.148897175
"1557","29016",6,0,0,1,0,0,2,0,0,0,0,1,1,1,2,5,"No","Casa",7359,0.144448974045387,0,16176.7465390532
"1558","29017",6,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,14,"No","Casa",11220,0.0918003565062389,0,16085.7320834593
"1559","29018",10,0,1,1,0,0.1,3,0,0,0,0.333333333333333,0.666666666666667,1,1,3,16,"No","Casa",37884,0.102893041917432,0,18117.4932569117
"1560","29019",8,0,0,1,0,0,2,1,0,0,0,1,1,0.666666666666667,3,14,"No","Casa",21565,0.0914908416415488,7,20268.0073529412
"1561","29020",4,0,1,1,0,0.25,1,0,0,0,1,0,1,1,1,10,"No","Casa",9242,0.105388444059727,0,17802.2655699177
"1562","29021",7,0,0,1,0,0,1,0,1,0,0,0.5,0.5,0.5,2,20,"No","Cont/Casa",18280,0.121006564551422,10,18455.577647422
"1563","29022",12,0,0,1,0,0,1,0,0,0,0,1,1,1,1,8,"No","Casa",6287,0.087323047558454,3,16822.8190195356
"1564","29023",10,0,0,1,0,0,3,0,0,0,0.666666666666667,0.333333333333333,1,1,3,15,"No","Casa",25773,0.113840065184495,0,17831.3957345972
"1565","29024",4,0,0,1,0,0,2,0,0,0,0,1,1,1,2,24,"No","Casa",27712,0.128716801385681,0,26892.5120189261
"1566","29025",48,0,0,12,0,0,12,0,0,0,0.5,0.5,1,1,12,60,"No","Casa",80071,0.07030010865357,3,22812.3698717495
"1567","29026",10,0,4,1,0,0.4,2,0,0,2,0.75,0.25,0.5,0.5,4,12,"No","Casa",22888,0.0986543166724921,12,21174.7072036302
"1568","29027",5,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,12,"No","Casa",12731,0.122849736862776,5,16462.4567072064
"1569","29028",6,0,0,1,0,0,2,0,0,0,0,1,1,1,2,20,"No","Casa",24543,0.0908201931304242,5,16813.4949606517
"1570","29029",10,0,0,3,0,0,2,0,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,3,11,"No","Casa",12872,0.114512119328776,0,19582.5717488789
"1571","29030",19,0,0,1,0,0,2,0,0,0,0,1,1,1,2,11,"No","Casa",15135,0.0976544433432441,0,13574.4406047516
"1572","29031",10,0,0,1,0,0,2,1,1,0,1,0,0.75,0.5,4,26,"No","Casa",33976,0.0923004473746174,9,21065.0447009444
"1573","29032",8,0,0,1,0,0,2,0,0,0,1,0,1,1,2,7,"No","Casa",13330,0.121230307576894,0,18350.2438851471
"1574","29033",29,0,6,1,0,0.206896551724138,6,0,2,0,0.375,0.5,0.75,0.75,8,87,"No","Cont/Casa",97875,0.119673052362708,36,35291.3280319509
"1575","29034",16,0,7,1,0,0.4375,4,0,1,0,0,0.6,0.8,0.8,5,44,"No","Otra",44339,0.102392927219829,7,15892.7805758439
"1576","29035",9,0,0,1,0,0,1,1,0,0,1,0,1,0.5,2,6,"No","Casa",6149,0.0972515856236787,0,16603.0413646055
"1577","29036",10,0,6,1,0,0.6,4,1,0,0,0.6,0.4,1,0.8,5,15,"No","Cont/Casa",22145,0.118446601941748,18,29308.4768635543
"1578","29037",7,0,0,1,0,0,2,0,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,3,9,"No","Casa",9008,0.121669626998224,0,9675.47669576897
"1579","29038",8,0,0,1,0,0,1,0,1,0,0,1,0.5,0.5,2,19,"No","Casa",17331,0.0922624199411459,3,21843.3010262258
"1580","29039",9,0,0,1,0,0,3,0,0,0,1,0,1,1,3,16,"No","Casa",24841,0.0898917112837647,0,17132.9307580879
"1581","29040",15,0,0,1,0,0,1,2,1,0,0,1,0.75,0.25,4,10,"No","Otra",10433,0.131985047445605,0,15885.8528995757
"1582","29041",10,0,0,1,0,0,4,0,0,0,0.25,0.75,1,1,4,21,"No","Casa",32197,0.101655433736062,8,19666.6525821596
"1583","29042",6,0,0,1,0,0,2,0,0,0,1,0,1,1,2,9,"No","Casa",13807,0.121315274860578,3,21614.7461579226
"1584","29043",30,0,0,1,0,0,5,0,0,0,0.6,0.4,1,1,5,36,"No","Casa",40409,0.0923804103046351,12,26069.1315281595
"1585","29044",18,0,2,1,0,0.111111111111111,4,3,0,0,0.285714285714286,0.428571428571429,1,0.571428571428571,7,35,"No","Cont/Casa",44302,0.108189246535145,7,21173.2386277927
"1586","29045",3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,15,"No","Casa",6103,0.0920858594134032,0,20112.6323964497
"1587","29046",7,0,0,1,0,0,0,0,3,0,0.666666666666667,0,0,0,3,3,"No","Casa",4786,0.0869201838696197,0,11563.4376443418
"1588","29047",3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,2,"No","Casa",3377,0.0941664198993189,0,14463.3956043956
"1589","29048",15,0,0,1,0,0,2,0,0,0,0,1,1,1,2,12,"No","Casa",18594,0.0185543723781865,4,17665.4415268509
"1590","29049",4,0,0,1,0,0,0,0,1,0,1,0,0,0,1,3,"No","Casa",5720,0.130244755244755,0,22835.2926368785
"1591","29050",17,0,2,1,0,0.117647058823529,2,1,1,0,0.5,0.25,0.75,0.5,4,5,"No","Casa",11384,0.110330288123682,3,16839.2792596625
"1592","29051",3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,3,"No","Casa",3989,0.137377788919529,0,22899.9238095238
"1593","29052",3,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,"No","Casa",6284,0.117281985996181,0,15407.0786658276
"1594","29053",11,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,10,"No","Casa",7517,0.104296926965545,0,24208.9581770984
"1595","29054",4,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,"No","Cont/Casa",5557,0.123267950332913,0,20523.9720335597
"1596","29055",3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,4,"No","Casa",3025,0.139173553719008,0,16150.4777259228
"1597","29056",2,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,5,"No","Casa",7737,0.111154194132093,0,18996.6462908012
"1598","29057",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,"No","Casa",4581,0.125081859855927,0,18330.4016044121
"1599","29058",4,0,0,1,0,0,1,0,0,0,0,1,1,1,1,5,"No","Casa",9168,0.119873472949389,3,16959.896125085
"1600","29059",4,0,0,1,0,0,2,0,0,0,0.5,0.5,1,1,2,4,"No","Casa",7456,0.0874463519313305,0,15642.5058295964
"1601","29060",3,0,0,1,0,0,1,1,0,0,0,1,1,0.5,2,3,"No","Casa",5244,0.0921052631578947,4,16959.1819198926
"1602","30001",5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,"No","Cont/Casa",9407,0.100350802593813,0,15275.3718827076
"1603","30002",10,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,"No","Cont/Casa",3373,0.111769937740883,0,10848.5705728192
"1604","30003",84,0,23,1,0,0.273809523809524,7,1,2,0,0.6,0.2,0.8,0.7,10,90,"No","Otra",81417,0.128191900954346,32,20974.1373986014
"1605","30004",19,0,5,1,0,0.263157894736842,4,0,0,0,0,1,1,1,4,40,"No","Casa",41594,0.181540606818291,6,19583.7194854095
"1606","30005",6,0,5,1,0,0.833333333333333,0,0,1,0,1,0,0,0,1,1,"No","Casa",5225,0.178564593301435,0,17698.0797693417
"1607","30006",3,0,0,1,0,0,1,0,0,0,0,1,1,1,1,4,"No","Casa",22677,0.0954711822551484,0,13759.3566239181
"1608","30007",3,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,"No","Casa",6472,0.157911001236094,0,13573.3999025816
"1609","30009",13,0,0,1,0,0,2,0,3,0,1,0,0.4,0.4,5,8,"No","Casa",28153,0.181010904699322,11,16906.7131242741
"1610","30010",35,0,8,1,0,0.228571428571429,2,2,1,0,1,0,0.8,0.4,5,14,"No","Otra",63468,0.0968362009201487,11,15028.9543514603
"1611","30011",28,0,9,1,0,0.321428571428571,6,0,0,0,1,0,1,1,6,120,"Si","Otra",56019,0.159392349024438,8,28492.4361740642
"1612","30012",5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,"No","Casa",7791,0.187652419458349,0,18573.9996769504
"1613","30013",24,0,22,1,0,0.916666666666667,2,7,1,0,0.6,0.2,0.9,0.2,10,20,"No","Casa",26988,0.175337186897881,10,25614.6743898125
"1614","30014",26,0,3,1,0,0.115384615384615,5,0,1,0,0.5,0,0.833333333333333,0.833333333333333,6,14,"No","Casa",46020,0.124923946110387,0,19011.2977168262
"1615","30015",32,0,4,1,0,0.125,2,0,3,0,0.4,0.6,0.4,0.4,5,17,"No","Casa",33776,0.17944694457603,7,17382.3950692304
"1616","30016",38,0,14,1,0,0.368421052631579,6,0,0,0,0.666666666666667,0.333333333333333,1,1,6,39,"No","Casa",28044,0.143060904293253,16,27624.5906262961
"1617","30017",5,0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,"No","Casa",4571,0.180704441041348,0,16540.7813163482
"1618","30018",3,0,0,1,0,0,0,2,0,0,0,0.5,1,0,2,0.857,"No","Casa",1941,0.0958268933539413,0,6341.88628762542
"1619","30019",1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.04,"No","Cont/Casa",6723,0.0810650007437156,0,9013.18320859095
"1620","30021",14,0,6,1,0,0.428571428571429,2,0,1,0,0,1,0.666666666666667,0.666666666666667,3,10,"No","Casa",23370,0.152631578947368,4,17008.4249783174
"1621","30022",9,0,0,1,0,0,2,0,0,0,1,0,1,1,2,3,"No","Casa",22135,0.0977637226112492,0,12953.564516129
"1622","30023",14,0,3,1,0,0.214285714285714,2,0,0,1,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,3,20,"No","Casa",49021,0.131127475979682,0,11301.3475270226
"1623","30024",11,0,0,1,0,0,0,0,1,0,0,0,0,0,1,12,"No","Casa",16109,0.104165373393755,0,11116.9065586224
"1624","30025",5,0,0,1,0,0,1,0,0,0,0,1,1,1,1,6,"No","Casa",26864,0.0989800476474092,0,8514.84214445272
"1625","30026",14,0,2,1,0,0.142857142857143,2,0,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,3,25,"No","Cont/Casa",25106,0.106667728829762,8,29275.1804220025
"1626","30027",7,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Cont/Casa",16236,0.174180832717418,0,10198.419290554
"1627","30029",4,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,"No","Casa",13545,0.0852713178294574,0,6978.61239731143
"1628","30030",25,0,12,1,0,0.48,3,2,0,0,0.2,0,1,0.6,5,18,"No","Cont/Casa",41826,0.150576196624109,6,21256.1196627686
