"","clave_mun","staff","presupparcial","light","waste","poli","tax","pobtot2018","P60","ingpc2015","salmed","compstaff","pcollege","progtot","capreg","pagemed","pageold","ptemp","party2","party","pct_muj"
"239",13006,249,86190176,2535,8,26,0.0063906667305391,19103,0.155315918965608,13472.7883887253,63305.3654618474,0.34136546184739,0.273092369477912,16,1,0.429718875502008,0.220883534136546,0,"PRI","PRI",0.433734939759036
"240",13007,176,35406747,778,10,118,0.0218913892038192,12294,0.121685374979665,17858.2998415214,114526.693181818,0.375,0.170454545454545,9,1,0.460227272727273,0.289772727272727,0,"PRI","PRI",0.3671875
"241",13009,149,50011510,1352,30,433,0.0191757041093027,19342,0.11105366559818,21418.4569403426,141550.44295302,0.48993288590604,0.375838926174497,11,1,0.442953020134228,0.181208053691275,0.147651006711409,"PRI","PRI",0.36241610738255
"242",13010,281,72096874,3200,22,988,0.241062733673628,30600,0.113529411764706,34408.5022892996,126839.15658363,0.306049822064057,0.270462633451957,0,0,0.377224199288256,0.266903914590747,0.0640569395017794,"PAN","PAN",0.417624521072797
"243",13011,290,83098450,1185,11,105,0.00373839839129469,19740,0.170060790273556,12361.2877263582,100331.448275862,0.148275862068966,0.282758620689655,12,1,0.455172413793103,0.189655172413793,0,"PRI","PRI",0.320689655172414
"244",13012,218,68791420,3114,14,402,0.0257110548756336,29500,0.130338983050847,17907.1282622379,121077.220183486,0.18348623853211,0.220183486238532,0,0,0.596330275229358,0.13302752293578,0,"PRI","PRI",0.422018348623853
"245",13014,269,95628299,1348,7,60,0.00982969843223805,16314,0.190572514404806,11711.3821662469,86477.0520446097,0.200743494423792,0.0557620817843866,19,0,0.442379182156134,0.111524163568773,0,"Other","Other",0.265822784810127
"246",13015,166,73505116,2819,0.9,71,0.00682112921010276,19227,0.138139075258751,15379.0361781885,103604.463855422,0.451807228915663,0.44578313253012,0,1,0.421686746987952,0.132530120481928,0,"PRI","PRI",0.317829457364341
"247",13016,378,194395639,4700,50,930,0.0267523167143094,59236,0.111942062259437,17118.6786958846,120534.91005291,0.605820105820106,0.145502645502645,18,1,0.362433862433862,0.285714285714286,0.0211640211640212,"PRI","PRI",0.281150159744409
"248",13017,176,55071758,1412,3,71,0.0143039817685286,12831,0.162730886135141,14395.169857937,132027.198863636,0.278409090909091,0.119318181818182,15,1,0.380681818181818,0.261363636363636,0,"PRI","PRI",0.329545454545455
"249",13018,272,91120931,1796,7,110,0.00673499396002514,22802,0.134023331286729,12486.1350782893,108007.040441176,0.106617647058824,0.0772058823529412,17,0,0.283088235294118,0.0441176470588235,0,"LEFT","LEFT",0.378676470588235
"250",13019,164,59773042,1788,18,76,0.0236612157105388,18612,0.126477541371158,16458.2099164848,142866.079268293,0.554878048780488,0.371951219512195,16,1,0.347560975609756,0.0792682926829268,0,"LEFT","LEFT",0.530487804878049
"251",13020,188,17977056,224,0.35,10,0.00669521538371425,2632,0.242021276595745,11074.488997555,92448.3138297872,0.117021276595745,0.101063829787234,13,0,0.367021276595745,0.218085106382979,0.218085106382979,"PRI","PRI",0.484042553191489
"252",13021,197,39785319,1180,11,129,0.0889354114632789,14813,0.131371092958887,20847.6860759494,101022.111675127,0.218274111675127,0.263959390862944,18,0,0.50761421319797,0.116751269035533,0.065989847715736,"LEFT","LEFT",0.527918781725888
"253",13023,188,53789343,1750,21,20,0.0473690380164105,35781,0.129230597244348,22624.9984920076,158029.494680851,0.308510638297872,0.218085106382979,7,1,0.484042553191489,0.297872340425532,0,"LEFT","LEFT",0.425531914893617
"254",13024,202,51860141,1600,10,41,0.0389856755473578,17518,0.123530083342847,18345.2407072692,155978.128712871,0.282178217821782,0.202970297029703,18,1,0.178217821782178,0.108910891089109,0,"LEFT","LEFT",0.455445544554455
"255",13025,217,100208115,1180,1,242,0.00667088717112806,21061,0.217463558235601,12076.3130127071,140406.483870968,0.119815668202765,0.262672811059908,14,0,0.400921658986175,0.23963133640553,0,"PRI","PRI",0.359447004608295
"256",13026,246,56747456,543,0.585,150,0.00297189650780876,12771,0.137185811604416,9831.67391609373,111188.524390244,0.158536585365854,0.170731707317073,0,0,0.422764227642276,0.207317073170732,0,"LEFT","LEFT",0.296747967479675
"257",13027,283,108670832,800,1,150,0.00125507847530877,22987,0.14777917953626,11270.0468595625,206917.862190813,0.15547703180212,0.201413427561837,12,0,0.385159010600707,0.201413427561837,0,"PRI","PRI",0.282685512367491
"258",13028,943,363794741,4220,120,1346,0.00968891931558709,126009,0.1201025323588,16601.5705136682,123315.54718982,0.294803817603393,0.317073170731707,7,0,0.348886532343584,0.282078472958643,0.0169671261930011,"Other","Other",0.273552780930761
"259",13029,489,99535706,4890,20,419,0.142882875032863,46789,0.1332791895531,22019.7196052281,124079.865030675,0.300613496932515,0.226993865030675,13,1,0.325153374233129,0.408997955010225,0.116564417177914,"PRI","PRI",0.343680709534368
"260",13030,507,177353263,10145,70,660,0.0253837301721209,96195,0.108020167368366,20086.0193003619,131178.205128205,0.230769230769231,0.0986193293885602,3,0,0.406311637080868,0.282051282051282,0.0315581854043393,"PAN","PAN",0.335305719921105
"261",13031,252,47040955,1000,8,46,0.00646785940416571,12396,0.171022910616328,18427.3497932072,72702.4206349206,0.238095238095238,0.0992063492063492,9,0,0.337301587301587,0.238095238095238,0,"LEFT","LEFT",0.302325581395349
"262",13033,179,25565629,427,1,30,0.00313292573171398,2953,0.195733152726041,13686.9357045144,79752.6480446927,0.206703910614525,0.128491620111732,8,0,0.441340782122905,0.206703910614525,0,"LEFT","LEFT",0.452513966480447
"263",13034,209,37257763,794,0.833,55,0.0134539448190772,9547,0.163611605740023,13176.2165512213,103134.444976077,0.23444976076555,0.220095693779904,6,0,0.411483253588517,0.196172248803828,0,"PRI","PRI",0.354066985645933
"264",13035,117,68117418,1100,5,548,0.00700255099333686,12749,0.107459408581065,16759.3307984791,134617.982905983,0.290598290598291,0.239316239316239,13,0,0.444444444444444,0.111111111111111,0,"PRI","PRI",0.401709401709402
"265",13036,195,43728698,854,1,59,0.0061776844242445,9428,0.169282986847688,15153.1452816386,121765.733333333,0.220512820512821,0.225641025641026,13,0,0.358974358974359,0.282051282051282,0,"PRI","PRI",0.446153846153846
"266",13037,300,86933956,1428,8,85,0.010931624234612,21095,0.166295330647073,14610.3610947616,82203.6,0.243333333333333,0.336666666666667,0,0,0.37,0.17,0,"LEFT","LEFT",0.523333333333333
"267",13038,193,72349258,1300,1,50,0.0170984121697916,8700,0.119885057471264,19208.1578735401,111605.238341969,0.207253886010363,0.134715025906736,6,1,0.373056994818653,0.326424870466321,0.264248704663212,"LEFT","LEFT",0.518134715025907
"268",13040,99,73599832,800,3,100,0.00347962549989597,9948,0.176819461198231,12201.1998269896,174313.858585859,0.181818181818182,0.141414141414141,15,0,0.333333333333333,0.141414141414141,0,"LEFT","LEFT",0.303030303030303
"269",13041,406,75246419,3884,40,2220,0.0389016920250162,46346,0.115910758209986,21900.2728552803,123303.992610837,0.238916256157635,0.172413793103448,0,1,0.421182266009852,0.268472906403941,0,"LEFT","LEFT",0.278745644599303
"270",13042,250,40094386,771,8,105,0.0149056659843414,11505,0.167492394611039,17651.9295704296,104925.06,0.212,0.228,17,0,0.456,0.112,0,"Other","Other",0.448
"271",13043,214,57856343,526,2,100,0.0077802350973585,6334,0.163088095989896,10451.004708439,106033.752336449,0.205607476635514,0.121495327102804,18,1,0.373831775700935,0.210280373831776,0,"PAN","PAN",0.317757009345794
"272",13044,191,58013028,1777,5,123,0.032086035501542,16690,0.174116237267825,17083.3085465958,108729.743455497,0.565445026178011,0.120418848167539,1,0,0.366492146596859,0.256544502617801,0.136125654450262,"PRI","PRI",0.392670157068063
"273",13045,173,31734734,1448,5,78,0.0164293970030215,9227,0.12116614284166,17595.5404933965,116390.994219653,0.196531791907514,0.219653179190751,8,0,0.393063583815029,0.289017341040462,0,"PRI","PRI",0.300578034682081
"274",13046,462,144761947,4003,22,224,0.00517818875686472,38629,0.149214320847032,11038.9232628399,95129.4177489178,0.155844155844156,0.199134199134199,12,1,0.404761904761905,0.307359307359307,0,"PAN","PAN",0.266233766233766
"275",13047,171,59542813,618,3,38,0.00415676751477301,4809,0.185069661052194,15241.6608287057,127291.005847953,0.315789473684211,0.192982456140351,15,1,0.333333333333333,0.0701754385964912,0.0818713450292398,"PAN","PAN",0.409356725146199
"276",13048,2578,564741741,26600,380,5944,0.213311441479991,305038,0.127525095234036,38261.8675908163,163443.207137316,0.343289371605896,0.225368502715283,20,1,0.456167571761055,0.241660201706749,0.0810705973622964,"PAN","PAN",0.271231658514896
"277",13049,299,98227954,820,8,25,0.0030276171851511,18628,0.125187889199055,11136.7167436005,145909.150501672,0.180602006688963,0.157190635451505,1,0,0.438127090301003,0.224080267558528,0,"PRI","PRI",0.347826086956522
"278",13050,263,70499547,1950,15,424,0.0334571272372393,23353,0.128034941977476,23408.6598850999,101342.418250951,0.311787072243346,0.250950570342205,3,1,0.4106463878327,0.212927756653992,0.0798479087452472,"PRI","PRI",0.459459459459459
"279",13052,258,52523093,3003,17,649,0.103623648987624,37521,0.115402041523414,28492.22650949,150099.61627907,0.27906976744186,0.263565891472868,0,0,0.395348837209302,0.158914728682171,0,"PRI","PRI",0.483870967741935
"280",13053,432,69782196,970,3,107,0.00285916917902799,17785,0.145234748383469,15259.649197861,96411.6319444444,0.270833333333333,0.243055555555556,5,1,0.539351851851852,0.178240740740741,0,"PRI","PRI",0.358796296296296
"281",13054,208,96456570,4007,15,291,0.011010951714624,35989,0.13009530689933,18848.5353033295,147727.206730769,0.389423076923077,0.461538461538462,4,1,0.451923076923077,0.144230769230769,0,"PRI","PRI",0.406451612903226
"282",13055,203,52934517,2141,2,33,0.0485138891135907,17870,0.125909345271405,17439.455464684,126847.399014778,0.379310344827586,0.320197044334975,19,1,0.369458128078818,0.266009852216749,0.00492610837438424,"PRI","PRI",0.424242424242424
"283",13056,324,98523070,3300,25,1106,0.0555356638274446,38351,0.103543584261167,22295.6793254683,105041.438271605,0.265432098765432,0.123456790123457,7,0,0.391975308641975,0.185185185185185,0.0246913580246914,"PRI","PRI",0.447183098591549
"284",13058,186,55098997,2220,28,77,0.02617046266011,17329,0.145363263892896,15947.7222551929,98225.4784946237,0.505376344086022,0.301075268817204,3,0,0.301075268817204,0.0483870967741935,0,"LEFT","LEFT",0.521505376344086
"285",13059,297,83850428,3726,18,108,0.017301518372778,37419,0.120259761083941,14729.5018257516,123288.313131313,0.101010101010101,0.205387205387205,13,0,0.420875420875421,0.0976430976430976,0.063973063973064,"PAN","PAN",0.362007168458781
"286",13060,360,66436522,1900,7,55,0.00661215064219179,17446,0.132580534219878,12651.465,84072.3722222222,0.205555555555556,0.208333333333333,17,0,0.402777777777778,0.183333333333333,0,"PRI","PRI",0.486111111111111
"287",13061,614,130566267,4690,70,1215,0.166766903664968,55328,0.143218623481781,27992.8278332054,114133.890879479,0.214983713355049,0.161237785016287,19,0,0.262214983713355,0.446254071661238,0.188925081433225,"PRI","PRI",0.340390879478827
"288",13062,527,119705143,505,4,164,0.00639414272086249,30813,0.110278129360984,11898.8454396505,72665.5996204934,0.113851992409867,0.231499051233397,15,1,0.352941176470588,0.193548387096774,0.199240986717268,"PRI","PRI",0.452107279693487
