"","folio","anyo","staff_t","base","tot_veh","can_ton","compact","truck","pickup","a_10","POBTOT","P60","hoteles","ingpc2015"
"2313",14007,2018,7,0,1,8,1,0,0,0,9328,0.149228130360206,0,20742.268561562
"2314",14008,2018,30,25,9,90,8,0,1,0.333333333333333,79052,0.10289429742448,12,26434.2772064741
"2315",14009,2018,37,7,4,26,2,0,2,0.25,20401,0.10077937356012,0,25458.2439667046
"2316",14010,2018,10,6,2,4,0,1,1,0.5,7535,0.101393497013935,4,19056.3871653962
"2317",14012,2018,9,6,2,4,2,0,0,0,4163,0.191208263271679,6,26163.2458670419
"2318",14013,2018,46,25,9,65,2,0,7,0.444444444444444,62749,0.116973975680887,7,25496.4076849023
"2319",14014,2018,9,4,2,7,0,0,2,0,8604,0.169804741980474,0,20248.9898734177
"2320",14015,2018,34,25,11,90,9,0,2,0.181818181818182,63455,0.130580726499094,14,32009.08920334
"2321",14016,2018,29,29,8,32,5,0,3,0.625,40899,0.115357343700335,5,19671.8602175422
"2322",14017,2018,16,12,3,12,2,0,1,0.333333333333333,12840,0.167211838006231,0,21005.9159511975
"2323",14018,2018,33,0,11,65,0,5,6,0.636363636363636,67205,0.133055576222007,11,23446.7948757764
"2324",14019,2018,13,0,2,5,0,0,2,1,6996,0.0769010863350486,3,26111.1445214979
"2325",14020,2018,12,9,3,6,2,1,0,0.666666666666667,10757,0.148368504229804,4,24153.1595013991
"2326",14021,2018,19,13,6,14,3,0,3,0.5,20731,0.147846220635763,0,24141.5808903366
"2327",14022,2018,55,29,11,80,5,6,0,0.545454545454545,39916,0.115793165647861,135,26702.5049749813
"2328",14023,2018,55,34,10,140,7,2,1,1,112222,0.12270321327369,15,32074.5481084171
"2329",14025,2018,40,25,6,18,6,0,0,0.5,19371,0.135356976924268,7,25430.3524984319
"2330",14026,2018,10,0,2,4,1,1,0,1,6253,0.152886614425076,3,24336.35955925
"2331",14027,2018,20,0,7,14,4,0,3,0.857142857142857,18162,0.130271996476159,0,17122.4323529412
"2332",14028,2018,8,0,3,2,0,2,1,0.5,2171,0.206356517733763,0,22112.5612177366
"2333",14029,2018,13,0,2,15,0,0,2,0,17811,0.150131940935377,3,18297.5033629271
"2334",14030,2018,38,0,9,60,6,0,3,1,53927,0.189274389452408,41,29287.0504106485
"2335",14031,2018,24,0,13,2,1,12,0,1,3371,0.150103826757639,0,15833.0234151913
"2336",14032,2018,6,6,2,4,1,0,1,1,5950,0.126890756302521,3,16369.4677772907
"2337",14033,2018,10,9,7,18,3,4,0,0.857142857142857,21204,0.136908130541407,0,21101.2356564019
"2338",14034,2018,8,2,1,1,1,0,0,1,2002,0.238761238761239,0,19999.2910140148
"2339",14035,2018,38,34,10,39,1,0,9,0.4,52708,0.121044243758063,4,21408.1890330037
"2340",14036,2018,15,0,4,18,3,0,1,0,19736,0.138376570733685,9,23209.9759795235
"2341",14037,2018,36,29,10,15,4,2,1,0.4,25509,0.139754596416951,6,27328.4939940721
"2342",14038,2018,3,0,1,2,1,0,0,1,4227,0.1935178613674,3,24672.535128313
"2343",14039,2018,1116,1019,299,1729,255,37,0,0.759197324414716,1407541,0.160862099221266,331,39725.0948230787
"2344",14040,2018,8,3,2,4,0,0,2,0,9044,0.13312693498452,0,15040.7554461072
"2345",14041,2018,7,0,2,4,0,1,1,0,5956,0.207018132975151,3,15944.7297450425
"2346",14042,2018,15,0,4,5,0,0,4,0,9765,0.156784434203789,5,20752.6265801162
"2347",14043,2018,45,27,15,29,0,5,10,0.533333333333333,23292,0.143396874463335,36,25012.6075138236
"2348",14044,2018,39,0,13,46,11,0,2,0.538461538461539,62588,0.0726976417204576,0,25130.1466938486
"2349",14045,2018,16,9,4,13,3,0,0,0,20173,0.142021513904724,3,25543.4749752419
"2350",14046,2018,27,19,5,25,4,0,1,0.2,32532,0.118898315504734,6,23709.8227075105
"2351",14047,2018,16,14,6,35,2,4,0,1,24489,0.118706357956634,3,22273.6517009311
"2352",14048,2018,14,1,4,18,2,0,2,0.25,18914,0.139367664164111,0,21503.9120392781
"2353",14049,2018,12,0,3,3,2,0,1,1,9449,0.125727590221187,0,20688.8682483594
"2354",14050,2018,27,11,8,50,5,2,1,0.625,46116,0.118657298985168,20,26015.8198108013
"2355",14051,2018,11,10,4,15,3,0,1,0.75,27330,0.0750823271130626,0,26685.7689044173
"2356",14052,2018,4,0,2,4,1,0,1,1,5531,0.181522328692822,0,20543.1507600299
"2357",14053,2018,52,50,17,91,8,2,4,0.5625,168689,0.0990995263473018,18,25532.005356056
"2358",14054,2018,16,14,3,3,1,0,2,1,5395,0.232993512511585,0,23464.397185301
"2359",14055,2018,21,21,6,21,2,0,3,0.166666666666667,21689,0.122273963760432,7,21820.1008955901
"2360",14056,2018,5,0,1,1,0,1,0,1,1957,0.176801226366888,0,22508.7509025271
"2361",14057,2018,4,0,1,3,0,0,1,1,4027,0.172088403277874,5,22418.7614894331
"2362",14058,2018,21,17,3,10,2,0,1,0.666666666666667,14413,0.172968847568168,17,28939.3767824337
"2363",14060,2018,4,0,1,1,0,0,1,1,5450,0.192844036697248,0,16562.4537815126
"2364",14061,2018,6,0,1,2,0,0,1,0,21284,0.081140763014471,4,16267.0096339114
"2365",14062,2018,6,0,4,2,2,1,1,0.25,3622,0.181391496410823,0,21605.6711111111
"2366",14063,2018,64,38,16,120,13,0,3,0.4375,103431,0.118194738521333,20,27118.6533801539
"2367",14064,2018,9,8,3,16,0,3,0,1,32889,0.101675332177932,6,19281.1960324071
"2368",14065,2018,8,4,3,10,0,2,1,0.666666666666667,11535,0.174165583008236,0,22657.4222222222
"2369",14066,2018,38,17,7,65,4,0,3,0.857142857142857,52608,0.100174878345499,3,19716.2772052995
"2370",14067,2018,338,232,35,534,25,7,1,1,284609,0.0907068996412622,174,41372.9752534595
"2371",14068,2018,8,6,2,10,2,0,0,0.5,11367,0.174452362100818,3,22595.1671872878
"2372",14069,2018,17,0,6,6,1,3,2,0.666666666666667,7923,0.206235011990408,0,18270.5342657343
"2373",14070,2018,50,45,17,140,17,0,0,0.588235294117647,213930,0.066418922077315,7,25335.4571060839
"2374",14071,2018,2,2,2,5,1,0,1,0.5,2976,0.15625,0,19870.2620295379
"2375",14072,2018,7,0,1,8,0,1,0,0,7415,0.129871881321645,0,21448.7132262052
"2376",14073,2018,99,4,9,80,7,1,1,0.333333333333333,70827,0.0991147443771443,89,24031.7610489151
"2377",14074,2018,15,14,4,11,2,2,0,0.5,16526,0.133728669974585,3,26297.7177280551
"2378",14075,2018,6,6,1,8,0,0,1,1,3786,0.159006867406233,0,19878.1932550208
"2379",14076,2018,9,0,1,3,0,0,1,0,3157,0.161545771301869,0,26321.6805983282
"2380",14077,2018,27,20,6,38,4,0,2,0.333333333333333,27746,0.177647228429323,3,22909.4797336988
"2381",14078,2018,25,24,7,21,5,1,0,0.142857142857143,31806,0.127365905803936,3,26525.6618856638
"2382",14079,2018,12,11,2,11,1,0,1,0,15947,0.114065341443532,3,22779.0862096645
"2383",14080,2018,13,0,3,3,1,0,2,0,5219,0.187200613144281,14,21935.3852140078
"2384",14081,2018,7,0,2,2,0,2,0,1,3558,0.216413715570545,0,14167.5035128806
"2385",14082,2018,14,9,5,34,5,0,0,0.4,36717,0.123049268731105,7,26187.1640111355
"2386",14083,2018,55,38,8,96,1,0,7,0,83959,0.100358508319537,9,25776.4921092629
"2387",14084,2018,24,13,5,11,4,1,0,0.4,14882,0.155960220400484,41,25629.8925946863
"2388",14086,2018,30,26,6,17,1,0,3,0.5,20616,0.0842549476135041,28,20048.4323308271
"2389",14087,2018,13,7,3,15,0,2,1,1,16735,0.158171496862862,0,25924.9904333146
"2390",14088,2018,14,8,4,21,2,0,2,0,16597,0.166656624691209,3,22663.2489318642
"2391",14089,2018,6,4,1,3,0,0,1,1,3959,0.157362970447083,0,18740.1198093941
"2392",14090,2018,5,4,3,6,3,0,0,1,7251,0.185215832298993,0,22658.1663516068
"2393",14091,2018,44,33,11,36,5,1,5,0.363636363636364,39889,0.13612775451879,5,19337.9091364205
"2394",14092,2018,13,0,2,9,0,2,0,1,10997,0.194143857415659,0,18781.8886493342
"2395",14093,2018,82,74,23,130,13,4,6,0.304347826086957,147379,0.10657556368275,17,30703.6504477395
"2396",14095,2018,9,0,3,6,1,1,1,0.333333333333333,9536,0.156145134228188,4,22623.6940063091
"2397",14096,2018,16,12,4,16,1,0,3,0.25,22377,0.140590785181213,3,19634.2226839404
"2398",14097,2018,17,13,45,400,41,2,2,0.533333333333333,665522,0.0555939548204267,15,40518.6486712254
"2399",14098,2018,337,222,71,500,43,0,19,0.28169014084507,671322,0.0910189149171337,46,32726.5267349072
"2400",14099,2018,14,7,3,4,3,0,0,1,10895,0.136392840752639,0,16795.1140745036
"2401",14100,2018,65,22,7,58,4,1,0,0.142857142857143,36066,0.132396162590806,9,25440.4312887054
"2402",14102,2018,8,0,3,7,2,0,1,0.333333333333333,5954,0.184245885119248,3,26632.8441717791
"2403",14103,2018,9,5,2,8,0,2,0,0.5,7504,0.160314498933902,0,23895.2082551595
"2404",14104,2018,6,0,1,4,0,0,1,0,4227,0.226401703335699,4,20340.2203742204
"2405",14105,2018,31,11,2,30,1,1,0,1,23231,0.126727217941544,0,22238.4301501251
"2406",14106,2018,11,3,2,4,2,0,0,1,5234,0.149789835689721,0,19226.735483871
"2407",14107,2018,12,4,2,5,0,2,0,1,6628,0.146801448400724,0,21650.0037907506
"2408",14109,2018,10,1,2,9,2,0,0,1,18717,0.122081530159748,0,21808.0340189873
"2409",14110,2018,15,13,3,15,3,0,0,1,13785,0.175915850562205,4,23504.549605981
"2410",14111,2018,4,4,1,4,1,0,0,0,6641,0.135220599307333,0,27246.5750896976
"2411",14113,2018,20,16,5,9,3,0,1,0.6,16302,0.13697705802969,3,23210.5448213204
"2412",14115,2018,7,0,2,4,1,1,0,0.5,5550,0.177477477477477,0,20320.3811928053
"2413",14116,2018,11,10,4,18,2,0,2,0,19815,0.112238203381277,13,22387.7578768466
"2414",14117,2018,3,3,1,3,0,1,0,1,4344,0.194981583793738,0,21075.6271943824
"2415",14118,2018,37,8,4,22,2,0,2,0.25,22372,0.180314679063115,3,22309.4201714516
"2416",14119,2018,21,17,5,35,2,1,1,0.5,29957,0.143372166772374,7,20177.4365898862
"2417",14120,2018,768,580,217,1600,212,0,5,0.603686635944701,1429948,0.10963195864465,96,48440.5030077174
"2418",14122,2018,13,4,3,4,2,0,1,1,7309,0.151183472431249,0,17018.2629969419
"2419",14123,2018,11,10,3,35,2,0,1,1,18937,0.124201299044199,0,21014.4854663177
"2420",14124,2018,22,21,7,60,6,0,1,0.571428571428571,64572,0.10956761444589,13,27200.3929146538
"2421",14125,2018,13,12,4,13,4,0,0,0,18202,0.112130535106032,3,22839.0777889447
"2422",15001,2018,34,21,9,15,6,3,0,0.444444444444444,66478,0.107178314630404,4,15576.1116230091
"2423",15002,2018,96,0,24,50,0,0,24,0,164518,0.0851517767052845,0,25043.3803745887
"2424",15003,2018,54,10,3,10,3,0,0,1,48375,0.1008165374677,5,17713.2536280923
"2425",15004,2018,13,2,4,10,4,0,0,1,15240,0.114763779527559,0,14857.3332040717
"2426",15005,2018,85,80,9,32,2,7,0,0.222222222222222,169197,0.0748713038647257,0,20738.5087893422
"2427",15006,2018,10,4,4,8,3,1,0,0.25,12334,0.103859250851305,0,24168.9215648487
"2428",15007,2018,13,0,5,5,2,1,2,0.8,23516,0.0881952713046436,0,16483.9182274742
"2429",15008,2018,26,11,3,22,2,0,1,1,25462,0.169036210823973,6,16755.8656373879
"2430",15009,2018,45,25,5,47,4,0,1,0.8,52437,0.115395617598261,5,22736.4588731213
"2431",15010,2018,16,14,5,25,0,0,5,0,31025,0.102884770346495,4,25377.2446440123
"2432",15011,2018,43,0,11,56,0,0,11,0,71643,0.0852421032061751,4,21905.2057881752
"2433",15012,2018,10,0,5,12,4,0,1,0.4,12443,0.0841436952503416,0,24873.9147363677
"2434",15013,2018,455,231,123,500,0,64,59,0.349593495934959,516929,0.131292692033142,8,42399.1254692784
"2435",15014,2018,43,38,17,70,14,3,0,0.235294117647059,106254,0.0843638827714721,10,23619.042131495
"2436",15015,2018,36,0,3,52,2,0,1,0.333333333333333,31055,0.105329254548382,0,16097.3511916486
"2437",15016,2018,25,3,3,14,0,3,0,0.333333333333333,28415,0.113285236670772,0,20106.1527197554
"2438",15017,2018,10,0,2,4,0,0,2,0,9816,0.0990220048899755,0,21011.8417202394
"2439",15018,2018,29,17,4,48,4,0,0,0.75,64201,0.0851232846840392,0,29779.9104757441
"2440",15019,2018,27,6,6,45,4,1,1,0,36357,0.0977528398932805,5,24050.2163288502
"2441",15020,2018,78,61,15,369,1,2,9,0.0666666666666667,290368,0.127152441040335,6,38472.9009929374
"2442",15021,2018,21,14,6,28,4,0,2,0.333333333333333,38150,0.0889908256880734,5,16704.0965987649
"2443",15022,2018,13,1,4,12,1,0,3,0.5,14510,0.110889042039972,0,24810.81505426
"2444",15023,2018,64,0,17,50,3,0,14,0.176470588235294,40518,0.0870230514832914,3,23728.2754584067
"2445",15024,2018,263,91,15,115,15,0,0,0.6,171091,0.0793846549497051,7,40462.1370507171
"2446",15025,2018,195,60,35,250,15,0,0,0.371428571428571,382074,0.0781288441506096,45,22550.5930697831
"2447",15026,2018,12,4,3,18,3,0,0,0.666666666666667,30903,0.0922240559169013,0,16483.1169781728
"2448",15027,2018,5,0,2,1,0,2,0,0.5,12156,0.0829220138203356,0,31992.3716028841
"2449",15028,2018,18,0,6,37,0,0,6,0,29271,0.101943903522258,0,23781.4416291365
"2450",15029,2018,18,0,6,32,5,1,0,1,195613,0.0792227510441535,3,26816.1300835972
"2451",15030,2018,52,17,4,18,3,1,0,0,26715,0.0959760434212989,6,19319.2233973104
"2452",15031,2018,223,12,44,500,37,1,6,0.545454545454545,687045,0.0772860584095656,12,21910.3577968463
"2453",15032,2018,25,0,4,7,4,0,0,1,36639,0.0743470072873168,0,14068.3649933791
"2454",15033,2018,538,455,132,1500,44,10,60,0.290322580645161,1647499,0.12356608410688,41,28340.7019596469
"2455",15034,2018,8,0,2,5,1,0,1,0.5,10537,0.0893043560785802,0,15114.8671011618
"2456",15035,2018,41,25,14,130,14,0,0,0.166666666666667,150599,0.0564479179808631,4,26935.4776221687
"2457",15036,2018,22,0,4,13,0,2,2,0.5,45376,0.100052891396333,3,18368.9570244639
"2458",15037,2018,325,156,79,241,43,21,15,0.392405063291139,276407,0.109924857185238,0,67982.0534276564
"2459",15038,2018,11,9,3,10,0,2,1,0.333333333333333,11604,0.0920372285418821,0,22056.3946626574
"2460",15039,2018,299,26,96,270,0,23,73,0.225806451612903,527241,0.0812873050464588,22,26603.0269822267
"2461",15040,2018,23,1,5,22,0,3,2,1,36237,0.106410574826834,54,21722.9978697308
"2462",15041,2018,5,1,1,3,0,0,1,1,6509,0.110769703487479,0,12604.1535119479
"2463",15042,2018,55,51,11,80,9,0,0,0.181818181818182,156410,0.0914071990281951,15,18012.6114024047
"2464",15043,2018,32,29,4,32,2,2,0,0.25,29921,0.0832859864309348,4,19218.8703205473
"2465",15045,2018,78,3,14,45,11,3,0,0.5,86891,0.105810728383837,10,20464.8014592623
"2466",15046,2018,25,14,8,16,5,0,1,0.375,19498,0.0991896604779977,0,24644.3378645576
"2467",15047,2018,23,22,4,12,4,0,0,1,75271,0.0932630096584342,3,17902.1918871973
"2468",15048,2018,22,21,6,35,6,0,0,0.333333333333333,67652,0.102775971146455,4,18538.5914596934
"2469",15049,2018,4,0,2,12,1,1,0,0,14912,0.0977065450643777,0,14993.5779420314
"2470",15050,2018,22,0,3,17,2,1,0,1,26393,0.0950630849088774,0,19428.386424372
"2471",15051,2018,62,22,15,76,15,0,0,0.933333333333333,163223,0.0883331393247275,5,26673.6277558563
"2472",15052,2018,23,11,13,40,10,0,0,0.454545454545455,27648,0.114547164351852,45,16043.2117446638
"2473",15053,2018,96,0,32,48,0,0,32,0,59024,0.0907596909731635,5,26980.3945714616
"2474",15054,2018,121,116,23,154,22,0,1,0.391304347826087,236674,0.130884676812831,17,48325.296736854
"2475",15055,2018,7,0,4,6,4,0,0,0.5,13392,0.0918458781362007,0,26942.1257861635
"2476",15056,2018,13,0,3,5,3,0,0,0.666666666666667,32218,0.110000620770998,0,13874.8330570684
"2477",15057,2018,1621,1365,139,769,124,15,0,0.474820143884892,834307,0.135574794410211,12,41859.8929727271
"2478",15058,2018,751,451,120,1200,120,0,0,0.0916666666666667,1083877,0.142853847807454,34,28950.577771095
"2479",15059,2018,53,0,24,35,0,24,0,0.0416666666666667,52003,0.0655154510316713,0,24065.9663860908
"2480",15060,2018,112,14,28,220,6,5,17,0.142857142857143,417802,0.0910742409083729,10,27691.8914686679
"2481",15061,2018,5,0,2,12,0,2,0,0,10063,0.118155619596542,0,22757.4136484941
"2482",15062,2018,53,23,8,55,7,0,1,0.375,70045,0.100592476265258,7,27564.3230426788
"2483",15063,2018,27,26,5,18,2,3,0,1,35339,0.0904666232773989,5,14274.4532105243
"2484",15064,2018,14,5,4,8,2,2,0,0.75,36438,0.103106646907075,5,18942.2675945288
"2485",15065,2018,52,0,5,50,5,0,0,0,35912,0.104366228558699,5,22813.8415163279
"2486",15066,2018,4,0,2,2,0,1,1,0.5,4888,0.121317512274959,0,15579.1633237822
"2487",15067,2018,45,1,7,33,5,0,0,0.571428571428571,86658,0.0759075907590759,8,19505.0587226747
"2488",15068,2018,26,25,4,50,3,0,1,0,30071,0.105250906188687,0,18467.0349616858
"2489",15069,2018,3,2,1,2,1,0,0,0,4723,0.108405674359517,0,32811.3955952049
"2490",15070,2018,125,44,26,120,4,0,6,0.346153846153846,294037,0.0892880827923016,12,24730.5526050495
"2491",15071,2018,14,10,4,10,2,2,0,0.5,14586,0.120389414507062,4,20815.2644230769
"2492",15072,2018,10,0,2,13,2,0,0,0,15324,0.0921430435917515,0,23533.4261126137
"2493",15073,2018,16,6,4,19,4,0,0,0.5,30000,0.0652,0,33706.1019706963
"2494",15074,2018,26,6,9,32,8,0,1,0.555555555555556,140220,0.0752032520325203,8,16838.6225396949
"2495",15075,2018,60,27,4,39,2,0,2,0.333333333333333,28315,0.105209253046089,0,24224.5031294514
"2496",15076,2018,50,3,16,60,4,1,5,0.4375,92451,0.0835145103892873,3,31582.3893430215
"2497",15077,2018,4,2,1,6,1,0,0,0,6608,0.116979418886199,0,17302.0488549618
"2498",15078,2018,11,3,2,2,1,0,0,0,9607,0.109607577807848,0,20937.3064590014
"2499",15079,2018,17,1,3,10,1,2,0,0.333333333333333,13814,0.111553496452874,0,21228.0765143464
"2500",15081,2018,774,0,196,186,8,125,63,0,510915,0.0796375130892614,21,30996.1305596895
"2501",15082,2018,77,21,13,60,6,5,2,0.0769230769230769,77637,0.108685291806742,13,21144.8751756487
"2502",15083,2018,5,0,2,9,2,0,0,0.5,13542,0.0823364347954512,0,27421.7071042067
"2503",15084,2018,17,16,4,16,1,1,2,0.25,42075,0.102673796791444,0,21104.4287186129
"2504",15085,2018,28,27,7,17,6,1,0,0.857142857142857,65671,0.111952003167304,4,16293.1918557494
"2505",15086,2018,21,20,4,16,4,0,0,0.25,34582,0.0993869643166966,0,14140.1221779548
"2506",15087,2018,41,13,10,23,10,0,0,0.5,102618,0.0722972577910308,5,16939.5932289384
"2507",15088,2018,105,27,12,61,6,2,4,0.333333333333333,101930,0.0950161875797116,22,20948.7239494919
"2508",15089,2018,6,1,3,16,1,1,1,0,11202,0.110337439742903,0,21326.5138427464
"2509",15090,2018,50,25,11,91,7,2,2,0.727272727272727,88005,0.090949377876257,10,19624.6608409582
"2510",15091,2018,88,2,28,16,0,5,23,0.178571428571429,64987,0.096696262329389,14,24104.3522499797
"2511",15092,2018,20,0,7,30,7,0,0,0.285714285714286,57410,0.105190733321721,15,25828.2029518108
"2512",15093,2018,12,0,5,22,2,0,3,0,31640,0.101706700379267,0,20983.6231895883
"2513",15094,2018,10,0,3,12,0,1,0,0.333333333333333,20063,0.107910083237801,0,17162.8232883729
"2514",15095,2018,100,0,20,30,16,4,0,0.35,100671,0.101588342223679,27,29810.534456318
"2515",15096,2018,59,14,4,12,0,3,1,0.5,38371,0.0980949154309244,0,25376.9273977837
"2516",15097,2018,22,20,2,6,2,0,0,0,18262,0.099879531267112,4,13446.846135089
"2517",15099,2018,109,44,15,100,12,0,3,0.6,269079,0.109570051917838,17,29750.9280169813
"2518",15100,2018,45,0,15,11,0,2,13,0,44671,0.0858722661234358,0,23079.6002621948
"2519",15101,2018,61,25,7,29,2,5,0,0.285714285714286,81546,0.090979324553013,7,19511.4535771501
"2520",15102,2018,11,2,3,17,2,1,0,0.333333333333333,16207,0.126920466465108,0,20813.8886206609
"2521",15103,2018,5,2,3,45,2,1,0,0.333333333333333,48586,0.125262421273618,0,25025.1867443765
"2522",15104,2018,790,180,115,750,49,11,24,0.260869565217391,670609,0.15333972553306,36,39328.6075265077
"2523",15105,2018,40,0,6,20,0,3,3,0.5,32005,0.162099671926262,0,17889.1376669635
"2524",15106,2018,429,260,164,650,94,38,14,0.445121951219512,892401,0.100908672222465,80,32128.4814987686
"2525",15107,2018,16,4,4,15,3,1,0,0.25,12747,0.146858084255119,29,22638.4569318295
"2526",15108,2018,153,15,19,50,10,2,7,0.368421052631579,152431,0.0861438946146125,0,32366.6911834041
"2527",15109,2018,147,71,17,681,10,0,7,0.588235294117647,510470,0.109410935020667,15,30458.1097481464
"2528",15110,2018,58,49,14,70,12,1,1,0.714285714285714,61591,0.0938124076569629,80,24882.8238519046
"2529",15111,2018,23,0,4,10,4,0,0,0.5,52165,0.0766797661267133,3,15556.0885160693
"2530",15112,2018,25,0,10,25,0,9,0,0.222222222222222,50177,0.0897423122147598,10,17870.8989422856
"2531",15113,2018,29,7,8,50,6,1,1,0.5,67271,0.0803763880423957,0,18739.6073030217
"2532",15114,2018,55,16,5,25,4,1,0,0.2,105433,0.0694090085646809,5,17339.925001929
"2533",15115,2018,18,11,7,23,1,5,1,0.285714285714286,52971,0.0891997508070454,4,25253.6079393965
"2534",15117,2018,28,27,3,6,0,1,2,1,13841,0.130626399826602,3,17727.6491658489
"2535",15118,2018,57,56,19,90,15,4,0,0.0526315789473684,196647,0.0804029555497923,9,26500.1736282514
"2536",15119,2018,12,4,2,10,0,2,0,0,18341,0.0991221852679788,0,13769.6788594705
"2537",15120,2018,13,6,6,80,2,1,3,0.166666666666667,256295,0.0738875124368404,13,25530.4394031409
"2538",15121,2018,689,428,82,293,79,3,0,0.621951219512195,546467,0.131684072414254,23,40392.7210169645
"2539",15122,2018,203,0,239,250,16,8,215,0.129707112970711,384917,0.0905961544956445,25,22050.8167420689
"2540",15123,2018,34,4,4,38,0,4,0,1,28613,0.132247579771433,4,16202.5378565186
"2541",15124,2018,33,31,6,10,4,0,2,0.666666666666667,98337,0.0729633810264702,0,14004.3236696548
"2542",15125,2018,7,6,3,15,0,1,2,0.333333333333333,13952,0.0806336009174312,0,23874.4527918782
"2543",16001,2018,6,6,2,6,1,0,1,0,11235,0.133867378727192,0,16771.5269631031
"2544",16002,2018,8,2,3,5,0,0,3,0,15046,0.145620098365014,4,19300.5538811487
"2545",16003,2018,3,0,1,6,1,0,0,0,22585,0.132344476422404,0,15583.2277700918
"2546",16004,2018,8,0,2,4,0,0,2,1,14892,0.168815471394037,0,13947.8031268095
"2547",16005,2018,10,1,5,3,0,3,2,1,10864,0.119108983799705,7,15271.8393939394
"2548",16006,2018,119,44,8,250,2,4,2,0.5,125681,0.10697718827826,41,24350.5875166003
"2549",16007,2018,7,6,1,2,0,0,1,0,3466,0.120600115406809,0,15599.325443787
"2550",16008,2018,28,3,4,15,0,0,4,1,24448,0.108761452879581,36,18136.410357099
"2551",16009,2018,12,9,9,12,1,2,4,0.111111111111111,35984,0.117385504668742,6,21122.373778531
"2552",16010,2018,16,10,8,30,0,0,8,0.25,20622,0.134516535738532,12,24647.3866566152
"2553",16011,2018,8,8,2,10,0,1,1,0,11477,0.138712207022741,0,19411.8164777681
"2554",16012,2018,106,24,8,42,0,6,2,0,44874,0.105718233275393,0,24164.2805019926
"2555",16013,2018,14,0,2,4,1,1,0,0,9180,0.144335511982571,3,18204.2436938863
"2556",16014,2018,14,3,4,9,0,3,1,0.75,16448,0.120075389105058,5,26409.3773811567
"2557",16015,2018,16,5,3,20,3,0,0,0,19231,0.128230461234465,5,22459.4379746835
"2558",16016,2018,20,0,2,7,1,1,0,0.5,20868,0.200690051753882,0,13685.0734903489
"2559",16017,2018,8,0,3,5,0,0,3,0.333333333333333,34650,0.114603174603175,4,14079.1092664747
"2560",16018,2018,3,3,1,12,0,1,0,0,9376,0.140251706484642,0,14870.7091633466
"2561",16019,2018,15,6,4,13,2,0,2,0,20084,0.155696076478789,6,21601.2216313281
"2562",16021,2018,14,0,2,5,0,0,2,0.5,13267,0.127685234039346,0,13390.9708325285
"2563",16023,2018,8,8,3,6,0,0,3,1,10327,0.171008037184081,0,18764.9794759262
"2564",16024,2018,36,0,4,6,2,0,2,0.75,20093,0.108694570248345,3,15011.233560643
"2565",16025,2018,18,18,4,35,2,0,2,0.5,39709,0.103528167417966,4,15645.5873850197
"2566",16026,2018,3,3,1,3,0,0,1,1,4871,0.138575241223568,0,21837.8403856454
"2567",16027,2018,3,0,1,1,1,0,0,1,4990,0.218036072144289,0,13730.1384790011
"2568",16028,2018,5,0,1,1,1,0,0,1,5300,0.237358490566038,0,16251.3595284872
"2569",16029,2018,11,0,3,5,1,0,2,0,12750,0.136627450980392,0,14381.5571567673
"2570",16030,2018,10,0,1,10,0,0,1,0,12055,0.209622563251763,0,71137.7158204374
"2571",16031,2018,11,10,2,8,1,0,1,0,16130,0.147489150650961,0,15286.7465459743
"2572",16032,2018,16,10,2,13,0,0,2,0,15483,0.154169088677905,3,15411.2232824427
"2573",16033,2018,12,0,6,8,0,0,6,0,21430,0.120531964535698,3,19876.3129848229
"2574",16034,2018,97,73,20,57,14,0,6,0.1,124092,0.108758018244528,31,17612.5711170342
"2575",16035,2018,35,35,5,22,0,0,5,0,31053,0.136927188999453,6,16655.4855634648
"2576",16036,2018,7,6,2,7,2,0,0,0,11632,0.180278541953232,4,18387.2139737991
"2577",16037,2018,4,4,1,9,0,0,1,0,7951,0.242862533014715,0,14596.7229449211
"2578",16038,2018,56,31,9,37,2,0,7,0.777777777777778,41969,0.161500154876218,17,20316.6881572931
"2579",16040,2018,6,6,3,15,2,0,1,0,17995,0.122311753264796,0,15815.522544108
"2580",16041,2018,12,0,2,6,0,0,2,0,15790,0.111082963901203,0,14278.2851643945
"2581",16042,2018,11,0,3,15,2,0,1,0.333333333333333,14160,0.163912429378531,0,21852.3612631579
"2582",16043,2018,58,54,9,50,1,3,5,0,67827,0.105842805962227,7,27057.8754833469
"2583",16044,2018,15,0,6,12,0,6,0,0,13011,0.207055568365229,0,15886.3435533539
"2584",16045,2018,44,29,11,10,4,7,0,0.0909090909090909,35767,0.161070260295803,11,24049.5609867519
"2585",16046,2018,8,0,2,6,0,0,2,0.5,14668,0.128033815107717,0,14702.5036619718
"2586",16047,2018,17,9,3,10,3,0,0,0,19866,0.119903352461492,5,13156.5996553705
"2587",16048,2018,15,2,1,4,0,0,1,1,5698,0.13952263952264,0,17043.6180758018
"2588",16049,2018,19,15,4,13,1,3,0,0.5,18755,0.107864569448147,0,14763.9594818997
"2589",16050,2018,13,7,12,30,0,9,3,0.166666666666667,87498,0.108962490571213,9,16637.2573165436
"2590",16051,2018,13,12,3,15,1,1,1,0.666666666666667,13791,0.140526430280618,4,28051.7538300836
"2591",16052,2018,200,150,34,152,1,3,22,0.382352941176471,192569,0.0923980495302982,86,34866.1116287703
"2592",16053,2018,543,472,74,656,14,0,60,0.313432835820896,825095,0.121962925481308,170,32359.9620596206
