"","folio","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","POBTOT","P60","hoteles","ingpc2015"
"951",20026,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,8921,0.159062885326757,3,12274.6806670784
"952",20028,2018,19,3,15,"pub",0,2,0,1,0,1,0.333333333333333,0.333333333333333,22455,0.151280338454687,3,15596.3230568823
"953",20030,2018,9,1,2,"pub",0,1,0,0,0,1,0,1,8646,0.172796668979875,5,35037.9198847262
"954",20031,2018,2,1,1,"pub",0,1,0,0,0,1,1,0,7218,0.152258243280687,0,16593.5194479297
"955",20036,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,5261,0.127162136475955,0,12982.896969697
"956",20037,2018,3,1,1,"pub",0,0,0,1,0,1,0,1,4418,0.143730194658216,0,11783.328
"957",20039,2018,62,14,45,"pub",28,10,0,4,0,1,0.428571428571429,0.285714285714286,76615,0.112236507211382,27,23861.133445796
"958",20041,2018,17,4,6,"pub",0,0,0,4,0,1,NA,NA,31372,0.159919673594288,7,12344.2716779019
"959",20042,2018,6,1,3,"pub",0,1,0,0,0,1,0,1,8242,0.116233923804902,5,23364.9964836354
"960",20043,2018,153,5,119,"pub",152,5,0,0,0,1,0.8,0.2,109462,0.110705084869635,27,24749.7665196125
"961",20044,2018,18,4,10,"pub",13,4,0,0,0,1,0.25,0.75,41055,0.147144075021313,16,18027.7070234512
"962",20045,2018,6,1,1,"pub",0,0,0,1,0,1,0,0,7818,0.1039907904835,0,28710.8967015067
"963",20052,2018,7,1,1,"pub",0,1,0,0,0,1,1,0,6030,0.175290215588723,0,19596.2933507171
"964",20059,2018,48,7,24,"pub",5,2,3,2,0,1,0.428571428571429,0.142857142857143,48579,0.107680273369151,16,19163.8210290828
"965",20063,2018,3,2,1,"priv",0,0,0,2,0,1,0,0,4210,0.144893111638955,0,25220.0226628895
"966",20066,2018,5,1,3,"pub",0,0,1,0,0,1,0,1,5345,0.204864359214219,0,16719.7395833333
"967",20067,2018,566,71,600,"pub",560,39,8,7,17,1,0.507042253521127,0.366197183098592,269437,0.136748108092059,341,35827.6433776028
"968",20068,2018,8,2,2,"pub",0,0,2,0,0,1,0,1,23269,0.12587562851863,7,20312.7379889266
"969",20070,2018,3,1,4,"pub",0,0,1,0,0,1,1,0,6461,0.145797864107723,0,13967.7747292419
"970",20073,2018,14,4,6,"pub",0,1,0,3,0,1,0,0,34105,0.126667644040463,9,27549.3425190954
"971",20075,2018,5,1,1,"pub",0,0,0,1,0,1,0,1,2663,0.241081487044686,0,17979.2873194222
"972",20079,2018,114,11,120,"pub",112,11,0,0,0,1,0.909090909090909,0.0909090909090909,84027,0.133492805883823,46,33620.4114962773
"973",20083,2018,10,3,3,"pub",0,3,0,0,0,1,0.666666666666667,0.333333333333333,10729,0.0743778544132724,0,25625.4970871478
"974",20084,2018,5,2,1,"pub",0,1,0,1,0,1,0.5,0,4117,0.162982754432839,0,33386.5424912689
"975",20087,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,5235,0.100859598853868,5,18125.7476714649
"976",20090,2018,3,1,3,"pub",0,1,0,0,0,1,0,1,6163,0.121693980204446,0,17152.1318276101
"977",20091,2018,3,1,1,"pub",0,1,0,0,0,1,1,0,5999,0.132188698116353,0,43691.6202688728
"978",20103,2018,4,2,1,"pub",0,0,2,0,0,1,0,0,5979,0.140491721023583,0,16902.0931976433
"979",20107,2018,23,4,20,"pub",0,4,0,0,0,1,0,1,25320,0.0822274881516588,3,27673.8852183651
"980",20109,2018,2,1,1,"pub",0,0,0,1,0,1,0,1,1233,0.147607461476075,0,13562.1369863014
"981",20112,2018,2,1,1,"pub",0,0,0,1,0,1,NA,NA,2551,0.239905919247354,0,14938.3380588877
"982",20115,2018,5,3,1,"pub",0,1,2,0,0,1,1,0,10052,0.101870274572224,0,30466.7740876373
"983",20124,2018,18,3,1,"pub",0,0,0,3,0,1,0.333333333333333,0.333333333333333,19174,0.1068113069782,0,18165.7282869651
"984",20131,2018,7,2,5,"pub",0,2,0,0,0,1,1,0,11228,0.12370858567866,0,13297.3254817987
"985",20134,2018,30,2,1,"pub",0,1,0,1,0,1,0,0,28166,0.0924163885535752,3,9977.07077848815
"986",20143,2018,10,1,1,"pub",0,1,0,0,0,1,0,1,9359,0.158777647184528,3,15354.3760217984
"987",20145,2018,6,1,1,"pub",0,1,0,0,0,1,1,0,4866,0.0986436498150432,0,29741.8028860915
"988",20150,2018,11,2,5,"pub",0,1,0,1,0,1,0.5,0.5,13461,0.107272862343065,3,22962.2593627725
"989",20153,2018,4,1,1,"pub",0,0,0,1,0,1,1,0,4877,0.0980110723805618,0,17071.1138273491
"990",20157,2018,5,2,12,"pub",0,2,0,0,0,1,0,0.5,16236,0.0931879773343188,5,35893.7841345148
"991",20166,2018,10,1,6,"pub",0,1,0,0,0,1,1,0,11251,0.129855123988979,0,14939.9190283401
"992",20174,2018,3,1,2,"pub",0,1,0,0,0,1,0,0,4399,0.11661741304842,3,28785.5127665966
"993",20177,2018,2,1,3,"pub",0,1,0,0,0,1,NA,NA,10177,0.151419868330549,5,17335.6498557098
"994",20184,2018,226,13,200,"pub",223,11,0,0,2,1,0.692307692307692,0.307692307692308,158718,0.11405763681498,45,23200.0775622443
"995",20185,2018,4,2,1,"pub",0,1,0,1,0,1,0.5,0.5,8888,0.128937893789379,3,20288.4296365331
"996",20188,2018,4,1,2,"pub",0,0,0,1,0,1,NA,NA,9590,0.13096976016684,0,8869.88325652842
"997",20197,2018,3,1,1,"pub",0,0,0,1,0,1,0,1,3239,0.182154986106823,0,16746.753221957
"998",20198,2018,30,2,3,"pub",0,2,0,0,0,1,0,1,29470,0.177061418391585,0,12790.6356694383
"999",20202,2018,3,1,2,"pub",0,0,0,1,0,1,0,1,4571,0.0951651717348501,0,12286.3768480654
"1000",20225,2018,2,1,2,"pub",0,0,0,1,0,1,0,0,5915,0.122738799661877,0,10239.5028901734
"1001",20227,2018,23,2,4,"pub",0,1,0,1,0,1,0,1,17416,0.106568672485071,0,28436.4527878958
"1002",20232,2018,12,1,2,"pub",0,0,0,1,0,1,0,1,22050,0.1059410430839,0,10908.2594814899
"1003",20248,2018,5,1,3,"pub",0,0,0,1,0,1,0,0,15308,0.0975960282205383,0,11257.1879366161
"1004",20265,2018,10,2,1,"pub",0,1,0,1,0,1,0.5,0.5,6688,0.139204545454545,0,11902.3362487852
"1005",20273,2018,3,1,1,"pub",0,0,0,1,0,1,0,0,3753,0.109245936584066,0,9335.96380090498
"1006",20275,2018,2,2,1,"pub",0,1,0,1,0,1,1,0,7285,0.115579958819492,0,9198.19415943173
"1007",20278,2018,20,2,1,"pub",0,0,2,0,0,1,0,1,38260,0.116962885520125,3,11046.0115556334
"1008",20293,2018,3,2,7,"pub",0,2,0,0,0,1,0.5,0.5,16799,0.0867908804095482,4,37187.4804767776
"1009",20294,2018,5,1,3,"pub",0,1,0,0,0,1,0,1,6891,0.154839645914962,0,23398.7034434294
"1010",20295,2018,8,3,3,"pub",0,3,0,0,0,1,0.333333333333333,0.666666666666667,9825,0.149923664122137,0,21898.6209927611
"1011",20298,2018,8,2,5,"pub",0,0,1,1,0,1,1,0,13233,0.13715710723192,4,16552.1419503751
"1012",20300,2018,6,1,3,"pub",0,0,0,1,0,1,0,0,6596,0.12098241358399,0,14536.2472952087
"1013",20308,2018,7,1,1,"pub",0,0,0,1,0,1,0,1,3215,0.108864696734059,0,21103.265060241
"1014",20309,2018,10,1,1,"pub",0,0,0,1,0,1,1,0,10371,0.124578150612284,0,11366.9352517986
"1015",20312,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,11331,0.121436766393081,0,10473.7418111753
"1016",20315,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,1863,0.174449812130972,0,12780.6857142857
"1017",20318,2018,10,5,20,"pub",0,3,0,2,0,1,0.6,0,48396,0.0901314158194892,159,26471.2345572354
"1018",20324,2018,11,3,30,"pub",0,3,0,0,0,1,1,0,47332,0.104242373024592,93,19609.992018894
"1019",20327,2018,9,1,2,"pub",0,0,1,0,0,1,1,0,15184,0.149038461538462,5,16536.4781969623
"1020",20334,2018,23,6,23,"pub",0,4,0,2,0,1,0.833333333333333,0.166666666666667,49217,0.117764187171099,27,18458.4461798854
"1021",20337,2018,2,1,4,"pub",0,1,0,0,0,1,0,1,5610,0.168449197860963,8,15104.715903942
"1022",20338,2018,19,2,10,"pub",0,1,0,1,0,1,1,0,10144,0.120268138801262,3,30136.5075225677
"1023",20348,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,8206,0.168900804289544,0,16313.3070947695
"1024",20350,2018,6,3,12,"pub",0,3,0,0,0,1,0,1,16753,0.109234167014863,7,41452.2306315205
"1025",20360,2018,2,1,1,"pub",0,0,0,1,0,1,0,1,3904,0.169313524590164,0,14162.0750853242
"1026",20364,2018,28,2,7,"pub",0,1,0,1,0,1,0.5,0.5,17862,0.0901914679207256,77,19849.6953191489
"1027",20375,2018,4,2,7,"pub",0,2,0,0,0,1,0.5,0.5,12584,0.0835187539732994,0,29463.4104725415
"1028",20385,2018,41,10,96,"pub",30,9,1,0,0,1,0.6,0.4,95889,0.0905734755811407,7,30158.7859341614
"1029",20387,2018,3,1,2,"pub",0,0,1,0,0,1,0,0,2882,0.191533657182512,0,15619.156626506
"1030",20390,2018,13,7,52,"pub",0,6,0,1,0,2,0.142857142857143,0.857142857142857,49764,0.111988586126517,13,36723.6255480721
"1031",20393,2018,2,1,1,"pub",0,0,0,1,0,1,0,0,4060,0.118472906403941,0,14820.6851468763
"1032",20397,2018,40,5,35,"pub",0,1,0,0,4,1,0.8,0,39789,0.106712910603433,8,23223.2704512569
"1033",20398,2018,3,1,2,"pub",1,1,0,0,0,1,1,0,4782,0.188833124215809,0,15667.4604948125
"1034",20399,2018,8,3,14,"pub",0,0,0,3,0,1,0.666666666666667,0.333333333333333,39033,0.0768324238464889,0,27898.5055062404
"1035",20401,2018,22,5,30,"pub",0,2,0,3,0,1,0.2,0.8,26146,0.084448864070986,99,22640.6931964056
"1036",20403,2018,8,1,1,"pub",0,1,0,0,0,1,0,1,3556,0.0967379077615298,0,26634.0963765409
"1037",20406,2018,7,1,1,"pub",0,0,0,1,0,1,0,1,21288,0.131247651258925,0,6836.45668316832
"1038",20409,2018,8,3,1,"pub",0,1,2,0,0,1,0.333333333333333,0.666666666666667,8781,0.143377747409179,0,37386.9211119459
"1039",20413,2018,33,10,58,"pub",4,5,2,3,0,2,0.25,0.5,48413,0.0745047817734906,137,31313.7549262303
"1040",20414,2018,3,2,2,"pub",0,1,0,1,0,1,0,1,11754,0.141738982474051,0,14974.2482899141
"1041",20415,2018,2,1,1,"pub",0,0,1,0,0,1,1,0,4880,0.134426229508197,0,13679.7007125891
"1042",20417,2018,5,1,5,"pub",0,1,0,0,0,1,0,1,9592,0.132819015846539,0,11833.6423690205
"1043",20418,2018,13,1,2,"pub",0,0,0,1,0,1,0,1,11768,0.156356220258328,0,22108.9996011169
"1044",20421,2018,8,2,4,"pub",0,2,0,0,0,1,1,0,4642,0.158767772511848,0,20955.2807692308
"1045",20437,2018,4,1,1,"pub",0,0,1,0,0,1,0,1,9655,0.131952356292077,3,15242.187088274
"1046",20439,2018,10,3,4,"pub",0,0,2,1,0,1,0.666666666666667,0.333333333333333,25142,0.0933497732877257,83,15885.5106253795
"1047",20441,2018,15,1,5,"pub",0,0,0,1,0,2,1,0,8941,0.084554300413824,0,18365.19547928
"1048",20447,2018,4,2,4,"pub",0,0,1,1,0,1,0,0.5,16692,0.123891684639348,3,13879.945267959
"1049",20452,2018,1,1,1,"pub",0,0,0,1,0,1,0,1,4380,0.16689497716895,0,10719.0274989088
"1050",20467,2018,4,2,3,"pub",0,2,0,0,0,1,0.5,0.5,18967,0.133020509305636,11,17448.0557077626
"1051",20469,2018,12,4,10,"pub",0,4,0,0,0,1,0.25,0.75,34375,0.114356363636364,10,15296.8218103098
"1052",20472,2018,3,1,2,"pub",0,0,0,1,0,1,1,0,3326,0.191220685508118,0,22418.1704347826
"1053",20474,2018,2,1,2,"pub",0,1,0,0,0,1,0,1,3404,0.168918918918919,0,17520.8229273286
"1054",20475,2018,2,1,1,"pub",0,1,0,0,0,1,1,0,10069,0.139835137550899,0,12923.0967741935
"1055",20482,2018,25,3,29,"pub",18,3,0,0,0,1,NA,NA,54733,0.108015274149051,22,21194.0174230715
"1056",20483,2018,3,1,8,"pub",3,0,0,1,0,1,0,1,10614,0.11984171848502,0,20405.0898914139
"1057",20499,2018,3,1,2,"pub",0,0,1,0,0,1,1,0,1941,0.16898505924781,3,21380.1868469576
"1058",20500,2018,3,1,1,"pub",0,1,0,0,0,1,1,0,7971,0.17237485886338,0,13240.3571428571
"1059",20502,2018,2,1,1,"pub",0,0,0,1,0,1,1,0,5171,0.150647843743957,0,8881.40751879699
"1060",20505,2018,6,1,2,"pub",0,1,0,0,0,1,0,1,7658,0.193131365891878,0,25283.926119403
"1061",20507,2018,2,1,1,"pub",0,1,0,0,0,1,1,0,3168,0.145833333333333,0,13023.546338302
"1062",20515,2018,50,7,40,"pub",50,1,1,5,0,1,0.285714285714286,0.428571428571429,66568,0.125495733685855,25,22890.2677795564
"1063",20519,2018,5,1,1,"pub",0,1,0,0,0,1,0,1,3270,0.145565749235474,0,20327.872026251
"1064",20520,2018,4,2,1,"pub",0,0,0,2,0,1,0,0,7345,0.166507828454731,0,14713.38996139
"1065",20525,2018,7,2,8,"pub",0,2,0,0,0,1,1,0,12226,0.163095043350237,3,14628.9404303511
"1066",20526,2018,4,1,1,"pub",0,1,0,0,0,1,1,0,16546,0.0965187960836456,3,14939.906142167
"1067",20539,2018,4,1,1,"pub",0,0,0,1,0,1,0,1,6081,0.116757112317053,0,23679.2407370715
"1068",20540,2018,9,1,3,"pub",0,0,0,1,0,1,0,0,8075,0.122105263157895,4,22232.2551166111
"1069",20545,2018,6,2,3,"pub",0,2,0,0,0,1,1,0,9870,0.120567375886525,8,20546.1843676967
"1070",20546,2018,11,2,2,"pub",0,1,1,0,0,1,0,1,6238,0.172811798653415,0,14666.9871244635
"1071",20549,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,11439,0.198618760381152,0,12071.8233890215
"1072",20551,2018,18,6,20,"pub",12,4,2,0,0,1,0.666666666666667,0.333333333333333,28129,0.110846457392726,6,25470.0649561546
"1073",20553,2018,7,3,4,"pub",0,2,0,1,0,1,0.333333333333333,0.666666666666667,11537,0.11857501950247,0,27178.2373264085
"1074",20557,2018,6,1,1,"pub",0,1,0,0,0,1,1,0,14426,0.168029945930958,0,24731.7710154674
"1075",20559,2018,6,1,12,"pub",0,0,0,1,0,1,0,1,22942,0.138261703426031,5,15371.9676584735
"1076",20565,2018,17,6,32,"pub",0,6,0,0,0,1,0.833333333333333,0.166666666666667,43989,0.0906817613494283,0,25309.5821123241
"1077",20570,2018,10,2,20,"pub",0,2,0,0,0,1,1,0,21519,0.134811097169943,4,19606.1532164541
"1078",21001,2018,25,5,40,"pub",0,3,0,2,0,1,0,0.2,70385,0.0815514669318747,0,15244.5056564767
"1079",21002,2018,2,1,2,"pub",0,0,0,1,0,1,NA,NA,9116,0.147542781921896,3,14869.8785578748
"1080",21003,2018,44,7,40,"pub",40,3,2,2,0,1,0.571428571428571,0.428571428571429,37137,0.152435576379352,8,18117.9376347176
"1081",21004,2018,47,5,20,"pub",46,5,0,0,0,1,1,0,61406,0.0705142819919878,6,14795.0901505108
"1082",21006,2018,21,1,6,"mixed",0,0,0,1,0,1,0,1,14586,0.120732208967503,0,10895.7623424619
"1083",21007,2018,2,1,3,"pub",1,0,1,0,0,1,0,1,3211,0.182497664279041,0,7278.98901098901
"1084",21008,2018,7,2,4,"pub",0,1,0,1,0,1,0.5,0.5,11241,0.105506627524242,0,16851.9841950779
"1085",21009,2018,1,1,1,"pub",1,0,0,1,0,1,1,0,2168,0.217712177121771,0,11965.2011892963
"1086",21010,2018,15,3,80,"pub",0,3,0,0,0,1,0.333333333333333,0.666666666666667,71941,0.0716698405637953,3,12629.0714387668
"1087",21011,2018,3,1,1,"pub",3,1,0,0,0,1,1,0,1866,0.167738478027867,0,10446.3215507412
"1088",21012,2018,2,1,5,"pub",0,0,1,0,0,1,0,0,6528,0.157169117647059,0,11852.5878594249
"1089",21013,2018,12,4,16,"pub",0,2,0,2,0,1,0,1,21888,0.083561769005848,0,15707.5347681296
"1090",21014,2018,5,1,1,"pub",0,0,1,0,0,1,NA,NA,4852,0.154163231657049,0,9699.30345245306
"1091",21015,2018,36,5,16,"pub",0,4,1,0,0,1,0.6,0.2,120892,0.070459583760712,10,20806.7349846644
"1092",21016,2018,8,1,6,"pub",0,1,0,0,0,1,NA,NA,8784,0.126138433515483,3,11666.9309545049
"1093",21017,2018,9,3,5,"pub",0,2,0,1,0,1,0.333333333333333,0.666666666666667,28874,0.074045854401884,0,12489.0023255814
"1094",21019,2018,100,20,94,"pub",70,14,0,6,0,1,0.5,0.4,138846,0.126895985480316,40,22945.1236313618
"1095",21020,2018,5,2,1,"pub",0,1,0,1,0,1,0,1,7450,0.0914093959731544,0,13453.3733689671
"1096",21021,2018,4,1,2,"pub",0,0,0,1,0,1,0,0,1452,0.121900826446281,0,13908.7624309392
"1097",21022,2018,4,1,6,"pub",3,1,0,0,0,1,0,1,12620,0.14080824088748,0,9304.63972213451
"1098",21023,2018,3,1,3,"pub",0,0,1,0,0,1,1,0,8920,0.0986547085201794,0,7455.04180491042
"1099",21024,2018,2,1,1,"pub",2,1,0,0,0,1,1,0,971,0.27394438722966,0,15779.6242661448
"1100",21025,2018,5,1,5,"pub",0,0,0,1,0,1,0,1,8201,0.116815022558225,3,17119.8638941399
"1101",21026,2018,5,1,4,"pub",0,1,0,0,0,1,0,1,14962,0.141625451142895,0,12812.3158326497
"1102",21027,2018,2,1,1,"pub",0,0,0,1,0,1,NA,NA,4137,0.218515832729031,0,8333.03328050713
"1103",21029,2018,3,1,1,"pub",0,1,0,0,0,1,1,0,3807,0.165747307591279,0,12000.3467913302
"1104",21032,2018,3,1,1,"pub",0,0,1,0,0,1,1,0,1363,0.220102714600147,0,11712.6666666667
"1105",21034,2018,21,4,24,"pub",0,0,4,0,0,1,1,0,44388,0.0820942597098315,0,21104.3894052857
"1106",21035,2018,6,1,3,"pub",0,1,0,0,0,1,1,0,20447,0.125299554946936,0,15280.5185236866
"1107",21036,2018,7,1,3,"pub",0,1,0,0,0,1,0,1,14685,0.107388491658155,4,6243.88967286722
"1108",21038,2018,2,1,4,"pub",0,1,0,0,0,1,1,0,10173,0.0695959893836626,0,15783.438027255
"1109",21039,2018,3,1,1,"pub",0,0,0,1,0,1,NA,NA,9708,0.122682323856613,0,9899.58767143489
"1110",21040,2018,5,1,6,"pub",0,1,0,0,0,1,0,1,11778,0.0774325012735609,0,17705.9629968022
"1111",21041,2018,44,9,8,"pub",0,6,0,3,0,1,0.833333333333333,0.166666666666667,125777,0.0722151108708269,4,34040.8593048002
"1112",21043,2018,29,4,20,"pub",0,3,1,0,0,1,1,0,49377,0.122384916054033,38,12283.347241867
"1113",21044,2018,6,3,2,"pub",0,0,0,3,0,1,NA,NA,16783,0.110051838169576,0,12160.7639575972
"1114",21045,2018,17,2,36,"pub",9,2,0,0,0,1,0.5,0.5,46706,0.115702479338843,15,15822.2104967724
"1115",21046,2018,2,1,1,"pub",0,0,0,1,0,1,0,1,7952,0.0816146881287726,0,14337.4516893894
"1116",21047,2018,7,2,16,"pub",0,0,1,1,0,1,0.5,0.5,21165,0.154264115284668,8,17176.3031055901
"1117",21048,2018,8,4,12,"pub",0,3,0,1,0,1,0,1,21386,0.110960441410268,0,13373.993875713
"1118",21050,2018,2,1,1,"pub",0,0,0,1,0,1,0,1,26372,0.0790611254360686,0,9777.67800696491
"1119",21051,2018,6,2,13,"pub",0,2,0,0,0,1,1,0,36415,0.149855828642043,3,15434.0926818078
"1120",21053,2018,68,9,40,"pub",0,6,0,3,0,1,1,0,64757,0.101116481615887,30,15250.8013937282
"1121",21054,2018,10,3,8,"pub",10,0,1,2,0,1,0,0,34230,0.0684195150452819,4,15266.0359194454
"1122",21055,2018,2,1,3,"pub",0,1,0,0,0,1,1,0,5003,0.177693383969618,0,11888.7765363128
"1123",21057,2018,6,1,3,"pub",0,0,1,0,0,1,0,1,6839,0.119754350051177,0,10936.4495412844
"1124",21058,2018,50,2,4,"pub",0,2,0,0,0,1,0,1,20649,0.0908518572327958,4,9277.84833585477
"1125",21059,2018,2,1,1,"pub",0,1,0,0,0,1,0,1,2772,0.195165945165945,0,16382.6428571429
"1126",21060,2018,2,1,2,"pub",0,0,0,1,0,1,0,0,7778,0.0887117510928259,0,14765.9005283294
"1127",21062,2018,3,1,1,"pub",0,0,1,0,0,1,0,1,4874,0.148132950348789,0,13461.4746543779
"1128",21063,2018,6,2,6,"pub",0,1,0,1,0,1,1,0,14569,0.109753586382044,0,13550.1868794655
"1129",21064,2018,10,2,3,"pub",0,2,0,0,0,1,NA,NA,17510,0.155682467161622,4,12967.8648415813
"1130",21065,2018,5,1,15,"pub",0,1,0,0,0,1,1,0,21960,0.0867030965391621,0,14984.457649063
"1131",21066,2018,2,1,2,"pub",0,0,1,0,0,1,1,0,6420,0.202336448598131,0,9977.48406226835
"1132",21067,2018,13,3,3,"pub",0,0,0,3,0,1,0,0,18335,0.103081538041996,7,12750.9888452474
"1133",21068,2018,9,1,1,"pub",0,0,0,1,0,1,1,0,7150,0.147972027972028,0,8162.52901649359
"1134",21069,2018,7,2,3,"pub",0,0,0,2,0,1,0,1,28461,0.137943150275816,0,11450.9492837786
"1135",21071,2018,63,8,85,"pub",60,5,0,3,0,1,0.75,0.25,102705,0.103870308164159,24,19991.4819398475
"1136",21072,2018,15,1,15,"pub",0,0,1,0,0,1,0,1,16801,0.158145348491161,5,8355.27236225742
"1137",21073,2018,3,1,15,"pub",0,0,1,0,0,1,0,1,9543,0.149009745363093,0,11918.4162508909
"1138",21074,2018,27,10,80,"pub",26,8,0,2,0,1,0.5,0.5,85329,0.0816721161621489,7,20652.9463203328
"1139",21075,2018,3,1,4,"pub",0,1,0,0,0,1,0,1,12836,0.0827360548457463,0,11086.174488568
"1140",21076,2018,4,1,2,"pub",0,1,0,0,0,1,0,1,27417,0.120983331509647,0,13527.8372459957
"1141",21077,2018,2,1,1,"pub",0,0,0,1,0,1,1,0,5910,0.122335025380711,0,8190.70186618116
"1142",21078,2018,4,1,1,"pub",0,1,0,0,0,1,0,1,15542,0.0843520782396088,0,8112.58820650844
"1143",21079,2018,3,1,5,"pub",0,0,0,1,0,1,NA,NA,5690,0.109841827768014,0,16610.3413972417
"1144",21080,2018,5,1,1,"pub",0,0,0,1,0,1,0,1,2673,0.188552188552189,0,7332.06426931905
"1145",21082,2018,5,1,4,"pub",0,1,0,0,0,1,0,1,8661,0.127237039602817,6,17313.3867595819
"1146",21083,2018,11,2,4,"pub",0,2,0,0,0,1,0.5,0.5,25318,0.147168022750612,0,9397.29668828952
"1147",21084,2018,7,1,4,"pub",7,1,0,0,0,1,NA,NA,6923,0.132745919399104,3,8348.26901874311
"1148",21085,2018,26,12,72,"pub",26,6,5,0,1,1,0.166666666666667,0.5,80807,0.128565594564827,30,19452.4480785972
"1149",21086,2018,5,1,2,"pub",0,1,0,0,0,1,NA,NA,12147,0.130567218243188,0,11303.882967033
"1150",21087,2018,3,1,3,"pub",0,0,0,1,0,1,1,0,13182,0.137384311940525,0,8854.08393551973
"1151",21088,2018,3,2,1,"pub",0,1,0,1,0,1,0,1,4486,0.162282657155595,3,11873.9814671815
"1152",21090,2018,4,1,20,"pub",0,1,0,0,0,1,NA,NA,22732,0.0891694527538272,0,20046.4931639054
"1153",21091,2018,4,2,5,"pub",0,1,1,0,0,1,0,1,9909,0.137551720657988,5,18499.3313946137
"1154",21093,2018,3,1,5,"pub",0,0,0,1,0,1,0,0,7671,0.153565376091774,0,9348.1768558952
"1155",21094,2018,13,3,17,"pub",0,2,1,0,0,1,0.333333333333333,0.666666666666667,36108,0.0972914589564639,7,15135.6162969864
"1156",21095,2018,2,1,1,"pub",0,1,0,0,0,1,0,1,620,0.108064516129032,0,11313.3913043478
"1157",21096,2018,3,1,1,"pub",0,0,0,1,0,1,0,0,3065,0.115823817292007,0,15008.2255358807
"1158",21097,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,2576,0.117624223602484,0,15311.4386694387
"1159",21098,2018,4,1,1,"pub",0,1,0,0,0,1,1,0,6578,0.149589540893889,0,11559.8325859492
"1160",21099,2018,3,1,2,"pub",0,0,1,0,0,1,0,1,20314,0.10697056217387,0,11694.277354649
"1161",21100,2018,4,1,1,"pub",0,0,1,0,0,1,0,1,9387,0.132736763609247,0,8917.25596529284
"1162",21102,2018,3,1,8,"pub",0,1,0,0,0,1,0,1,13659,0.0863899260560802,0,13687.5836177474
"1163",21104,2018,6,1,10,"pub",0,1,0,0,0,1,0,0,31676,0.073273140548049,4,18904.9696159151
"1164",21108,2018,6,2,6,"pub",0,2,0,0,0,1,0,1,19239,0.0884141587400593,4,14885.7115578565
"1165",21109,2018,6,1,3,"pub",0,0,0,1,0,1,1,0,20346,0.128084144303549,10,10404.7375368297
"1166",21110,2018,9,3,27,"pub",0,0,3,0,0,1,0,1,48759,0.0818310465760167,3,11745.3319039451
"1167",21111,2018,5,1,2,"pub",1,1,0,0,0,1,1,0,18507,0.166855784297833,3,12022.2023483366
"1168",21112,2018,3,1,1,"pub",0,1,0,0,0,1,1,0,9358,0.181449027569994,0,10206.9287469287
"1169",21113,2018,2,1,10,"pub",2,1,0,0,0,1,1,0,4617,0.230236084037254,0,14406.7058823529
"1170",21114,2018,580,83,1442,"priv",475,66,11,6,0,2,0.939759036144578,0.0240963855421687,1661707,0.119732901167294,254,33583.7313048619
"1171",21115,2018,12,4,8,"pub",0,4,0,0,0,1,0.5,0.5,55849,0.075668319934108,0,13506.1995006304
"1172",21116,2018,6,2,6,"pub",0,2,0,0,0,1,0,1,22539,0.0921957495896003,0,8385.8031420327
"1173",21117,2018,6,1,10,"pub",6,1,0,0,0,1,1,0,15572,0.0896480863087593,5,22118.1721674039
"1174",21118,2018,4,3,29,"pub",0,3,0,0,0,1,0.333333333333333,0.666666666666667,29129,0.079542723746095,0,13320.3151260504
"1175",21122,2018,3,1,5,"pub",0,0,1,0,0,1,1,0,10738,0.110821382007823,0,15271.8772027042
"1176",21123,2018,3,1,1,"pub",0,0,0,1,0,1,NA,NA,3856,0.151192946058091,0,8467.55654101996
"1177",21124,2018,7,2,20,"pub",0,2,0,0,0,1,0.5,0.5,15654,0.110003832886163,3,14837.5099609776
"1178",21125,2018,3,1,5,"pub",0,1,0,0,0,1,0,1,9370,0.119850586979723,0,27615.2185677051
"1179",21126,2018,7,2,7,"pub",0,2,0,0,0,1,0,0.5,6442,0.0988823346786712,0,11659.0251012146
"1180",21127,2018,4,1,3,"pub",0,1,0,0,0,1,0,1,3641,0.241417193078825,0,11562.6387692308
"1181",21128,2018,2,1,7,"pub",0,1,0,0,0,1,1,0,9975,0.0923308270676692,0,17446.1086186541
"1182",21129,2018,9,2,13,"pub",0,2,0,0,0,1,0,1,13755,0.118647764449291,0,10447.1441465357
"1183",21130,2018,3,1,1,"pub",0,0,0,1,0,1,0,0,3568,0.174607623318386,0,11249.202112338
"1184",21132,2018,67,11,130,"priv",30,9,1,1,0,1,0.363636363636364,0.636363636363636,152816,0.10352319128887,30,21175.1365538394
"1185",21134,2018,6,2,16,"pub",0,0,2,0,0,1,0.5,0.5,20638,0.112268630681268,3,15090.9684307198
