"","folio","anyo","staff_t","tot_veh","can_ton","reg","base","compact","truck","pickup","o_veh","n_orgs","a_10","a_20","POBTOT","P60","hoteles","ingpc2015"
"718",15113,2018,29,8,50,"pub",7,6,1,1,0,1,0.5,0.166666666666667,67271,0.0803763880423957,0,18739.6073030217
"719",15114,2018,55,5,25,"pub",16,4,1,0,0,1,0.2,0.2,105433,0.0694090085646809,5,17339.925001929
"720",15115,2018,18,7,23,"pub",11,1,5,1,0,1,0.285714285714286,0.714285714285714,52971,0.0891997508070454,4,25253.6079393965
"721",15116,2018,10,3,3,"pub",0,0,0,3,0,1,NA,NA,4899,0.0985915492957746,3,22196.2707808564
"722",15117,2018,28,3,6,"pub",27,0,1,2,0,1,1,0,13841,0.130626399826602,3,17727.6491658489
"723",15118,2018,57,19,90,"pub",56,15,4,0,0,1,0.0526315789473684,0.947368421052632,196647,0.0804029555497923,9,26500.1736282514
"724",15119,2018,12,2,10,"pub",4,0,2,0,0,1,0,1,18341,0.0991221852679788,0,13769.6788594705
"725",15120,2018,13,6,80,"pub",6,2,1,3,0,1,0.166666666666667,0.166666666666667,256295,0.0738875124368404,13,25530.4394031409
"726",15121,2018,689,82,293,"pub",428,79,3,0,0,2,0.621951219512195,0.304878048780488,546467,0.131684072414254,23,40392.7210169645
"727",15122,2018,203,239,250,"pub",0,16,8,215,0,2,0.129707112970711,0.489539748953975,384917,0.0905961544956445,25,22050.8167420689
"728",15123,2018,34,4,38,"pub",4,0,4,0,0,1,1,0,28613,0.132247579771433,4,16202.5378565186
"729",15124,2018,33,6,10,"pub",31,4,0,2,0,1,0.666666666666667,0.166666666666667,98337,0.0729633810264702,0,14004.3236696548
"730",15125,2018,7,3,15,"pub",6,0,1,2,0,2,0.333333333333333,0.666666666666667,13952,0.0806336009174312,0,23874.4527918782
"731",16001,2018,6,2,6,"pub",6,1,0,1,0,1,0,0.5,11235,0.133867378727192,0,16771.5269631031
"732",16002,2018,8,3,5,"pub",2,0,0,3,0,1,0,0,15046,0.145620098365014,4,19300.5538811487
"733",16003,2018,3,1,6,"mixed",0,1,0,0,0,1,0,1,22585,0.132344476422404,0,15583.2277700918
"734",16004,2018,8,2,4,"pub",0,0,0,2,0,1,1,0,14892,0.168815471394037,0,13947.8031268095
"735",16005,2018,10,5,3,"pub",1,0,3,2,0,1,1,0,10864,0.119108983799705,7,15271.8393939394
"736",16006,2018,119,8,250,"pub",44,2,4,2,0,1,0.5,0.5,125681,0.10697718827826,41,24350.5875166003
"737",16007,2018,7,1,2,"pub",6,0,0,1,0,1,0,1,3466,0.120600115406809,0,15599.325443787
"738",16008,2018,28,4,15,"pub",3,0,0,4,0,1,1,0,24448,0.108761452879581,36,18136.410357099
"739",16009,2018,12,9,12,"pub",9,1,2,4,2,1,0.111111111111111,0.222222222222222,35984,0.117385504668742,6,21122.373778531
"740",16010,2018,16,8,30,"pub",10,0,0,8,0,1,0.25,0.25,20622,0.134516535738532,12,24647.3866566152
"741",16011,2018,8,2,10,"pub",8,0,1,1,0,1,0,0,11477,0.138712207022741,0,19411.8164777681
"742",16012,2018,106,8,42,"pub",24,0,6,2,0,1,0,0.625,44874,0.105718233275393,0,24164.2805019926
"743",16013,2018,14,2,4,"pub",0,1,1,0,0,1,0,1,9180,0.144335511982571,3,18204.2436938863
"744",16014,2018,14,4,9,"pub",3,0,3,1,0,1,0.75,0,16448,0.120075389105058,5,26409.3773811567
"745",16015,2018,16,3,20,"pub",5,3,0,0,0,1,0,1,19231,0.128230461234465,5,22459.4379746835
"746",16016,2018,20,2,7,"pub",0,1,1,0,0,1,0.5,0.5,20868,0.200690051753882,0,13685.0734903489
"747",16017,2018,8,3,5,"pub",0,0,0,3,0,1,0.333333333333333,0.666666666666667,34650,0.114603174603175,4,14079.1092664747
"748",16018,2018,3,1,12,"pub",3,0,1,0,0,1,0,1,9376,0.140251706484642,0,14870.7091633466
"749",16019,2018,15,4,13,"pub",6,2,0,2,0,1,0,0.5,20084,0.155696076478789,6,21601.2216313281
"750",16021,2018,14,2,5,"pub",0,0,0,2,0,1,0.5,0.5,13267,0.127685234039346,0,13390.9708325285
"751",16023,2018,8,3,6,"pub",8,0,0,3,0,1,1,0,10327,0.171008037184081,0,18764.9794759262
"752",16024,2018,36,4,6,"pub",0,2,0,2,0,1,0.75,0,20093,0.108694570248345,3,15011.233560643
"753",16025,2018,18,4,35,"pub",18,2,0,2,0,1,0.5,0,39709,0.103528167417966,4,15645.5873850197
"754",16026,2018,3,1,3,"pub",3,0,0,1,0,1,1,0,4871,0.138575241223568,0,21837.8403856454
"755",16027,2018,3,1,1,"pub",0,1,0,0,0,1,1,0,4990,0.218036072144289,0,13730.1384790011
"756",16028,2018,5,1,1,"pub",0,1,0,0,0,1,1,0,5300,0.237358490566038,0,16251.3595284872
"757",16029,2018,11,3,5,"pub",0,1,0,2,0,1,0,0.666666666666667,12750,0.136627450980392,0,14381.5571567673
"758",16030,2018,10,1,10,"pub",0,0,0,1,0,1,0,1,12055,0.209622563251763,0,71137.7158204374
"759",16031,2018,11,2,8,"pub",10,1,0,1,0,1,0,1,16130,0.147489150650961,0,15286.7465459743
"760",16032,2018,16,2,13,"pub",10,0,0,2,0,1,0,1,15483,0.154169088677905,3,15411.2232824427
"761",16033,2018,12,6,8,"pub",0,0,0,6,0,1,0,0.6,21430,0.120531964535698,3,19876.3129848229
"762",16034,2018,97,20,57,"pub",73,14,0,6,0,1,0.1,0.4,124092,0.108758018244528,31,17612.5711170342
"763",16035,2018,35,5,22,"pub",35,0,0,5,0,1,0,1,31053,0.136927188999453,6,16655.4855634648
"764",16036,2018,7,2,7,"pub",6,2,0,0,0,1,0,1,11632,0.180278541953232,4,18387.2139737991
"765",16037,2018,4,1,9,"pub",4,0,0,1,0,1,0,1,7951,0.242862533014715,0,14596.7229449211
"766",16038,2018,56,9,37,"pub",31,2,0,7,0,1,0.777777777777778,0.222222222222222,41969,0.161500154876218,17,20316.6881572931
"767",16039,2018,8,2,7,"pub",0,0,0,2,0,1,NA,NA,8797,0.106968284642492,0,16746.9779887786
"768",16040,2018,6,3,15,"pub",6,2,0,1,0,1,0,0.666666666666667,17995,0.122311753264796,0,15815.522544108
"769",16041,2018,12,2,6,"pub",0,0,0,2,0,1,0,1,15790,0.111082963901203,0,14278.2851643945
"770",16042,2018,11,3,15,"pub",0,2,0,1,0,1,0.333333333333333,0.666666666666667,14160,0.163912429378531,0,21852.3612631579
"771",16043,2018,58,9,50,"pub",54,1,3,5,0,1,0,0.666666666666667,67827,0.105842805962227,7,27057.8754833469
"772",16044,2018,15,6,12,"mixed",0,0,6,0,0,1,0,0,13011,0.207055568365229,0,15886.3435533539
"773",16045,2018,44,11,10,"pub",29,4,7,0,0,1,0.0909090909090909,0.636363636363636,35767,0.161070260295803,11,24049.5609867519
"774",16046,2018,8,2,6,"pub",0,0,0,2,0,1,0.5,0.5,14668,0.128033815107717,0,14702.5036619718
"775",16047,2018,17,3,10,"pub",9,3,0,0,0,1,0,1,19866,0.119903352461492,5,13156.5996553705
"776",16048,2018,15,1,4,"pub",2,0,0,1,0,1,1,0,5698,0.13952263952264,0,17043.6180758018
"777",16049,2018,19,4,13,"pub",15,1,3,0,0,1,0.5,0.5,18755,0.107864569448147,0,14763.9594818997
"778",16050,2018,13,12,30,"pub",7,0,9,3,0,1,0.166666666666667,0.0833333333333333,87498,0.108962490571213,9,16637.2573165436
"779",16051,2018,13,3,15,"pub",12,1,1,1,0,1,0.666666666666667,0.333333333333333,13791,0.140526430280618,4,28051.7538300836
"780",16052,2018,200,34,152,"pub",150,1,3,22,8,1,0.382352941176471,0.5,192569,0.0923980495302982,86,34866.1116287703
"781",16053,2018,543,74,656,"mixed",472,14,0,60,0,1,0.313432835820896,0.567164179104478,825095,0.121962925481308,170,32359.9620596206
"782",16054,2018,4,2,3,"pub",0,1,0,1,0,1,0,0,8003,0.203673622391603,0,16011.5253414264
"783",16055,2018,32,2,25,"pub",1,1,0,0,1,1,0,0.5,45579,0.112266614010838,9,23227.5663311985
"784",16057,2018,12,2,3,"pub",0,1,0,1,0,1,0,0.5,8119,0.143860081290799,0,17352.2868754482
"785",16058,2018,17,5,16,"pub",2,0,0,5,0,1,0,0.4,20554,0.0893743310304564,17,20799.4590818363
"786",16059,2018,9,2,8,"pub",0,0,0,2,0,1,0,1,8872,0.128719567177638,0,17501.291015625
"787",16060,2018,10,2,15,"pub",10,0,0,2,0,1,0,0,9471,0.151620736986591,0,16902.7212723658
"788",16061,2018,34,4,5,"pub",0,0,1,3,0,1,0,0.25,24348,0.0827172663052407,0,13528.8932364449
"789",16062,2018,15,3,16,"pub",0,0,0,3,0,1,1,0,20714,0.139760548421358,0,16750.2524504901
"790",16063,2018,11,2,16,"pub",10,0,2,0,0,1,0,1,15120,0.17989417989418,0,13432.4882334484
"791",16064,2018,15,4,18,"pub",3,3,0,0,1,1,0.5,0.5,26535,0.112832108535896,0,17736.864226053
"792",16065,2018,41,4,16,"pub",0,2,1,1,0,1,0.5,0.5,38673,0.112947017298891,8,17668.9572044988
"793",16066,2018,77,10,65,"pub",52,1,2,6,1,1,0,0.6,96266,0.117912866432593,80,19575.3946655474
"794",16067,2018,4,2,16,"pub",4,0,1,1,0,1,0,1,16727,0.187481317630179,0,13454.5550524572
"795",16068,2018,18,5,25,"pub",17,2,1,2,0,1,0.6,0.4,28568,0.0922360683281994,4,26281.8872386983
"796",16069,2018,105,15,120,"pub",75,12,0,3,0,1,0.466666666666667,0.333333333333333,105104,0.125437661744558,10,26477.001604017
"797",16070,2018,28,6,25,"pub",26,0,0,6,0,1,0,0,15466,0.164231216862796,3,21268.7030110935
"798",16071,2018,59,8,71,"pub",25,3,1,2,2,1,0.125,0.5,68973,0.145303234599046,7,18058.5761067314
"799",16072,2018,9,2,12,"pub",3,1,0,1,0,1,0,0.5,13878,0.137627900273815,0,16369.72909699
"800",16073,2018,22,4,22,"pub",13,2,0,2,0,1,0.25,0.25,26856,0.135165326184093,13,17039.7007973674
"801",16074,2018,11,2,6,"pub",10,0,1,1,0,1,0,1,10436,0.151399003449598,0,17192.4165
"802",16075,2018,107,8,57,"pub",65,0,4,4,0,1,0,0,75973,0.105340055019546,11,26717.5003900765
"803",16076,2018,50,10,86,"pub",36,2,1,7,0,1,0,0.9,77353,0.118275955683684,11,24323.8567101584
"804",16077,2018,71,6,15,"pub",0,1,4,1,0,1,0.666666666666667,0.333333333333333,17837,0.179570555586702,4,15896.4841255276
"805",16078,2018,12,2,14,"pub",10,2,0,0,0,1,0,0.5,12770,0.175646045418951,0,15180.4595744681
"806",16079,2018,52,9,22,"pub",12,0,1,8,0,1,0,0.444444444444444,48961,0.102203794857131,20,14882.2112748634
"807",16080,2018,11,2,4,"pub",8,0,0,2,0,1,0,0.5,19555,0.114650984402966,4,14962.3556515479
"808",16081,2018,5,1,3,"pub",0,0,0,1,0,1,0,1,9000,0.126666666666667,0,9711.24134419552
"809",16082,2018,55,7,45,"pub",27,0,3,4,0,1,0.428571428571429,0.285714285714286,77619,0.102616627372164,17,22319.6644876885
"810",16083,2018,15,3,30,"pub",0,1,0,2,0,1,0.333333333333333,0,32646,0.0903632910616921,3,21750.9276331892
"811",16084,2018,16,4,16,"pub",4,2,1,1,0,1,0.25,0.5,30934,0.10406025732204,0,16351.6180005114
"812",16085,2018,23,7,30,"pub",22,4,0,3,0,1,0.285714285714286,0.428571428571429,34741,0.146138568262284,4,22510.728126835
"813",16086,2018,8,2,12,"pub",0,1,0,1,0,1,0.5,0,15464,0.147633212622866,3,24471.3114444921
"814",16087,2018,15,5,15,"pub",3,0,1,4,0,3,0.4,0,15182,0.129034382821763,0,22140.7289220053
"815",16088,2018,101,59,30,"mixed",0,0,0,59,0,2,0,0,107335,0.080095029580286,0,26001.2218905473
"816",16089,2018,36,7,50,"pub",31,1,1,5,0,1,0.285714285714286,0.285714285714286,23859,0.136510331531078,4,25108.3854765507
"817",16090,2018,4,4,6,"pub",0,0,0,4,0,4,NA,NA,15854,0.104894663807241,0,18358.0635648755
"818",16091,2018,22,5,15,"pub",3,1,1,3,0,1,0.2,0.4,14647,0.143988530074418,0,22546.2780408023
"819",16092,2018,20,4,8,"pub",0,1,1,2,0,1,0,0.5,13122,0.143042219173906,3,16643.8095238095
"820",16093,2018,48,4,14,"pub",46,0,0,4,0,1,0,0.5,28363,0.112858301308042,12,14403.8596220594
"821",16094,2018,6,1,10,"pub",0,1,0,0,0,1,0,1,6514,0.227970525023027,0,17374.8844433984
"822",16095,2018,10,3,10,"pub",0,1,0,2,0,1,0,0,12160,0.160773026315789,0,23808.9895234877
"823",16096,2018,9,2,4,"pub",0,0,0,2,0,1,0.5,0.5,6354,0.138495435945861,0,14824.5434530707
"824",16097,2018,35,9,36,"pub",18,0,0,9,0,1,0,0.333333333333333,29621,0.131427028121941,4,16137.7846051464
"825",16098,2018,16,4,8,"pub",8,4,0,0,0,1,0.5,0.5,25810,0.121890740023247,0,16669.5051700884
"826",16099,2018,10,2,6,"pub",0,0,0,2,0,1,0,1,14721,0.152367366347395,0,15534.7811137411
"827",16100,2018,10,3,10,"pub",0,1,0,2,0,1,0,1,14644,0.13903305107894,6,17137.9162903786
"828",16101,2018,3,3,4,"pub",3,0,0,3,0,1,0,0,8918,0.137923301188607,0,13509.2775467775
"829",16102,2018,336,101,280,"pub",141,21,4,76,0,2,0.358974358974359,0.384615384615385,348502,0.111092619267608,82,26502.0188798511
"830",16103,2018,16,10,10,"pub",0,0,5,5,0,1,0,0,23465,0.158789686767526,0,21251.8241313153
"831",16104,2018,18,1,7,"pub",0,1,0,0,0,1,0,1,16087,0.191272456020389,0,17022.0990885299
"832",16105,2018,16,4,18,"pub",16,2,1,1,0,1,0.25,0.75,20587,0.137416816437558,6,19515.5571935192
"833",16106,2018,44,7,18,"pub",0,3,2,2,0,1,0.285714285714286,0.714285714285714,31843,0.116948779951638,10,18326.3729782861
"834",16107,2018,93,7,60,"pub",40,1,0,6,0,1,0,0.571428571428571,76151,0.146340822838833,13,20528.4938576201
"835",16108,2018,320,28,182,"pub",273,22,1,1,4,1,0.571428571428571,0.428571428571429,201110,0.116737109044801,32,26907.0857439267
"836",16109,2018,3,1,1,"pub",0,1,0,0,0,1,0,1,3231,0.231816774992262,0,19220.5169230769
"837",16110,2018,41,6,20,"pub",0,4,2,0,0,1,0.333333333333333,0.333333333333333,48538,0.14765750545964,17,17082.9225732434
"838",16111,2018,10,5,18,"pub",2,0,0,5,0,1,0.2,0,17766,0.096757852077001,0,21848.1858071506
"839",16112,2018,298,30,120,"pub",155,0,0,30,0,2,0.833333333333333,0.166666666666667,156750,0.10829346092504,36,20181.6961095768
"840",16113,2018,11,2,10,"pub",8,2,0,0,0,1,0,1,26088,0.174064704078504,0,14938.3264214047
"841",17001,2018,11,3,10,"pub",0,1,1,1,0,1,0,0.666666666666667,17485,0.142236202459251,0,19753.0988114495
"842",17002,2018,12,3,12,"pub",0,1,0,2,0,1,0,1,23967,0.142946551508324,0,23742.1793496113
"843",17004,2018,28,5,23,"pub",1,0,5,0,0,1,1,0,87642,0.120638506652062,7,20685.6096474739
"844",17005,2018,11,3,7,"pub",0,0,3,0,0,1,0.666666666666667,0.333333333333333,10311,0.154301231694307,3,18311.638913681
"845",17006,2018,128,28,135,"pub",116,20,4,4,0,1,0.321428571428571,0.357142857142857,184735,0.132714428776355,69,27098.5328986232
"846",17007,2018,227,32,420,"priv",195,0,32,0,0,2,1,0,375816,0.15958873491283,119,40440.0144224228
"847",17008,2018,12,35,100,"pub",3,3,0,31,1,1,0.142857142857143,0.857142857142857,102341,0.112242405292112,6,28608.0527721062
"848",17009,2018,16,3,20,"pub",0,0,0,3,0,1,1,0,23084,0.110336163576503,0,25021.4432843745
"849",17010,2018,9,2,11,"pub",0,2,0,0,0,1,0,1,17854,0.11650050408872,5,19263.4409052808
"850",17011,2018,91,31,105,"pub",24,11,0,20,0,2,0.129032258064516,0.419354838709677,211673,0.124871854227984,24,32132.6910642488
"851",17013,2018,8,2,11,"pub",0,2,0,0,0,1,1,0,16276,0.133693782256083,4,20482.5802331151
"852",17014,2018,6,3,6,"pub",0,1,0,2,0,1,0,1,9616,0.148190515806988,0,22294.2509558568
"853",17015,2018,19,4,12,"pub",0,0,0,4,0,1,0.5,0.5,17638,0.13873455040254,8,18180.1238073499
"854",17016,2018,12,2,10,"pub",0,1,0,1,0,1,0.5,0.5,18746,0.110423557025499,0,15654.8360927152
"855",17017,2018,17,5,75,"pub",13,5,0,0,0,1,1,0,44329,0.131832434749261,20,20487.838335681
"856",17018,2018,42,12,150,"pub",2,9,3,0,0,1,0.5,0.416666666666667,119438,0.117500293039066,18,24324.7273017552
"857",17019,2018,27,5,17,"pub",15,1,3,1,0,1,1,0,27570,0.139281828073993,8,15772.6930149714
"858",17020,2018,24,13,35,"pub",0,0,4,9,0,1,0.153846153846154,0.846153846153846,52317,0.120056578167708,79,26830.9300807421
"859",17021,2018,8,2,5,"pub",0,0,0,1,1,1,0,1,7585,0.154647330257086,0,22142.6790788829
"860",17022,2018,5,2,9,"pub",0,2,0,0,0,1,0.5,0.5,15714,0.0934198803614611,4,13462.9649595687
"861",17023,2018,7,3,7,"pub",0,0,3,0,0,1,0.333333333333333,0.666666666666667,7684,0.104633003643935,0,16523.1930379747
"862",17024,2018,13,5,30,"pub",8,5,0,0,0,1,0.6,0.4,51697,0.13579124513995,16,21449.2452425373
"863",17025,2018,9,3,32,"pub",4,3,0,0,0,1,0.333333333333333,0.666666666666667,33342,0.147831563793414,9,22750.2827901575
"864",17026,2018,8,7,22,"pub",0,1,1,5,0,1,0.857142857142857,0.142857142857143,18831,0.124369390897987,11,20478.390469552
"865",17028,2018,15,10,60,"pub",10,7,2,1,0,1,0.2,0.4,71510,0.110767724793735,34,24419.5250539637
"866",17029,2018,41,12,60,"pub",30,7,0,5,0,1,0.583333333333333,0.333333333333333,104187,0.130294566500619,56,24774.5572005384
"867",17030,2018,6,6,35,"pub",1,2,4,0,0,1,0.666666666666667,0.333333333333333,54225,0.10437989857077,0,21457.2191155729
"868",17032,2018,5,2,5,"pub",0,2,0,0,0,1,0,1,9791,0.140435093453171,3,18786.280245023
"869",17033,2018,5,2,5,"pub",0,1,0,1,0,1,0,0.5,16185,0.100895891257337,0,16941.1604509974
"870",18001,2018,38,4,54,"pub",18,4,0,0,0,1,0.75,0,37100,0.155498652291105,7,21171.6804798255
"871",18002,2018,11,3,25,"pub",4,3,0,0,0,1,0.666666666666667,0,15357,0.17334114735951,5,23776.4614787804
"872",18003,2018,15,2,25,"pub",6,0,2,0,0,1,0,1,11468,0.194541332403209,9,21783.1307550645
"873",18004,2018,81,15,150,"mixed",34,14,0,1,0,2,0.333333333333333,0.666666666666667,76031,0.140271731267509,281,26086.9418932322
"874",18005,2018,8,1,6,"pub",4,1,0,0,0,1,0,1,12064,0.101624668435013,0,12519.4815390595
"875",18006,2018,38,5,36,"pub",16,4,1,0,0,1,0.2,0.4,28897,0.136450150534658,13,25689.1561181435
"876",18007,2018,55,5,20,"pub",7,4,0,1,0,1,1,0,18994,0.127829841002422,0,17117.2203604173
"877",18008,2018,68,8,98,"pub",27,4,1,3,0,1,0.25,0.25,62006,0.0976518401445021,5,34171.8997646407
"878",18009,2018,11,1,6,"pub",1,0,0,1,0,1,1,0,44900,0.0638530066815145,7,11934.2446247465
"879",18010,2018,15,3,44,"pub",7,3,0,0,0,1,0.333333333333333,0.666666666666667,33729,0.158083548281894,3,18056.6483755635
"880",18011,2018,27,4,30,"pub",11,1,0,3,0,1,0,0,23973,0.129103574855045,10,17692.2139362241
"881",18012,2018,23,3,37,"pub",11,2,0,1,0,1,1,0,41840,0.148757170172084,54,21618.2383778437
"882",18013,2018,16,2,16,"pub",11,0,0,2,0,1,0,1,7646,0.188464556630918,0,21230.5361371267
"883",18014,2018,22,4,16,"pub",6,0,4,0,0,1,0.75,0.25,24412,0.138620350647223,8,20790.2994824996
"884",18015,2018,51,9,80,"pub",28,7,0,2,0,1,0.666666666666667,0.333333333333333,93802,0.159484872390781,15,24172.7578805164
"885",18016,2018,18,3,42,"pub",11,3,0,0,0,1,0.333333333333333,0.666666666666667,37660,0.188635156664896,12,19706.0019171517
"886",18017,2018,402,19,750,"pub",269,15,2,2,0,1,0.368421052631579,0.631578947368421,416793,0.11896792892395,103,35421.3204571166
"887",18018,2018,25,4,18,"pub",22,3,1,0,0,1,0.25,0.75,30054,0.167332135489452,10,21714.1488238118
"888",18019,2018,19,5,5,"pub",0,3,0,2,0,1,0.6,0.4,13696,0.10112441588785,0,14541.5111111111
"889",18020,2018,190,25,324,"mixed",45,24,0,1,0,2,0.96,0,174949,0.0709578219938382,177,35612.6271962939
"890",19001,2018,6,2,1,"pub",0,2,0,0,0,1,0,1,2935,0.106303236797274,0,30095.9843614248
"891",19002,2018,4,1,2,"pub",0,0,1,0,0,1,1,0,3395,0.252135493372607,0,24545.264033264
"892",19003,2018,3,1,1,"pub",1,0,1,0,0,1,0,1,1398,0.266809728183119,0,29131.0273381295
"893",19004,2018,12,3,49,"priv",0,3,0,0,0,1,1,0,34753,0.128247921042788,0,37377.1759708308
"894",19005,2018,24,7,28,"pub",23,0,7,0,0,1,0,0.285714285714286,18120,0.140011037527594,6,24681.9181990707
"895",19006,2018,191,33,553,"priv",183,33,0,0,0,1,1,0,629842,0.0575144242524316,13,40475.8243901364
"896",19007,2018,12,3,4,"pub",12,0,1,2,0,1,0,0.666666666666667,15086,0.180233328914225,6,17757.6478121665
"897",19008,2018,5,2,7,"pub",5,2,0,0,0,1,0,0,3685,0.176119402985075,6,23045.6826476956
"898",19009,2018,63,12,120,"pub",34,0,12,0,0,1,0,0.75,115157,0.0998723481855206,11,36834.3513154258
"899",19010,2018,23,3,37,"priv",18,1,0,2,0,1,0.333333333333333,0.666666666666667,86804,0.0277867379383439,0,29634.2621892717
"900",19011,2018,9,2,7,"pub",0,2,0,0,0,1,0,0.5,7439,0.159430030918134,3,29518.8325612177
"901",19012,2018,19,4,54,"pub",19,4,0,0,0,1,0,1,59902,0.0406831157557344,0,29947.0082636223
"902",19013,2018,15,3,10,"pub",5,0,0,3,0,1,0,1,10120,0.171146245059289,3,34212.4932713482
"903",19014,2018,13,4,12,"pub",0,0,2,0,2,1,0.5,0.25,35957,0.154740384347971,5,19655.9980227385
"904",19015,2018,5,2,1,"pub",0,0,1,1,0,1,0.5,0.5,1428,0.235994397759104,0,26341.8212478921
"905",19016,2018,4,2,1,"pub",0,1,1,0,0,1,0,0,3273,0.148793156125878,0,24803.9770444763
"906",19017,2018,30,7,22,"pub",30,2,1,3,1,1,0.428571428571429,0.571428571428571,40719,0.152778801051106,6,18374.6504559271
"907",19018,2018,86,22,223,"priv",81,22,0,0,0,1,0.136363636363636,0.863636363636364,346500,0.0322539682539683,4,34309.0247495874
"908",19019,2018,40,12,124,"priv",35,12,0,0,0,1,1,0,130267,0.179915097453691,16,127390.155022811
"909",19020,2018,10,2,7,"pub",0,0,2,0,0,1,0,1,5511,0.163491199419343,0,36564.0739219713
"910",19021,2018,179,10,504,"priv",15,2,0,8,0,2,1,0,456561,0.0630824796686533,6,40126.2498293586
"911",19022,2018,12,4,30,"pub",9,4,0,0,0,1,0,0.75,14173,0.201721583292175,0,28202.941668181
"912",19023,2018,4,1,4,"pub",0,0,1,0,0,1,0,0,1701,0.255731922398589,0,26654.9586523737
"913",19024,2018,8,2,5,"pub",0,0,1,1,0,1,0,0,6214,0.149501126488574,4,18684.1332378223
"914",19025,2018,34,8,71,"pub",0,8,0,0,0,1,0,1,92765,0.0299250795019673,0,27292.0245843563
"915",19026,2018,70,36,633,"priv",70,36,0,0,0,1,1,0,650118,0.147867002605681,12,43338.3720402926
"916",19027,2018,4,1,1,"pub",0,1,0,0,0,1,1,0,1974,0.290273556231003,0,24837.2196589769
"917",19028,2018,4,1,1,"pub",1,0,1,0,0,1,1,0,1426,0.166900420757363,0,29511.1641337386
"918",19029,2018,5,1,6,"pub",5,1,0,0,0,1,0,1,7002,0.174378748928877,0,25460.0710784314
"919",19030,2018,7,2,1,"pub",7,0,0,2,0,1,0,0,3350,0.175223880597015,0,19340.9959910913
"920",19031,2018,130,18,270,"priv",0,18,0,0,0,1,1,0,428610,0.0393014628683419,4,31752.8148916724
"921",19032,2018,4,1,11,"pub",0,1,0,0,0,1,0,1,5349,0.15086932136848,3,25062.034416826
"922",19033,2018,29,6,89,"priv",0,6,0,0,0,1,1,0,83469,0.129149744216416,5,24024.1474595081
"923",19034,2018,10,3,10,"pub",10,2,0,1,0,1,0,0.333333333333333,5192,0.115562403697997,0,30283.5881312635
"924",19035,2018,5,1,1,"pub",4,1,0,0,0,1,0,1,1358,0.206921944035346,0,29503.0382848392
"925",19037,2018,6,1,1,"pub",6,0,0,1,0,1,0,0,5927,0.11591024126877,0,24985.4344473008
"926",19038,2018,39,7,105,"pub",10,7,0,0,0,1,0,0.285714285714286,65769,0.13556538794873,6,32198.8808894847
"927",19039,2018,452,76,1175,"priv",437,64,5,4,3,1,1,0,1141502,0.159704494604477,167,53132.3777636926
"928",19040,2018,4,1,2,"pub",4,0,1,0,0,1,0,1,930,0.27741935483871,0,27937.4873239437
"929",19041,2018,24,5,95,"pub",24,5,0,0,0,1,1,0,122267,0.0313248873367303,0,29318.8038000615
"930",19042,2018,4,1,2,"pub",0,0,1,0,0,1,0,1,5383,0.238714471484302,0,24429.4623798475
"931",19043,2018,7,4,1,"pub",0,0,3,1,0,1,0,0,2428,0.195222405271829,4,15966.4398826979
"932",19044,2018,30,5,36,"pub",8,5,0,0,0,1,0,0.8,34703,0.148315707575714,4,31121.8858640855
"933",19045,2018,26,6,45,"pub",19,5,0,1,0,1,0.2,0.6,75948,0.0513509243166377,0,29939.2397726563
"934",19046,2018,163,30,423,"priv",151,26,2,2,0,1,0.866666666666667,0.133333333333333,418417,0.184325684663864,11,49857.2822671329
"935",19047,2018,15,4,11,"pub",11,3,0,1,0,1,0,0.25,16188,0.125401531999012,0,32567.0107958825
"936",19048,2018,72,12,250,"priv",66,12,0,0,0,1,1,0,298851,0.100146895944802,6,44580.8931996902
"937",19049,2018,59,18,55,"pub",44,10,3,5,0,1,0.333333333333333,0.444444444444444,45525,0.156924766611752,7,44054.8782055027
"938",19050,2018,5,1,1,"pub",2,1,0,0,0,1,0,0,1635,0.231192660550459,0,24236.7941176471
"939",19051,2018,8,2,4,"pub",8,1,1,0,0,1,0,0.5,3681,0.223037218147243,0,24021.1275773196
"940",20002,2018,15,3,20,"pub",0,1,1,1,0,1,1,0,45109,0.128954310669711,3,15724.0149232478
"941",20005,2018,30,3,9,"pub",0,1,1,1,0,1,0,1,15159,0.201926248433274,0,26139.0865775712
"942",20006,2018,12,3,3,"pub",0,0,3,0,0,1,0,0,19932,0.11564318683524,11,20035.2629558541
"943",20007,2018,3,1,1,"pub",0,0,0,1,0,1,0,1,2436,0.277093596059113,0,11095.7725381415
"944",20010,2018,19,6,8,"pub",0,6,0,0,0,1,0.833333333333333,0.166666666666667,13504,0.176910545023697,3,27322.4393098577
"945",20012,2018,6,1,3,"pub",0,1,0,0,0,1,0,1,10908,0.0994682801613495,0,11437.9162157984
"946",20014,2018,8,2,15,"pub",0,2,0,0,0,1,0,1,27754,0.148411039850112,16,27557.4348528133
"947",20020,2018,5,2,1,"pub",0,0,1,1,0,1,0.5,0.5,4652,0.0984522785898538,0,14438.7763157895
"948",20021,2018,16,1,8,"pub",0,0,0,1,0,1,0,1,14523,0.119121393651449,3,16937.9239302694
"949",20023,2018,10,2,5,"pub",0,0,0,2,0,1,0,1,25188,0.100841670636811,0,22177.1837952167
"950",20025,2018,7,2,4,"pub",0,1,1,0,0,1,0,0.5,11305,0.131357806280407,3,20964.7792047673
