clave_municipio,INGTRHOG_EXP,NUMPERS_EXP,ingpc2015
8043,4129787,2119,23387.184521000472
8044,6116646,3465,21183.18961038961
8045,84227509,36975,27335.49987829615
8046,3254677,2701,14459.875601629024
8047,5113140,2855,21491.306479859893
8048,44799141,16294,32993.10740149748
8049,2705149,1763,18412.81225184345
8050,140845164,53399,31651.191370624918
8051,13624111,5433,30091.907233572616
8052,74758281,22674,39565.112992855255
8053,6662781,3922,20385.867414584394
8054,27266187,6459,50657.10543427776
8055,28582560,13984,24527.368421052633
8056,1321605,880,18021.886363636364
8057,2620203,1403,22410.85958660014
8058,3927888,1943,24258.700977869274
8059,10887485,4097,31889.143275567487
8060,22034370,9051,29213.616175008287
8061,4340760,2134,24409.147141518275
8062,66770082,26343,30415.707550392894
8064,1190813,755,18926.82913907285
8066,3671477,2625,16783.894857142855
8067,5628975,2807,24064.018525115782
9002,1136234413,308457,44203.28589074004
9003,2572588573,497018,62112.56509019794
9004,1458888150,175875,99540.34285714285
9005,3184017593,1015825,37612.98561858588
9006,1263142011,350254,43276.31984788182
9007,4411342588,1609093,32898.10536494783
9008,902263921,219162,49402.57458866044
9009,267086690,127630,25111.966465564525
9010,3093796023,648297,57266.271903155495
9011,816508719,334300,29309.316865091234
9012,2445802784,587904,49922.49314173743
9013,980481034,350945,33525.972468620435
9014,3488532421,350490,119439.61040828555
9015,2688517819,466936,69093.43856117327
9016,2540042809,282164,108024.10551310585
9017,1335368042,380028,42166.410117149266
10001,31751134,20005,19045.918920269934
10002,4055853,2489,19554.132583366816
10003,2650198,2403,13234.446941323346
10004,42200619,26055,19436.09395509499
10005,1457862976,566789,30865.729066725005
10006,6580773,5775,13674.333506493505
10007,566219781,268042,25349.151894106148
10008,37531738,23706,18998.601872943556
10009,11614906,5538,25167.726977248105
10010,3769524,2513,18000.114604058894
10011,4037240,2885,16792.67937608319
10012,249415191,129949,23031.97632917529
10013,27031881,19101,16982.49159729857
10014,9320476,7920,14121.933333333334
10015,11380485,9019,15142.013526998559
10016,21665616,13322,19515.64269629185
10017,10773372,6230,20751.278330658108
10018,15404600,7352,25143.525571273123
10019,2087434,1479,16936.584178498986
10020,10957849,7054,18641.08137227105
10021,8689569,7053,14784.464483198637
10022,22500241,16518,16345.979658554304
10023,50641104,31154,19506.106695769402
10024,13821195,9316,17803.170888793473
10025,2036527,1282,19062.655226209048
10026,21883122,10523,24954.619785232346
10027,3039908,3215,11346.468429237948
10028,12189788,7913,18485.71414128649
10029,1399834,977,17193.457523029683
10030,887785,769,13853.602080624187
10031,4959963,4591,12964.399041603136
10032,67850194,36657,22211.373762173665
10033,4542138,3513,15515.41588385995
10034,10507434,6244,20193.659192825115
10035,10119506,6070,20005.613179571665
10036,24356145,17315,16879.80017326018
10037,9291212,5253,21224.92747001713
10038,27768546,16785,19852.40107238606
10039,36269986,20174,21574.295231486074
11001,104041139,75366,16565.741421861316
11002,129127341,74217,20878.344476332913
11003,284505563,142201,24008.73943221215
11004,91402078,53431,20527.875877299695
11005,163882388,80518,24424.211430984375
11006,3469587,2419,17211.67589913187
11007,1139938431,443110,30871.02789826454
11008,49962236,29310,20455.36786079836
11009,106744324,69347,18471.338168918628
11010,12254940,8207,17918.762032411356
11011,150377144,81822,22054.285253354843
11012,31622401,21349,17774.547379268348
11013,32303888,20616,18803.1944121071
11014,187437189,120109,18726.70880616773
11015,403415426,154283,31377.307363740656
11016,20743477,16191,15374.079673892904
11017,1191876668,511087,27984.51147456304
11018,49066025,31106,18928.576480421783
11019,33677887,27019,14957.424182982346
11020,4408379966,1466019,36084.49794443319
11021,81047470,39959,24339.188668385097
11022,22735724,17173,15887.072031677635
11023,161894676,106020,18324.241765704584
11024,14988842,9443,19047.55946203537
11025,178740887,74226,28896.75644652817
11026,72387484,49701,17477.511679845476
11027,590226851,226197,31312.18456478203
11028,116913599,71235,19694.85769635713
11029,32476022,27376,14235.544418468733
11030,122441292,84342,17420.686063882764
11031,283213179,107249,31688.483323853834
11032,150879850,66952,27042.63054128331
11033,174156022,102594,20370.316626703316
11034,5338511,3740,17128.912299465243
11035,103001277,65533,18860.96049318664
11036,4849479,3437,16931.55309863253
11037,326626733,169386,23139.579398533526
11038,11667925,9501,14736.880328386485
11039,36339883,24397,17874.271262860188
11040,18053802,13482,16069.249666221629
11041,93574554,52295,21472.313758485514
11042,176453709,106073,19962.14407059289
11043,21654273,14124,18397.853016142737
11044,97733330,52490,22343.302724328445
11045,5093598,3438,17778.701570680627
11046,82914238,47245,21059.81280558789
12001,1472952089,707378,24987.24171235181
12002,9349013,11086,10119.804798845391
12003,19381285,19015,12231.155403628714
12004,3456976,3746,11074.13561131874
12005,4755478,4742,12034.10712779418
12006,12006951,5563,25900.307747618193
12007,34260560,20237,20315.59618520532
12008,3675032,4192,10520.129770992366
12009,919703,1089,10134.46831955923
12010,4915517,8788,6712.130632680928
12011,69417521,45623,18258.559323148413
12012,37135801,30074,14817.769900911084
12013,11494812,9107,15146.342813220599
12014,21782879,12321,21215.36790844899
12015,16204952,10634,18286.573631747226
12016,5714642,5244,13076.983981693364
12017,13980331,9309,18021.69642281663
12018,11215594,8633,15589.844549982625
12019,4771742,6598,8678.524401333738
12020,5919711,6834,10394.57594381036
12021,76555017,57535,15966.98016859303
12022,23988774,18274,15752.724526649887
12023,27685175,19641,16914.72430120666
12024,3641799,3557,12286.080404835537
12025,8119404,9317,10457.534399484812
12026,2726412,2909,11246.800962530078
12027,12547407,9857,15275.325555442832
12028,86779938,81514,12775.219667787129
12029,526878986,236289,26757.69008290695
12030,19983985,14508,16529.35070306038
12031,1835754,1630,13514.753374233129
12032,10116986,9687,12532.65531124187
12033,12687062,10502,14496.738145115216
12034,35186334,24922,16942.30029692641
12035,282243814,131949,25668.445899552098
12036,6889312,5693,14521.648340066748
12037,2881057,3621,9547.827671913838
12038,236634387,108398,26196.17192199118
12039,24281333,16088,18111.387120835403
12040,15225137,14440,12652.468421052632
12041,6059381,7541,9642.298368916589
12042,12771356,14010,10939.062955032121
12043,2170439,2283,11408.352168199737
12044,12278743,8174,18026.04795693663
12045,11593531,11937,11654.718270922342
12046,73310628,48424,18167.18024120271
12047,1071354,1109,11592.649233543732
12048,54139450,32773,19823.433924266927
12049,14071016,10660,15839.79287054409
12050,46189769,29331,18897.317786642117
12051,18453646,16047,13799.697887455597
12052,18008648,18569,11637.879045721364
12053,40722570,31601,15463.777728552894
12054,9113450,7447,14685.296092386197
12055,122977067,83183,17740.701874181024
12056,16884916,18080,11206.802654867257
12057,91677588,51083,21536.148151048295
12058,46823256,33302,16872.232058134647
12059,30959571,23571,15761.522718594884
12060,7960730,8992,10623.75
12061,57330011,34261,20079.978167595807
12062,10825238,9192,14132.164490861618
12063,2423469,2120,13717.749056603774
12064,8810662,6422,16463.39831828091
12065,3403506,3685,11083.3302578019
12066,87247629,64003,16358.163648578973
12067,23637161,16129,17586.082956165912
12068,27392525,15984,20564.95870870871
12069,3091556,4447,8342.404317517428
12070,3612400,3494,12406.63995420721
12071,13455556,17443,9256.817749240383
12072,2127894,2261,11293.555064130916
12073,11129503,9293,14371.466264930594
12074,7736370,12245,7581.579420171498
12075,63413005,40597,18744.145133876886
12076,4912603,8254,7142.14150714805
12077,16264268,10725,18197.782377622378
12078,1459114,1839,9521.135399673736
12079,3359659,4548,8864.535620052771
12080,4424399,3956,13420.826086956522
12081,5588635,5487,12222.274466921815
13001,26572156,17248,18487.12152133581
13002,41823485,36386,13793.267190677732
13003,86604553,47189,22023.23922948145
13004,6972982,5444,15370.276267450403
13005,26661072,14498,22067.37922472065
13006,16012409,14262,13472.788388725283
13007,14085734,9465,17858.299841521395
13008,65935307,37797,20933.504881339788
13009,30217873,16930,21418.456940342585
13010,67635646,23588,34408.50228929964
13011,12287120,11928,12361.28772635815
13012,30819660,20653,17907.128262237933
13013,75140956,33112,27231.561729886445
13014,9686289,9925,11711.38216624685
13015,14701077,11471,15379.036178188475
13016,66727183,46775,17118.678695884555
13017,11652890,9714,14395.169857936999
13018,13357043,12837,12486.13507828932
13019,18228839,13291,16458.20991648484
13020,1509822,1636,11074.488997555012
13021,20587090,11850,20847.686075949365
13022,23459418,11765,23928.008159796005
13023,56262715,29841,22624.99849200764
13024,19453599,12725,18345.240707269157
13025,12513073,12434,12076.313012707094
13026,5839195,7127,9831.673916093729
13027,13308047,14170,11270.046859562455
13028,146461822,105866,16601.570513668223
13029,68793274,37490,22019.71960522806
13030,133210480,79584,20086.019300361884
13031,12252652,7979,18427.34979320717
13032,9325455,9580,11681.154488517746
13033,1667525,1462,13686.935704514362
13034,6023727,5486,13176.216551221289
13035,13223112,9468,16759.330798479088
13036,8630979,6835,15153.145281638626
13037,16548669,13592,14610.361094761625
13038,11923464,7449,19208.157873540073
13039,28129433,13317,25347.540437035368
13040,4701529,4624,12201.19982698962
13041,69989622,38350,21900.272855280313
13042,11779721,8008,17651.929570429573
13043,2404602,2761,10451.00470843897
13044,17689766,12426,17083.308546595847
13045,11768484,8026,17595.54049339646
13046,24359224,26480,11038.923262839879
13047,2973394,2341,15241.66082870568
13048,772841898,242385,38261.86759081626
13049,6634699,7149,11136.716743600504
13050,37011042,18973,23408.659885099878
13051,415139942,131638,37843.77842264392
13052,75934158,31981,28492.22650949001
13053,13078791,10285,15259.649197860963
13054,46138073,29374,18848.535303329474
13055,19546723,13450,17439.455464684015
13056,54648568,29413,22295.679325468333
13057,18795016,12563,17952.733582742974
13058,13435956,10110,15947.722255192879
13059,35968216,29303,14729.50182575163
13060,12651465,12000,12651.465
13061,109423964,46908,27992.827833205425
13062,14524524,14648,11898.845439650464
13063,160676799,74796,25778.405101877106
13064,14356957,7836,21986.15160796325
13065,17895958,9416,22807.08326253186
13066,20199723,11091,21855.258858533947
13067,72450193,44976,19330.36099252935
13068,8341644,8130,12312.389667896681
13069,231357323,100554,27609.919804284265
13070,34693453,17670,23560.918845500848
13071,4436847,3273,16267.083409715859
13072,18839131,8961,25228.16337462337
13073,22066493,23687,11179.03981086672
13074,49346360,24710,23964.237960339946
13075,29117479,15212,22969.34972390218
13076,235337141,87724,32192.395376407825
13077,276518803,136974,24225.222567786586
13078,7309809,11403,7692.511444356749
13079,5441090,4503,14499.906728847434
13080,6810078,10722,7621.799664241746
13081,46668203,28233,19835.597917330786
13082,32458015,16882,23071.684634521975
13083,85315919,39818,25711.764227233914
13084,51072079,29662,20661.619176050168
14001,38095497,18393,24854.34480508889
14002,40337203,18085,26765.078020458946
14003,48209482,20256,28560.119668246447
14004,7394287,4338,20454.459197786997
14005,22398313,12278,21891.16761687571
14006,101590295,46708,26100.10148154492
14007,13014045,7529,20742.26856156196
14008,147807261,67098,26434.277206474115
14009,35427268,16699,25458.24396670459
14010,8958090,5641,19056.387165396205
14011,4522843,3298,16456.675560946027
14012,6198509,2843,26163.245867041856
14013,101522446,47782,25496.40768490226
14014,10664468,6320,20248.989873417722
14015,137044248,51377,32009.089203340016
14016,49584563,30247,19671.860217542235
14017,15495364,8852,21005.915951197472
14018,100664906,51520,23446.794875776395
14019,7844223,3605,26111.144521497918
14020,15824345,7862,24153.159501399135
14021,33351594,16578,24141.58089033659
14022,77379409,34774,26702.50497498131
14023,243183878,90982,32074.548108417053
14024,41172830,20946,23587.986250358063
14025,30408344,14349,25430.352498431945
14026,10490999,5173,24336.35955924995
14027,11643254,8160,17122.432352941178
14028,2784340,1511,22112.5612177366
14029,17002955,11151,18297.50336292709
14030,103412575,42372,29287.050410648542
14031,2310302,1751,15833.023415191321
14032,6223126,4562,16369.467777290662
14033,27123880,15425,21101.235656401943
14034,2021595,1213,19999.29101401484
14035,83352784,46722,21408.189033003724
14036,29470867,15237,23209.97597952353
14037,43796189,19231,27328.493994072072
14038,4887218,2377,24672.535128313
14039,4197595180,1267993,39725.094823078674
14040,6616679,5279,15040.755446107218
14041,4690408,3530,15944.729745042494
14042,10123823,5854,20752.62658011616
14043,40334914,19351,25012.607513823576
14044,94506105,45128,25130.14669384861
14045,27942433,13127,25543.474975241865
14046,59533389,30131,23709.82270751054
14047,40267050,21694,22273.651700931136
14048,25914006,14461,21503.912039278057
14049,10246162,5943,20688.868248359413
14050,86628344,39958,26015.819810801342
14051,35643292,16028,26685.768904417273
14052,6869972,4013,20543.150760029905
14053,314618136,147870,25532.005356055994
14054,7502741,3837,23464.397185301015
14055,32079185,17642,21820.10089559007
14056,1558731,831,22508.750902527077
14057,5569194,2981,22418.761489433076
14058,27567168,11431,28939.37678243373
14059,19987402,10879,22046.95505101572
14060,4434597,3213,16562.453781512606
14061,8442578,6228,16267.009633911368
14062,3645957,2025,21605.67111111111
14063,194354869,86002,27118.653380153948
14064,42441126,26414,19281.196032407057
14065,15038864,7965,22657.422222222223
14066,72547685,44155,19716.277205299513
14067,868535974,251914,41372.97525345952
14068,13864018,7363,22595.16718728779
14069,6531716,4290,18270.534265734263
14070,341201046,161608,25335.457106083857
14071,3475640,2099,19870.262029537877
14072,11568006,6472,21448.713226205193
14073,112875179,56363,24031.76104891507
14074,30557948,13944,26297.717728055075
14075,4371546,2639,19878.19325502084
14076,4985765,2273,26321.6805983282
14077,38999571,20428,22909.479733698845
14078,65036502,29422,26525.661885663787
14079,23648488,12458,22779.08620966447
14080,5637394,3084,21935.385214007783
14081,2016508,1708,14167.503512880563
14082,73686315,33766,26187.164011135465
14083,151219939,70399,25776.492109262916
14084,22669640,10614,25629.892594686266
14085,70588090,29775,28448.60050377834
14086,26664415,15960,20048.43233082707
14087,26873413,12439,25924.990433314575
14088,25195867,13341,22663.24893186418
14089,4588206,2938,18740.119809394146
14090,9988475,5290,22658.166351606804
14091,51503298,31960,19337.909136420523
14092,12341266,7885,18781.888649334178
14093,316301331,123621,30703.65044773946
14094,76612933,34922,26325.960597903904
14095,14343422,7608,22623.694006309146
14096,26774535,16364,19634.22268394036
14097,1673443826,495607,40518.64867122539
14098,1643880710,602770,32726.526734907176
14099,9655791,6899,16795.114074503552
14100,57512335,27128,25440.431288705397
14101,1262505173,495549,30572.278575882505
14102,10852884,4890,26632.844171779143
14103,12736146,6396,23895.208255159476
14104,4891823,2886,20340.220374220375
14105,35551837,19184,22238.430150125103
14106,5215252,3255,19226.73548387097
14107,9518785,5276,21650.00379075057
14108,59164241,30652,23162.302361999216
14109,27565355,15168,21808.034018987342
14110,19387336,9898,23504.549605981007
14111,13289517,5853,27246.57508969759
14112,8613915,3870,26709.813953488374
14113,25547073,13208,23210.54482132041
14114,26832894,14845,21690.44984843382
14115,5366274,3169,20320.3811928053
14116,28540660,15298,22387.757876846645
14117,5502495,3133,21075.62719438238
14118,32313336,17381,22309.420171451584
14119,38105089,22662,20177.436589886154
14120,4691369872,1162177,48440.50300771741
14121,55291990,25771,25746.144115478637
14122,6956215,4905,17018.262996941896
14123,25424025,14518,21014.485466317674
14124,130908691,57753,27200.392914653785
14125,28406103,14925,22839.077788944724
15001,59165860,45582,15576.111623009081
15002,286030882,137057,25043.380374588676
15003,58892140,39897,17713.253628092338
15004,12771116,10315,14857.33320407174
15005,259447386,150125,20738.508789342217
15006,20902089,10378,24168.92156484872
15007,23249193,16925,16483.91822747415
15008,20077716,14379,16755.86563738786
15009,85850974,45311,22736.458873121315
15010,55574051,26279,25377.244644012328
15011,104325368,57151,21905.205788175186
15012,22998007,11095,24873.914736367733
15013,1556648559,440570,42399.125469278435
15014,169021802,85874,23619.04213149498
15015,34052605,25385,16097.35119164861
15016,38903730,23219,20106.152719755373
15017,15797403,9022,21011.841720239416
15018,127070878,51204,29779.910475744084
15019,63480546,31674,24050.21632885016
15020,738121842,230226,38472.90099293738
15021,45305686,32547,16704.096598764863
15022,26863910,12993,24810.815054259983
15023,76349681,38612,23728.275458406715
15024,444574359,131849,40462.13705071711
15025,574376760,305647,22550.593069783117
15026,31528082,22953,16483.116978172788
15027,28841123,10818,31992.371602884086
15028,50604926,25535,23781.44162913648
15029,411397425,184097,26816.130083597236
15030,36991483,22977,19319.223397310354
15031,1104988642,605187,21910.357796846263
15032,29216477,24921,14068.364993379077
15033,3468746046,1468734,28340.70195964688
15034,8890061,7058,15114.867101161803
15035,255478516,113818,26935.477622168728
15036,53749099,35113,18368.957024463874
15037,1084308087,191399,67982.05342765636
15038,19560346,10642,22056.394662657396
15039,962940900,434360,26603.026982226722
15040,56085160,30982,21722.99786973081
15041,2901056,2762,12604.153511947863
15042,194384597,129499,18012.61140240465
15043,41669714,26018,19218.870320547314
15044,59422026,25270,28217.82002374357
15045,126216663,74010,20464.801459262264
15046,33236997,16184,24644.337864557587
15047,87604376,58722,17902.191887197303
15048,83536438,54073,18538.59145969338
15049,15044806,12041,14993.577942031392
15050,36350511,22452,19428.386424371995
15051,293492149,132037,26673.627755856316
15052,26682535,19958,16043.211744663795
15053,116631749,51874,26980.39457146162
15054,780703223,193862,48325.29673685405
15055,25702788,11448,26942.125786163524
15056,24413925,21115,13874.833057068434
15057,2392837062,685956,41859.89297272711
15058,2117937418,877884,28950.577771095042
15059,72669191,36235,24065.966386090797
15060,851779505,369110,27691.891468667876
15061,14923174,7869,22757.41364849409
15062,142411075,61998,27564.323042678796
15063,31512045,26491,14274.45321052433
15064,46047074,29171,18942.267594528814
15065,58276057,30653,22813.841516327928
15066,2718564,2094,15579.163323782235
15067,121347472,74656,19505.05872267467
15068,38559169,25056,18467.034961685822
15069,9807873,3587,32811.39559520491
15070,558088198,270801,24730.552605049466
15071,21647875,12480,20815.264423076922
15072,23927611,12201,23533.42611261372
15073,71122684,25321,33706.10197069626
15074,144582026,103036,16838.622539694865
15075,46767422,23167,24224.503129451376
15076,182554106,69363,31582.389343021496
15077,5666421,3930,17302.04885496183
15078,11426535,6549,20937.306459001375
15079,19975620,11292,21228.076514346438
15080,15901794,10938,17445.742183214483
15081,1022285965,395773,30996.130559689518
15082,89032259,50527,21144.87517564866
15083,26183160,11458,27421.707104206667
15084,59744879,33971,21104.428718612937
15085,65285462,48083,16293.191855749434
15086,23956902,20331,14140.122177954847
15087,122419617,86722,16939.593228938447
15088,150142996,86006,20948.723949491898
15089,19257842,10836,21326.5138427464
15090,127259384,77816,19624.660840958157
15091,123424327,61445,24104.352249979656
15092,108936903,50613,25828.202951810803
15093,42860799,24511,20983.623189588347
15094,25130664,17571,17162.823288372885
15095,204107761,82162,29810.534456318004
15096,66411419,31404,25376.927397783722
15097,13786379,12303,13446.846135089003
15098,8219699,4848,20345.789603960395
15099,476540448,192212,29750.928016981252
15100,70419707,36614,23079.600262194792
15101,112657507,69287,19511.453577150114
15102,20836437,12013,20813.88862066095
15103,86591317,41522,25025.186744376475
15104,1978838552,603786,39328.60752650774
15105,25111877,16845,17889.137666963492
15106,2076490533,775570,32128.481498768648
15107,18901225,10019,22638.456931829525
15108,360411198,133623,32366.691183404055
15109,1171766631,461657,30458.10974814635
15110,116493087,56180,24882.82385190459
15111,50379689,38863,15556.088516069269
15112,51813693,34792,17870.89894228558
15113,92975000,59537,18739.60730302165
15114,112365604,77762,17339.92500192896
15115,99452917,47258,25253.607939396505
15116,5874613,3176,22196.270780856423
15117,12042983,8152,17727.649165848874
15118,372203772,168544,26500.173628251374
15119,14085234,12275,13769.678859470469
15120,374848549,176189,25530.439403140947
15121,1564130702,464677,40392.72101696447
15122,662057397,360290,22050.816742068888
15123,16995112,12587,16202.53785651863
15124,73424669,62916,14004.323669654776
15125,17637252,8865,23874.452791878175
16001,11818336,8456,16771.526963103122
16002,16970012,10551,19300.553881148706
16003,20650374,15902,15583.227770091811
16004,12043928,10362,13947.803126809496
16005,10079414,7920,15271.839393939394
16006,229199905,112950,24350.587516600266
16007,3075667,2366,15599.32544378698
16008,12316134,8149,18136.410357099034
16009,48815566,27733,21122.373778530993
16010,27245632,13265,24647.386656615152
16011,14843569,9176,19411.81647776809
16012,81351064,40399,24164.280501992624
16013,7096621,4678,18204.243693886277
16014,25647907,11654,26409.377381156686
16015,22178695,11850,22459.437974683544
16016,12879935,11294,13685.073490348857
16017,27702994,23612,14079.109266474676
16018,7465096,6024,14870.709163346615
16019,26063674,14479,21601.22163132813
16020,29680988,23497,15158.184278844106
16021,11554176,10354,13390.970832528492
16022,24720000,16294,18205.474407757458
16023,12114358,7747,18764.979475926164
16024,20545375,16424,15011.233560642962
16025,44648595,34245,15645.587385019713
