clave_municipio,INGTRHOG_EXP,NUMPERS_EXP,ingpc2015
30071,83324151,52828,18927.26985689407
30072,16709998,12895,15550.211399767351
30073,28255075,25270,13417.526711515631
30074,7946898,5239,18202.47680855125
30075,15715095,12614,14950.14586966862
30076,6520840,7655,10222.087524493794
30077,54551565,33692,19429.501958922
30078,9626029,9930,11632.66344410876
30079,8676787,9433,11037.99893989187
30080,19931094,19318,12380.843151464956
30081,37003140,21330,20817.518987341773
30082,35120046,12861,32768.8789363191
30083,25289978,27004,11238.325285142942
30084,6427699,4514,17087.36996012406
30085,99869857,59263,20222.36950542497
30086,33196464,35835,11116.438342402678
30087,1183714296,412513,34434.23977426166
30088,3275872,2890,13602.236678200694
30089,67924494,33783,24127.340023088538
30090,18027003,9346,23146.162636422
30091,26925302,19757,16353.880852356126
30092,49418837,32515,18238.53741350146
30093,23762940,15013,18993.890628122295
30094,46165828,33288,16642.33165104542
30095,11589670,11709,11877.704330002562
30096,991062,1246,9544.738362760834
30097,26145347,13731,22849.33100284029
30098,1808243,2208,9827.407608695652
30099,15218388,14475,12616.280207253887
30100,32772231,18963,20738.636924537255
30101,41632865,29548,16907.89156626506
30102,195237526,94293,24846.49244376571
30103,4506784,6324,8551.77229601518
30104,6933883,6880,12093.981976744186
30105,182854338,66787,32854.47850629614
30106,3176144,3965,9612.541740226985
30107,1437165,1646,10477.509113001215
30108,296200205,111453,31891.49201905736
30109,65543653,47452,16575.14616876001
30110,5913699,6919,10256.451510333864
30111,31581722,14225,26641.87444639719
30112,25999824,18612,16763.26499032882
30113,4041435,3752,12925.69829424307
30114,13648414,8216,19934.392405063292
30115,48881402,29907,19613.362222890963
30116,26755005,14834,21643.52568423891
30117,23048304,19528,14163.234739860713
30118,209006341,92230,27193.712371245798
30119,6619853,4632,17149.878238341968
30120,24642520,14441,20477.130392632087
30121,29705752,19022,18739.828829776052
30122,12191935,11586,12627.586742620406
30123,149964329,81630,22045.47284086733
30124,211966998,128520,19791.50308123249
30125,36428986,27191,16076.931043359935
30126,47145843,25337,22329.009590717134
30127,12440940,19645,7599.454314074828
30128,82618920,57009,17390.710940377834
30129,16920579,11826,17169.537290715372
30130,37290760,26328,16996.7000911577
30131,434747160,158968,32817.71123748176
30132,18852323,16108,14044.442264713187
30133,98205773,49441,23835.87055278008
30134,32987505,17505,22613.54241645244
30135,22441802,18735,14374.252682145718
30136,12377960,7267,20439.730287601487
30137,2884066,3446,10043.178177597214
30138,72925868,34938,25047.524643654473
30139,7649754,4657,19711.627227829074
30140,2602656,2592,12049.333333333332
30141,170598244,124613,16428.293420429647
30142,32916625,26611,14843.466987336064
30143,42625384,35601,14367.703379118564
30144,36006616,27679,15610.36858268001
30145,24942775,14270,20975.00350385424
30146,3429089,3267,12595.368227731866
30147,8779152,16180,6511.113967861557
30148,35372657,22585,18794.41593978304
30149,9545888,12433,9213.436499638061
30150,9741792,8969,13033.950719143717
30151,19515411,17687,13240.511788319103
30152,13045928,9520,16444.447058823527
30153,5335132,4313,14843.863667980524
30154,10934375,9949,13188.511408181726
30155,87913910,74467,14166.905072045334
30156,3551958,3747,11375.365892714171
30157,16837093,14123,14306.104651986123
30158,25403884,19653,15511.45412914059
30159,10604044,15834,8036.410761652141
30160,143434520,89756,19176.5925397745
30161,32570319,25927,15074.780267674625
30162,4362596,4863,10765.196792103641
30163,2189059,2927,8974.618380594466
30164,22675557,14078,19328.50433300185
30165,5799463,6927,10046.709398007795
30166,8718797,7864,13304.36978636826
30167,12735161,10987,13909.341221443525
30168,9050686,10710,10140.824649859944
30169,19421245,14833,15711.922065664396
30170,4775047,5019,11416.729228930066
30171,2897074,3362,10340.53777513385
30172,19562191,16541,14191.783568103501
30173,47100674,47172,11981.855507504451
30174,169496107,85081,23906.08107568082
30175,140714539,78460,21521.46913076727
30176,5180861,3909,15904.40828856485
30177,10103184,10173,11917.645532291359
30178,17653971,10559,20063.23060895918
30179,2908990,2953,11821.158144260075
30180,4096120,4917,9996.632092739475
30181,45137343,27821,19469.038352323783
30182,28581510,17279,19849.419526592974
30183,76024638,54158,16845.07655378707
30184,4292145,3992,12902.239478957916
30185,5653803,4450,15246.210337078654
30186,9254855,6062,18320.39920818212
30187,3328319,3980,10035.132663316583
30188,15234727,13513,13528.951676163695
30189,356995419,133616,32061.61708178661
30190,2242257,1583,16997.52621604548
30191,58485167,24698,28416.147218398248
30192,27015562,16236,19967.155949741315
30193,1513952137,528439,34379.41871057965
30194,8940577,8153,13159.195878817613
30195,2949915,3799,9317.973150829166
30196,23531467,14373,19646.39281987059
30197,7925987,8505,11183.050440917108
30198,3952070,4121,11508.090269352098
30199,14321704,9582,17935.759549154667
30200,13608038,11059,14765.933267022336
30201,27599978,26026,12725.72565895643
30202,3149953,4173,9058.096333572968
30203,7583912,10184,8936.26708562451
30204,66505059,28316,28184.090549512643
30205,28415586,16347,20859.30335841439
30206,66895082,20105,39927.430191494655
30207,66730952,39388,20330.33979892353
30208,37387603,18733,23949.780387551382
30209,6706182,5944,13538.725437415884
30210,16898164,16973,11947.090555588287
30211,42817932,25409,20221.77905466567
30212,4244722,5288,9632.500756429652
31001,9255561,5851,18982.521278413948
31002,28779798,15191,22734.354288723585
31003,11427118,10346,13253.954765126618
31004,8075227,5181,18703.478865083962
31005,3315922,1957,20332.68472151252
31006,9527784,7321,15617.18453763147
31007,11317514,6678,20336.95238095238
31008,2440626,2681,10924.099962700486
31009,5082108,3865,15778.860543337645
31010,1860397,1924,11603.307692307693
31011,9901431,6951,17093.536469572726
31012,2983801,2877,12445.468196037538
31013,29013309,10075,34556.79483870968
31014,1602629,1274,15095.406593406595
31015,6724899,4667,17291.362331262055
31016,1675585,1818,11059.96699669967
31017,2296179,2819,9774.440581766583
31018,2915516,2415,14487.036024844721
31019,25791442,27464,11269.19982522575
31020,7700220,3931,23506.1409310608
31021,5670074,6278,10837.987894233833
31022,1426596,1828,9364.962800875273
31023,7334754,4179,21061.748743718592
31024,2994939,2837,12668.053577722947
31025,4672394,4900,11442.597551020408
31026,5208655,3172,19704.873896595207
31027,13069016,7029,22311.593683311992
31028,3027968,1807,20108.254565578307
31029,7378645,5095,17378.55544651619
31030,3041969,2681,13615.676240208875
31031,1595764,1745,10973.735243553008
31032,13140350,12944,12182.030284301607
31033,23227833,17437,15985.203647416412
31034,7071096,5374,15789.57052474879
31035,7505622,4872,18486.75369458128
31036,10847529,7175,18142.208780487803
31037,5472900,4440,14791.621621621623
31038,46882777,29693,18947.001784932476
31039,6290453,3773,20006.741584945667
31040,36079339,23683,18281.132795676225
31041,181504489,90108,24171.59262218671
31042,3986997,3419,13993.554840596666
31043,2288920,2350,11688.102127659575
31044,9165843,6605,16652.55352006056
31045,3331935,2274,17582.770448548814
31046,2735510,2457,13360.2442002442
31047,5524573,4811,13779.85366867595
31048,33056217,20631,19227.114730260288
31049,2558579,2832,10841.436440677966
31050,2539637862,782497,38946.67243963874
31051,4552176,2760,19792.069565217393
31052,54946288,32045,20575.923108129195
31053,15284949,10831,16934.667897701045
31054,3588986,2459,17514.36844245628
31055,7021018,5312,15860.733433734938
31056,31803128,24495,15580.221922841396
31057,10586881,6742,18843.454761198456
31058,23329108,20607,13585.155335565585
31059,118838705,50974,27976.31066818378
31060,551519,485,13645.830927835052
31061,4255011,2816,18132.149147727272
31062,5469927,4090,16048.685574572128
31063,6937885,4601,18094.89676157357
31064,1819441,1372,15913.478134110788
31065,2732716,1561,21007.42600896861
31066,3338139,3160,12676.477215189872
31067,14821068,8612,20651.74361356247
31068,3326094,2469,16165.70595382746
31069,9373741,7485,15028.041683366733
31070,5178016,3401,18269.97706556895
31071,996176,1111,10759.776777677767
31072,2319786,1553,17924.940115904697
31073,1875219,3638,6185.4392523364495
31074,4113029,3187,15486.773768434265
31075,7168322,6064,14185.333773087073
31076,25696179,15955,19326.49000313381
31077,2001866,2010,11951.438805970149
31078,4705459,3317,17023.06542056075
31079,50766376,35386,17215.749505454136
31080,11645570,8967,15584.570090331214
31081,2196494,2348,11225.693356047701
31082,5056417,3089,19642.92780835222
31083,2241955,1432,18787.332402234635
31084,7525647,6260,14426.160383386581
31085,11196901,10887,12341.582805180491
31086,2105765,1647,15342.550091074681
31087,5985262,4687,15323.905269895457
31088,1824624,1516,14442.934036939314
31089,62262333,36171,20655.99502363772
31090,10556370,6762,18733.57586512866
31091,12850907,10317,14947.260250072695
31092,3701320,4621,9611.737719108418
31093,32705040,16155,24293.43732590529
31094,2373080,2528,11264.620253164556
31095,8336319,4912,20365.600162866453
31096,89016035,62317,17141.26835373975
31097,2315698,2347,11839.955688112484
31098,12146073,11249,12956.962930038226
31099,2915240,3257,10740.828983727355
31100,5859604,3463,20304.72076234479
31101,102925224,51227,24110.3849142054
31102,104515974,64931,19315.76116184873
31103,3915747,2971,15815.874789633122
31104,9404429,8922,12648.862138533961
31105,4623130,2818,19686.855926188786
31106,2520658,1876,16123.611940298506
32001,5486952,4245,15510.818374558305
32002,2989109,2375,15102.866526315789
32003,1765051,1166,18165.190394511148
32004,3532096,2455,17264.827698574336
32005,68707285,38561,21381.380669588445
32006,6582662,4915,16071.606103763987
32007,21784570,9390,27839.70607028754
32008,11597438,9866,14105.945266572064
32009,12548746,8170,18431.450673194617
32010,366839195,177913,24742.825650739403
32011,2677176,1552,20699.81443298969
32012,5623788,5023,13435.288871192515
32013,8624011,4892,21154.56500408831
32014,10546698,8134,15559.426604376691
32015,473193,328,17311.939024390245
32016,18464152,15734,14082.231091902884
32017,479731740,161974,35541.388617926335
32018,3361089,2332,17295.48370497427
32019,31326102,18934,19853.872610119364
32020,86748203,45912,22673.34108729744
32021,2105922,1793,14094.291132180702
32022,23718665,15847,17960.74840663848
32023,16466295,8647,22851.340349254075
32024,61710887,42039,17615.324912581174
32025,13609545,10357,15768.517910591869
32026,13538189,9828,16530.1452991453
32027,3272566,2249,17461.44597598933
32028,1687739,1173,17265.87212276215
32029,27854609,17945,18626.654109779884
32030,3025380,1733,20948.967109059435
32031,9302663,5735,19465.03156059285
32032,21034738,10032,25161.16985645933
32033,3243547,2029,19183.126663380976
32034,31252377,18573,20192.13503472783
32035,11947665,10148,14128.102089081593
32036,44094544,33327,15877.052479971197
32037,14851713,11342,15713.327102803738
32038,43467895,34804,14987.206642914607
32039,80431391,45887,21033.77191797241
32040,11413080,10710,12787.764705882353
32041,1743548,1174,17821.614991482114
32042,71704979,40214,21397.019644899785
32043,915695,771,14252.062256809339
32044,17234609,11603,17824.296130311126
32045,8557455,5605,18321.045495093666
32046,4898981,3912,15027.5490797546
32047,6613822,3859,20566.43275459964
32048,38305971,20248,22702.07684709601
32049,25477728,17139,17838.423245230177
32050,10380806,7070,17619.472701555867
32051,23319675,18672,14986.937660668382
32052,21370434,14185,18078.618822700035
32053,9744070,8071,14487.528187337382
32054,13173271,11849,13341.147101021183
32055,28250782,19014,17829.461659829598
32056,372325464,124892,35774.15341254844
32057,25003669,16640,18031.492067307692
32058,1984676,1443,16504.58212058212
