"","clave_mun","POBTOT","P_60YMAS","pob_urb"
"1",1001,948990,102987,901446
"2",1002,51536,4697,17760
"3",1003,58250,7829,28367
"4",1004,17000,1613,8477
"5",1005,129929,9815,97524
"6",1006,47646,4481,35351
"7",1007,57369,5264,42562
"8",1008,9552,956,5607
"9",1009,22485,2158,9114
"10",1010,20853,1988,6307
"11",1011,61997,3588,46196
"12",2001,443807,53463,399691
"13",2002,1049792,122934,966003
"14",2003,108440,11535,93564
"15",2004,1922523,169282,1893361
"16",2005,126890,14292,109884
"17",2006,117568,7796,76417
"18",3001,73021,9649,58680
"19",3002,64022,6741,42684
"20",3003,292241,37267,270846
"21",3008,351111,19895,338979
"22",3009,18052,2056,16311
"23",4001,59232,7445,45571
"24",4002,294077,37321,267558
"25",4003,248845,23814,219186
"26",4004,78170,8353,48846
"27",4005,31917,3659,21026
"28",4006,42140,4331,15852
"29",4007,8683,1164,3485
"30",4008,11452,1273,8748
"31",4009,59923,5915,35338
"32",4010,31714,2560,5729
"33",4011,46913,4804,11121
"34",4012,15297,1977,14127
"35",5001,1022,230,NA
"36",5002,163058,11800,160225
"37",5003,23056,2770,21376
"38",5004,29578,3332,18110
"39",5005,1643,299,NA
"40",5006,29128,3416,27314
"41",5007,12715,1668,10395
"42",5008,3047,433,NA
"43",5009,59035,6522,35483
"44",5010,82409,9286,77831
"45",5011,11898,1781,5535
"46",5012,1643,286,NA
"47",5013,1735,201,NA
"48",5014,9502,1163,3303
"49",5015,1584,225,NA
"50",5016,1764,343,NA
"51",5017,118337,12999,77286
"52",5018,237951,30877,237169
"53",5019,7928,1017,6720
"54",5020,71627,9377,67247
"55",5021,6539,922,4526
"56",5022,33129,3208,32213
"57",5023,9642,1187,3651
"58",5024,44472,5952,34798
"59",5025,176327,17040,173959
"60",5026,3239,499,NA
"61",5027,122243,7422,114010
"62",5028,64811,8148,62643
"63",5029,2471,328,NA
"64",5030,879958,89453,864431
"65",5031,24759,3406,23413
"66",5032,42260,6927,39058
"67",5033,101041,12742,60170
"68",5034,6744,563,4573
"69",5035,720848,87543,698493
"70",5036,20305,2569,3522
"71",5037,6188,785,5443
"72",5038,13135,1818,11150
"73",6001,27626,3966,21759
"74",6002,157048,25213,146965
"75",6003,21661,3253,14485
"76",6004,20837,2980,14892
"77",6005,31267,4849,23005
"78",6006,5623,909,2985
"79",6007,191031,20091,172159
"80",6008,10231,1184,6075
"81",6009,116305,13133,108878
"82",6010,149762,15979,147496
"83",7001,17994,1839,8092
"84",7002,21187,2424,15001
"85",7003,26899,3358,6247
"86",7004,36160,2223,10618
"87",7005,24512,1818,4327
"88",7006,31735,3348,5820
"89",7007,11283,844,5920
"90",7008,31947,2768,18685
"91",7009,41135,6068,28908
"92",7010,7365,741,NA
"93",7011,20157,2227,NA
"94",7012,64632,5020,45962
"95",7013,37263,2210,14200
"96",7014,24273,1336,11630
"97",7015,50112,5653,24504
"98",7016,17619,2738,3344
"99",7017,88106,9942,52670
"100",7018,9900,978,3770
"101",7019,166178,16157,116220
"102",7020,49920,5114,17300
"103",7021,22192,2684,7125
"104",7022,21915,858,NA
"105",7023,101967,6657,4727
"106",7024,13678,804,9533
"107",7025,7472,799,3498
"108",7026,47371,2248,4369
"109",7027,112075,10411,66584
"110",7028,6156,704,4329
"111",7029,5402,582,3947
"112",7030,36785,3590,10429
"113",7031,137262,7276,22052
"114",7032,30896,3653,10624
"115",7033,7245,554,NA
"116",7034,80897,7684,28585
"117",7035,14556,1547,6784
"118",7036,7701,740,NA
"119",7037,36333,4157,15296
"120",7038,22975,2017,NA
"121",7039,27893,2100,3508
"122",7040,53242,6170,32109
"123",7041,46409,4105,14980
"124",7042,11377,964,3674
"125",7043,10961,1096,5309
"126",7044,28999,2160,6481
"127",7045,6284,590,NA
"128",7046,41063,6155,14169
"129",7047,24966,1431,11250
"130",7048,21807,2789,7809
"131",7049,31259,1553,3954
"132",7050,5232,871,NA
"133",7051,46130,5501,19271
"134",7052,141027,10076,33196
"135",7053,7901,1006,NA
"136",7054,28250,3442,12219
"137",7055,5876,707,2860
"138",7056,13755,572,NA
"139",7057,76398,7378,30545
"140",7058,4765,334,4765
"141",7059,234661,13329,74436
"142",7060,14088,1089,5330
"143",7061,97397,8417,47951
"144",7062,18469,1775,3141
"145",7063,3983,373,NA
"146",7064,54932,3574,13981
"147",7065,132265,10571,51797
"148",7066,26391,1373,8629
"149",7067,12266,1030,NA
"150",7068,31919,3633,15244
"151",7069,51193,6939,18219
"152",7070,12263,1179,NA
"153",7071,30297,3527,8222
"154",7072,29636,1830,12805
"155",7073,10866,819,6860
"156",7074,44829,4303,29018
"157",7075,28829,2658,21194
"158",7076,29889,2307,6190
"159",7077,64251,5663,6181
"160",7078,215874,16605,183509
"161",7079,41793,3715,15310
"162",7080,25937,2351,3645
"163",7081,52935,2963,20613
"164",7082,15518,804,NA
"165",7083,19092,1974,5244
"166",7084,8561,856,NA
"167",7085,10890,946,7994
"168",7086,25627,2420,22354
"169",7087,41672,3620,22581
"170",7088,2308,242,NA
"171",7089,353706,37919,254201
"172",7090,4547,533,NA
"173",7091,13592,1263,8421
"174",7092,21426,2460,4950
"175",7093,48162,2916,8464
"176",7094,49499,3513,25636
"177",7096,83505,6061,27668
"178",7097,91913,11637,52357
"179",7098,7211,583,4600
"180",7099,83111,8950,23803
"181",7100,38025,3373,10962
"182",7101,604147,65271,594496
"183",7102,41024,4878,16539
"184",7103,30302,3395,6106
"185",7104,16560,1900,9412
"186",7105,16008,2179,7321
"187",7106,67292,6929,41780
"188",7107,65643,7093,42321
"189",7108,109536,12369,74664
"190",7109,40285,3281,18926
"191",7110,7526,626,4998
"192",7111,45373,2995,20545
"193",7112,37948,1787,11799
"194",7113,8480,398,NA
"195",7114,23603,1509,10026
"196",7115,14714,908,2705
"197",7116,12892,819,2769
"198",7117,8412,633,3191
"199",7118,6047,339,3869
"200",7119,4959,208,NA
"201",7120,4315,316,NA
"202",7121,8718,558,6732
"203",7122,15587,2005,11949
"204",7123,10783,1316,5240
"205",7124,23847,2220,7968
"206",7125,11650,961,NA
"207",8001,14635,1403,10510
"208",8002,26047,3152,22568
"209",8003,8487,1633,4608
"210",8004,24344,1108,25988
"211",8005,26093,2658,21108
"212",8006,5807,1250,NA
"213",8007,16440,1839,NA
"214",8008,11270,1046,NA
"215",8009,23351,2780,15383
"216",8010,25146,3095,20179
"217",8011,49499,6747,42019
"218",8012,8113,1207,NA
"219",8013,11815,1682,7134
"220",8014,2034,429,NA
"221",8015,1230,255,NA
"222",8016,3704,629,NA
"223",8017,180638,20497,145782
"224",8018,5099,984,NA
"225",8019,937674,117377,925762
"226",8020,6222,794,NA
"227",8021,150506,19240,140157
"228",8022,2456,846,NA
"229",8023,6656,618,2504
"230",8024,3791,809,NA
"231",8025,7023,1432,4484
"232",8026,2448,709,NA
"233",8027,50180,4618,17410
"234",8028,4237,604,NA
"235",8029,50514,4067,9186
"236",8030,8196,976,2746
"237",8031,35473,5786,19115
"238",8032,116662,15553,113843
"239",8033,824,199,NA
"240",8034,5196,1218,2830
"241",8035,11005,1212,3194
"242",8036,40859,5211,35087
"243",8037,1512450,134989,1504934
"244",8038,4980,875,NA
"245",8039,4122,763,NA
"246",8040,25144,4012,17714
"247",8041,1302,203,NA
"248",8042,1178,276,NA
"249",8043,2742,630,NA
"250",8044,4314,787,2694
"251",8045,44853,5918,32979
"252",8046,7266,718,NA
"253",8047,4447,575,NA
"254",8048,22712,4403,5882
"255",8049,2757,482,NA
"256",8050,65753,8103,62038
"257",8051,8127,818,NA
"258",8052,24534,3527,22066
"259",8053,5111,811,NA
"260",8054,7695,1001,NA
"261",8055,16776,2498,8627
"262",8056,2079,482,NA
"263",8057,2197,572,NA
"264",8058,2696,544,NA
"265",8059,5004,858,4427
"266",8060,11582,1762,9169
"267",8061,3414,867,NA
"268",8062,29862,4481,14898
"269",8063,5320,1081,NA
"270",8064,1448,328,NA
"271",8065,17043,1892,NA
"272",8066,6512,847,NA
"273",8067,4775,1055,NA
"274",9002,432205,78650,432205
"275",9003,614447,126592,614447
"276",9004,217686,25803,212735
"277",9005,1173351,203469,1173351
"278",9006,404695,70907,404695
"279",9007,1835486,262064,1835486
"280",9008,247622,38073,246428
"281",9009,152685,16437,128710
"282",9010,759137,122319,759003
"283",9011,392313,46196,385321
"284",9012,699928,108894,685559
"285",9013,442178,60987,429481
"286",9014,434153,87344,434153
"287",9015,545884,93809,545884
"288",9016,414470,71111,414470
"289",9017,443704,78964,443704
"290",10001,31454,4589,11943
"291",10002,4321,429,NA
"292",10003,4084,530,NA
"293",10004,34955,4387,17279
"294",10005,688697,75853,623992
"295",10006,10038,1528,NA
"296",10007,372750,39908,311355
"297",10008,36695,4854,27879
"298",10009,9869,1341,3852
"299",10010,3843,784,NA
"300",10011,4748,1030,NA
"301",10012,163313,17792,129523
"302",10013,26932,2955,20679
"303",10014,48583,2964,NA
"304",10015,12894,2118,3892
"305",10016,19060,2803,5953
"306",10017,8003,1686,2765
"307",10018,10384,1924,6342
"308",10019,4924,483,NA
"309",10020,12656,2023,5256
"310",10021,11118,1647,5911
"311",10022,25623,3593,11509
"312",10023,51269,4018,29371
"313",10024,12818,1991,5079
"314",10025,2837,738,NA
"315",10026,17333,1698,5817
"316",10027,5251,859,NA
"317",10028,12013,1874,3161
"318",10029,2103,351,NA
"319",10030,1633,312,NA
"320",10031,6727,1153,3999
"321",10032,49207,5912,32618
"322",10033,6917,1011,4071
"323",10034,26300,2294,3222
"324",10035,11378,1958,5490
"325",10036,21143,2834,11708
"326",10037,9320,909,2897
"327",10038,23476,2954,17967
"328",10039,27981,3391,12850
"329",11001,92040,11108,33241
"330",11002,108697,18338,69614
"331",11003,174615,20204,78508
"332",11004,63392,7224,35506
"333",11005,117883,9749,82526
"334",11006,5296,907,NA
"335",11007,521169,60124,450118
"336",11008,41240,5644,16092
"337",11009,82216,8351,42284
"338",11010,11083,1531,3913
"339",11011,97928,11900,73479
"340",11012,30857,4165,15305
"341",11013,27390,2606,6192
"342",11014,163038,15765,69672
"343",11015,194500,20789,150620
"344",11016,21128,3005,5740
"345",11017,592953,64480,505779
"346",11018,38782,5217,28350
"347",11019,49517,7103,10849
"348",11020,1721215,165649,1631014
"349",11021,47261,8019,41910
"350",11022,26383,2789,7324
"351",11023,154960,21087,58620
"352",11024,12403,1742,3562
"353",11025,83842,6832,57864
"354",11026,65766,7132,24757
"355",11027,273417,35783,208088
"356",11028,94126,15847,63360
"357",11029,41054,4406,11193
"358",11030,119793,11952,47539
"359",11031,130871,13055,89326
"360",11032,89558,7449,34456
"361",11033,128536,11854,64359
"362",11034,5723,726,NA
"363",11035,82340,8734,56803
"364",11036,6714,1341,3966
"365",11037,203556,18264,125014
"366",11038,11304,1953,5651
"367",11039,35905,5905,16671
"368",11040,20007,1890,NA
"369",11041,61494,8604,52156
"370",11042,150054,20185,75678
"371",11043,21253,2620,2842
"372",11044,65791,6475,51034
"373",11045,11143,1661,NA
"374",11046,68741,11210,33983
"375",12001,779566,107218,693789
"376",12002,25205,2994,4072
"377",12003,37655,5132,12945
"378",12004,21225,2421,3115
"379",12005,7813,1014,4653
"380",12006,11112,1823,7256
"381",12007,33267,4659,22534
"382",12008,9147,1468,3156
"383",12009,5811,692,NA
"384",12010,28491,2485,6379
"385",12011,60680,9392,31957
"386",12012,69123,6207,20785
"387",12013,15099,2385,4676
"388",12014,15442,3067,7494
"389",12015,12982,2214,7233
"390",12016,12408,1854,NA
"391",12017,15579,2424,3637
"392",12018,14463,2097,6839
"393",12019,15598,1589,7862
"394",12020,21648,2013,3435
"395",12021,73056,10656,26405
"396",12022,38554,6162,10144
"397",12023,26627,3749,14494
"398",12024,7874,909,NA
"399",12025,17024,2170,4073
"400",12026,8272,1579,NA
"401",12027,20537,3710,4717
"402",12028,123722,13492,51541
"403",12029,283354,28130,253796
"404",12030,22250,2834,13440
"405",12031,6278,1073,NA
"406",12032,37254,3295,8442
"407",12033,17488,2293,7783
"408",12034,36593,6329,21061
"409",12035,154173,19975,138202
"410",12036,11739,1254,3110
"411",12037,6138,1061,NA
"412",12038,126001,13319,104672
"413",12039,26093,3777,12262
"414",12040,26357,2898,15745
"415",12041,29625,3046,NA
"416",12042,18613,2116,7629
"417",12043,18859,1672,4011
"418",12044,12402,1699,6052
"419",12045,28446,3234,11315
"420",12046,68207,6625,45407
"421",12047,7076,980,NA
"422",12048,44583,5984,30356
"423",12049,12753,1722,6184
"424",12050,38482,4685,29114
"425",12051,36143,4381,11029
"426",12052,46270,4399,20485
"427",12053,50124,7000,21215
"428",12054,24139,2985,4310
"429",12055,105586,14581,69139
"430",12056,46063,5664,11483
"431",12057,65237,10172,38239
"432",12058,53817,8123,27949
"433",12059,30806,5329,9639
"434",12060,13552,1838,NA
"435",12061,43171,5450,31241
"436",12062,22781,2200,5033
"437",12063,10092,1091,NA
"438",12064,11681,2226,4299
"439",12065,7602,1071,2529
"440",12066,96125,7880,62589
"441",12067,22209,3208,10863
"442",12068,26349,3973,6656
"443",12069,11966,1540,4406
"444",12070,7862,1390,5421
"445",12071,29891,3014,9803
"446",12072,12004,1031,NA
"447",12073,18031,2745,3679
"448",12074,21977,2843,11934
"449",12075,53126,5772,41576
"450",12076,40197,2432,2769
"451",12077,14280,1883,6857
"452",12078,21241,1924,3697
"453",12079,18381,1390,NA
"454",12080,7559,1244,3530
"455",12081,11679,1179,NA
"456",13001,22268,2625,NA
"457",13002,46065,4188,19759
"458",13003,61002,7839,44679
"459",13004,10313,1290,NA
"460",13005,18872,2649,12812
"461",13006,19162,3079,NA
"462",13007,12546,1578,5618
"463",13008,46681,6246,34443
"464",13009,19836,2309,6250
"465",13010,31525,3805,29103
"466",13011,19812,3554,2960
"467",13012,30135,4067,8417
"468",13013,62470,4695,47624
"469",13014,16150,3225,4235
"470",13015,19431,2789,NA
"471",13016,60421,7038,29634
"472",13017,12967,2177,NA
"473",13018,22903,3152,4054
"474",13019,18909,2504,2512
"475",13020,2593,653,NA
"476",13021,15175,2087,9584
"477",13022,16285,2128,3310
"478",13023,36248,4966,21191
"479",13024,17607,2271,NA
"480",13025,20673,4671,3806
"481",13026,12766,1854,NA
"482",13027,22846,3578,2993
"483",13028,126781,16169,54615
"484",13029,47425,6597,16878
"485",13030,98654,11218,44732
"486",13031,12290,2173,4582
"487",13032,10523,1713,5919
"488",13033,2895,584,NA
"489",13034,9474,1617,NA
"490",13035,13078,1455,NA
"491",13036,9449,1675,NA
"492",13037,20962,3591,3274
"493",13038,8878,1091,NA
"494",13039,14324,1914,11149
"495",13040,9819,1802,NA
"496",13041,47222,5783,30898
"497",13042,11578,1998,4995
"498",13043,6265,1060,NA
"499",13044,16948,3064,NA
"500",13045,9295,1184,NA
"501",13046,38492,6142,15122
"502",13047,4748,906,NA
"503",13048,314331,42791,305854
"504",13049,18723,2428,NA
"505",13050,23641,3211,20385
"506",13051,202749,17477,137894
"507",13052,38891,4653,17941
"508",13053,17699,2683,2764
"509",13054,36796,4991,6696
"510",13055,18329,2383,5254
"511",13056,39561,4317,26025
"512",13057,15142,1956,4805
"513",13058,17441,2650,4030
"514",13059,38010,4762,9261
"515",13060,17503,2388,2614
"516",13061,56245,8512,48105
"517",13062,31235,3576,NA
"518",13063,90546,9699,65954
"519",13064,10830,1769,NA
"520",13065,11768,1427,9145
"521",13066,13032,1452,8968
"522",13067,55134,6014,36203
"523",13068,14340,2257,NA
"524",13069,168302,13266,158965
"525",13070,19067,2160,16220
"526",13071,9086,1813,NA
"527",13072,11113,1683,8062
"528",13073,37722,4754,8669
"529",13074,28626,3360,27309
"530",13075,21362,2175,16700
"531",13076,115107,14708,82249
"532",13077,168369,19373,145854
"533",13078,18260,2751,NA
"534",13079,7015,1447,NA
"535",13080,24674,3518,4941
"536",13081,38155,3862,29472
"537",13082,21443,2657,21171
"538",13083,57906,6496,35104
"539",13084,39927,5503,14732
"540",14001,23175,2714,15927
"541",14002,25250,2723,21951
"542",14003,23630,3364,19733
"543",14004,5743,888,3025
"544",14005,16490,1750,12180
"545",14006,60386,9624,40620
"546",14007,9433,1445,5595
"547",14008,80609,8599,63933
"548",14009,21115,2192,15419
"549",14010,7758,793,6434
"550",14011,5599,990,NA
"551",14012,4176,800,NA
"552",14013,64009,7731,40703
"553",14014,8689,1505,5389
"554",14015,64931,8793,52019
"555",14016,41552,4931,28016
"556",14017,12880,2190,7469
"557",14018,67937,9347,41577
"558",14019,7043,551,NA
"559",14020,10940,1676,3835
"560",14021,20548,3198,14683
"561",14022,40139,4932,33547
"562",14023,115141,14744,111975
"563",14024,29267,4717,19188
"564",14025,19689,2720,15129
"565",14026,6334,995,5113
"566",14027,18370,2450,2794
"567",14028,2166,452,NA
"568",14029,17820,2787,5011
"569",14030,55196,11106,49411
"570",14031,3270,505,NA
"571",14032,5983,762,4299
"572",14033,21226,3016,11612
"573",14034,1981,492,NA
"574",14035,53039,6677,31895
"575",14036,20011,2850,14697
"576",14037,25920,3742,22738
"577",14038,4199,816,NA
"578",14039,1385629,238500,1385621
"579",14040,8732,1215,3500
"580",14041,5920,1242,3762
"581",14042,10015,1583,5949
"582",14043,23258,3513,7954
"583",14044,67969,5000,47342
"584",14045,20465,2992,6882
"585",14046,32678,4038,24890
"586",14047,24894,3063,21519
"587",14048,18982,2722,9436
"588",14049,9425,1218,NA
"589",14050,47105,5762,39089
"590",14051,30855,2249,26261
"591",14052,5534,1019,3528
"592",14053,172403,17780,123184
"593",14054,5368,1275,3125
"594",14055,21781,2782,16873
"595",14056,1815,344,NA
"596",14057,4099,719,2728
"597",14058,14451,2551,9272
"598",14059,14043,1789,8142
"599",14060,5307,1058,3349
"600",14061,22083,1794,2639
"601",14062,3638,678,NA
"602",14063,106050,13127,97632
"603",14064,33588,3487,19859
"604",14065,11386,2033,6668
"605",14066,53659,5543,38796
"606",14067,291839,28393,277440
"607",14068,11303,2045,5965
"608",14069,7734,1662,NA
"609",14070,232852,15937,225749
"610",14071,2924,473,NA
"611",14072,7609,1012,6025
"612",14073,72230,7429,57728
"613",14074,16792,2332,14520
"614",14075,3791,632,3478
"615",14076,3095,512,NA
"616",14077,28102,5134,15151
"617",14078,31965,4258,25925
"618",14079,16431,1909,14677
"619",14080,5086,990,NA
"620",14081,3515,781,NA
"621",14082,37186,4770,36462
"622",14083,87690,9000,71448
"623",14084,14997,2422,10112
"624",14085,38955,6525,22997
"625",14086,21245,1830,9899
"626",14087,16705,2740,13243
"627",14088,16603,2847,9668
"628",14089,4072,652,2856
"629",14090,7302,1394,4940
"630",14091,39839,5618,27436
"631",14092,11039,2191,3986
"632",14093,150190,16619,127483
"633",14094,44353,4638,34286
"634",14095,9647,1546,3950
"635",14096,22758,3284,19431
"636",14097,727750,42070,686510
"637",14098,687127,66660,678905
"638",14099,11219,1543,3238
"639",14100,36316,5084,19355
"640",14101,569913,47246,560074
"641",14102,5961,1119,3706
"642",14103,7565,1257,6683
"643",14104,4180,959,NA
"644",14105,23573,3070,13809
"645",14106,5482,802,NA
"646",14107,6702,1012,3814
"647",14108,37518,5226,30471
"648",14109,19069,2391,8737
"649",14110,13799,2490,9529
"650",14111,6627,929,4628
"651",14112,6151,1149,4418
"652",14113,16548,2306,5109
"653",14114,19063,2839,16650
"654",14115,5525,972,4023
"655",14116,20088,2348,15594
"656",14117,4388,863,3024
"657",14118,22394,4181,14497
"658",14119,30472,4444,20345
"659",14120,1476491,172228,1449455
"660",14121,33713,4524,30172
"661",14122,7466,1137,4214
"662",14123,19279,2453,6410
"663",14124,64806,7404,39166
"664",14125,18341,2161,10521
"665",15001,67872,7502,10652
"666",15002,171507,15560,166105
"667",15003,49266,5188,2832
"668",15004,15333,1825,3158
"669",15005,174587,13665,98922
"670",15006,12694,1365,10792
"671",15007,23675,2145,8918
"672",15008,25244,4430,3022
"673",15009,53441,6506,44990
"674",15010,31898,3465,23039
"675",15011,75489,6708,69057
"676",15012,12984,1145,10873
"677",15013,523674,74812,523065
"678",15014,109384,9638,69252
"679",15015,31900,3475,28851
"680",15016,29128,3428,16627
"681",15017,10053,1049,3975
"682",15018,68489,6039,50482
"683",15019,36921,3808,32025
"684",15020,293444,40704,293245
"685",15021,38643,3549,6944
"686",15022,15107,1747,10290
"687",15023,40885,3781,37442
"688",15024,178847,15288,172626
"689",15025,400057,33199,387174
"690",15026,31737,2998,13964
"691",15027,12772,1108,10663
"692",15028,30045,3230,22064
"693",15029,200750,17362,193532
"694",15030,27692,2763,25868
"695",15031,705193,59108,703215
"696",15032,37436,2872,13856
"697",15033,1645352,222028,1643623
"698",15034,10827,997,8294
"699",15035,163244,9723,156685
"700",15036,46757,4854,42286
"701",15037,284965,33442,256236
"702",15038,11929,1145,NA
"703",15039,542211,48000,524818
"704",15040,36911,4115,19326
"705",15041,6475,749,NA
"706",15042,160139,15297,122094
"707",15043,30687,2656,17121
"708",15044,28217,3727,28217
"709",15045,87671,9732,43422
"710",15046,19877,2080,7925
"711",15047,76826,7450,24363
"712",15048,69264,7417,37690
"713",15049,15428,1551,9876
"714",15050,27116,2681,25268
"715",15051,170327,15695,122853
"716",15052,28155,3363,12015
"717",15053,61220,5875,59014
"718",15054,242307,34401,232009
"719",15055,13807,1323,10854
"720",15056,33164,3714,19064
"721",15057,834434,121122,805719
"722",15058,1077208,164512,1081520
"723",15059,57082,3835,53550
"724",15060,430601,41732,402711
"725",15061,10351,1279,8699
"726",15062,72103,7613,54405
"727",15063,36223,3370,3138
"728",15064,36937,3974,5970
"729",15065,36331,3997,22649
"730",15066,4891,598,NA
"731",15067,88783,7076,61740
"732",15068,30785,3398,24951
"733",15069,4862,560,4784
"734",15070,304088,28948,299882
"735",15071,14985,1890,3211
"736",15072,15972,1521,15243
"737",15073,31962,2191,29933
"738",15074,144924,11257,68772
"739",15075,29182,3232,14283
"740",15076,97418,8587,96415
"741",15077,6692,804,NA
"742",15078,9729,1098,NA
"743",15079,14323,1652,5706
"744",15080,24145,3128,6543
"745",15081,547503,45981,536414
"746",15082,79282,8835,34187
"747",15083,14130,1223,9111
"748",15084,43593,4653,31687
"749",15085,66414,7695,29794
"750",15086,35014,3594,NA
"751",15087,105766,7982,63669
"752",15088,104677,10366,65813
"753",15089,11359,1327,9202
"754",15090,90518,8576,73583
"755",15091,65459,6787,62291
"756",15092,58507,6548,50957
"757",15093,32564,3478,23353
"758",15094,20500,2275,14944
"759",15095,103696,11247,85423
"760",15096,39489,4051,36516
"761",15097,18482,1898,2915
"762",15098,5736,608,5104
"763",15099,277562,32246,239778
"764",15100,47044,4254,44280
"765",15101,84259,7979,56863
"766",15102,16414,2159,NA
"767",15103,49196,6528,42324
"768",15104,672202,109805,671937
"769",15105,31762,5309,2503
"770",15106,910608,98137,869426
"771",15107,12912,1959,7021
"772",15108,157645,14702,150869
"773",15109,516341,62216,514688
"774",15110,61590,6115,32223
"775",15111,53275,4204,6294
"776",15112,51498,4781,21500
"777",15113,69086,5770,34778
"778",15114,108196,7745,22553
"779",15115,54633,5136,42346
"780",15116,5109,511,3477
"781",15117,13522,1836,3089
"782",15118,203872,17275,170131
"783",15119,18833,1897,4831
"784",15120,280455,21286,257801
"785",15121,555163,80062,545665
"786",15122,391731,38885,390901
"787",15123,28822,3924,8704
"788",15124,100082,7499,5328
"789",15125,14883,1259,13749
"790",16001,11301,1546,7439
"791",16002,14754,2219,11055
"792",16003,23000,3156,9513
"793",16004,14943,2596,5044
"794",16005,10892,1336,3977
"795",16006,126191,14214,105629
"796",16007,3529,443,NA
"797",16008,24676,2801,NA
"798",16009,36268,4362,18097
"799",16010,20332,2902,11046
"800",16011,11681,1668,8443
"801",16012,45538,5008,30500
"802",16013,9176,1342,4149
"803",16014,17022,2098,12024
"804",16015,19633,2587,13806
"805",16016,20965,4279,6593
"806",16017,35070,4124,7079
"807",16018,9484,1362,3165
"808",16019,20198,3287,14074
"809",16020,29910,4284,22320
"810",16021,13539,1767,11494
"811",16022,25138,3045,11558
"812",16023,10417,1819,6596
"813",16024,20586,2284,19912
"814",16025,40560,4340,29812
"815",16026,4773,689,NA
"816",16027,4944,1109,NA
"817",16028,5233,1277,2580
"818",16029,12342,1793,4407
"819",16030,11850,2588,4358
"820",16031,16112,2462,NA
"821",16032,15715,2489,6084
"822",16033,21466,2691,12309
"823",16034,125712,14263,87132
"824",16035,30627,4356,12820
"825",16036,11644,2168,6689
"826",16037,7945,1969,2595
"827",16038,41973,6975,23836
"828",16039,9015,987,3251
"829",16040,18385,2325,11099
"830",16041,16043,1870,6194
"831",16042,14302,2390,5091
"832",16043,68781,7616,64512
"833",16044,12946,2738,3974
"834",16045,36158,6039,24662
"835",16046,14936,1974,6566
"836",16047,19834,2446,5011
"837",16048,5745,815,2664
"838",16049,19086,2109,7633
"839",16050,89311,10093,48914
"840",16051,13983,2048,10466
"841",16052,196003,19440,180495
"842",16053,849053,109264,789641
"843",16054,7983,1673,2526
"844",16055,45732,5356,38019
"845",16056,32598,3683,29631
"846",16057,8196,1202,3910
"847",16058,20981,1930,16745
"848",16059,9027,1189,NA
"849",16060,9437,1491,4788
"850",16061,24774,2096,7695
"851",16062,21028,2998,14634
"852",16063,14889,2743,5267
"853",16064,26832,3139,14169
"854",16065,39657,4596,31647
"855",16066,98382,12063,72955
"856",16067,16621,3201,3357
"857",16068,29389,2816,17652
"858",16069,106490,13913,91206
"859",16070,15503,2650,13821
"860",16071,69260,10417,39414
"861",16072,13961,1982,9473
"862",16073,27176,3820,20642
"863",16074,10553,1634,7251
"864",16075,78935,8515,62716
"865",16076,78477,9744,70042
"866",16077,17677,3261,6477
"867",16078,12812,2332,7220
"868",16079,49896,5215,31315
"869",16080,19833,2343,2763
"870",16081,9076,1179,NA
"871",16082,79540,8376,42747
"872",16083,33453,3066,8133
"873",16084,31716,3393,26647
"874",16085,35256,5263,22043
"875",16086,15534,2364,8707
"876",16087,15589,2061,7117
"877",16088,114513,9547,65772
"878",16089,24074,3410,17293
"879",16090,16325,1751,14836
"880",16091,14934,2179,7788
"881",16092,12836,1907,3664
"882",16093,28556,3309,3627
"883",16094,6420,1496,3002
"884",16095,12325,2033,7785
"885",16096,5971,876,NA
"886",16097,29056,3927,6845
"887",16098,25757,3299,8962
"888",16099,14329,2242,2959
"889",16100,14911,2149,7780
"890",16101,8855,1237,NA
"891",16102,356786,41551,334669
"892",16103,23469,3871,18574
"893",16104,15864,3151,6388
"894",16105,20982,2932,14990
"895",16106,32303,3899,26691
"896",16107,76829,11768,61978
"897",16108,204860,24972,183116
"898",16109,3232,762,NA
"899",16110,49005,7470,19870
"900",16111,18402,1816,8807
"901",16112,157056,17834,96812
"902",16113,26213,4755,10132
"903",17001,17598,2616,8530
"904",17002,25232,3735,11524
"905",17003,39174,4680,28437
"906",17004,89834,11324,58857
"907",17005,10520,1630,NA
"908",17006,187118,26205,164373
"909",17007,378476,64606,356889
"910",17008,107053,12733,101215
"911",17009,24515,2831,12870
"912",17010,18402,2220,13716
"913",17011,215357,28948,208024
"914",17012,57682,9034,47337
"915",17013,16694,2300,15401
"916",17014,9653,1478,4178
"917",17015,15802,2355,7466
"918",17016,19219,2189,12596
"919",17017,40018,5865,29777
"920",17018,122263,15041,108462
"921",17019,28122,4077,20437
"922",17020,54987,6851,30942
"923",17021,7617,1236,4781
"924",17022,14853,1432,12162
"925",17023,7943,848,4383
"926",17024,52399,7468,35300
"927",17025,33789,5252,18342
"928",17026,19408,2520,8374
"929",17027,12750,1498,9471
"930",17028,73539,8619,57440
"931",17029,105780,14549,84033
"932",17030,56083,6107,40629
"933",17031,36094,6004,32697
"934",17032,9965,1463,9170
"935",17033,16574,1730,14847
"936",17034,11347,1247,9672
"937",17035,27805,2303,24073
"938",17036,7855,909,7352
"939",18001,37232,6032,19976
